collected_at,stnCd,fcltNm,lineNm,stnNm,stnNo,crtrYmd,fcltSeNm,cusarThrghSeNm,nrsrmUtztnMth,stllAcsYn,doorItphnEn,itphnEn,nrspcLockEn,vstcdEn,hnstzYn,dprSwchbrdCnt,dprBoxEn,nrspttEn,spsofaEn,mpsofaEn,tableEn,wshstndEn,trmmtEn,hgmtEn,wthtEn,rfgrEn,mwovenEn,chlhtrEn,acEn,fanEn,htrEn,acnrEn,dspdprEn,tsEn,ptlEn,safiEn,lsEn,chwpEn,infntBedEn,nrsstlEn,nrsplwEn,nrslgtEn,bmbEn,mwovenosEn,portEn,drtbEn,sofaCnt,infntBedCnt,stnFlr,exitNo,utztnHr,operInstTelno,gateInoutSe,dtlPstn,FCAR,grndUdgdSe
2026-08-07 15:39,2623,수유실,6호선,합정,622,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,B1,8,영업시간내,0263116220,내부,B1 고객안전실 내부,11.600000000,지하
2026-08-07 15:39,2626,수유실,6호선,대흥,625,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,B2,1~4,영업시간내,0263116251,내부,B2 고객안전실 내부,10.850000000,지하
2026-08-07 15:39,2629,수유실,6호선,삼각지,628,,가족수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,2,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,3,2,B3,"11, 12, 13, 14",영업시간내,0263116281,외부,B3 고객안전실 인접,28.550000000,지하
2026-08-07 15:39,2631,수유실,6호선,이태원,630,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B1,"1, 4",영업시간내,0263116301,내부,B1 고객안전실 내부,8.600000000,지하
2026-08-07 15:39,2634,수유실,6호선,약수,633,,가족수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,B2,"7, 8",영업시간내,0263116331,내부,B2 고객안전실 인접,10.140000000,지하
2026-08-07 15:39,2637,수유실,6호선,동묘앞,636,,모유수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,2,2,B2,"5, 6",영업시간내,0263116361,내부,B2 고객안전실 앞,13.750000000,지하
2026-08-07 15:39,2640,수유실,6호선,안암,639,,모유수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B2,"1, 2",영업시간내,0263116391,내부,B2 고객안전실 내부,17.980000000,지하
2026-08-07 15:39,2643,수유실,6호선,상월곡,642,,모유수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,B2,"1, 4",영업시간내,0263116420,내부,B2 고객안전실 인접,13.200000000,지하
2026-08-07 15:39,2713,수유실,7호선,수락산,711,,가족수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B2,"2, 3, 4, 5",영업시간내,0263117110,외부,B2 고객안전실 인접,19.370000000,지하
2026-08-07 15:39,2715,수유실,7호선,노원,713,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,B2,"5, 6",영업시간내,0263117131,내부,B2 고객안전실 내부,17.160000000,지하
2026-08-07 15:39,2717,수유실,7호선,하계,715,,모유수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,2,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,1,0,B2,"2, 3, 4, 5",영업시간내,0263117151,외부,B2 고객안전실 인접,16.500000000,지하
2026-08-07 15:39,2719,수유실,7호선,태릉입구,717,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B3,"2, 3, 4, 5, 6",영업시간내,0263117171,내부,B3 고객안전실 내부,20.000000000,지하
2026-08-07 15:39,2722,수유실,7호선,상봉,720,,모유수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B1,"1, 2, 3, 4, 5, 6",영업시간내,0263117200,내부,B1 고객안전실 내부,19.440000000,지하
2026-08-07 15:39,2728,수유실,7호선,어린이대공원,726,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,Y,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,2,0,B2,"1, 6",영업시간내,0263117260,외부,B2 고객안전실 내부,11.700000000,지하
2026-08-07 15:39,2730,수유실,7호선,뚝섬유원지,728,,모유수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,1,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,1,0,2,"1, 4",영업시간내,0263117280,내부,"2F ①,④출구방면 게이트 안쪽",10.100000000,지상
2026-08-07 15:39,2734,수유실,7호선,논현,732,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,2,2,B2,10,영업시간내,0263117320,내부,B2 고객안전실 내부,15.800000000,지하
2026-08-07 15:39,2736,수유실,7호선,고속터미널,734,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B1,3,영업시간내,0263117340,내부,B1 고객안전실 내부,16.750000000,지하
2026-08-07 15:39,2738,수유실,7호선,이수,736,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,Y,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,3,0,B3,"9, 10",영업시간내,0263117360,내부,B3 고객안전실 내부,14.400000000,지하
2026-08-07 15:39,2746,수유실,7호선,대림,744,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,2,0,B1,"9, 10, 11, 12",영업시간내,0263117440,내부,B1 고객안전실 내부,16.530000000,지하
2026-08-07 15:39,2748,수유실,7호선,가산디지털단지,746,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,2,2,B2,"7, 8, 9",영업시간내,0263117460,내부,B2 고객안전실 내부,20.000000000,지하
2026-08-07 15:39,2750,수유실,7호선,광명사거리,748,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,2,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,2,2,B2,"2,3,4,5,6,7,8,9",영업시간내,0263117480,외부,B2 고객안전실 내부,10.960000000,지하
2026-08-07 15:39,2752,수유실,7호선,온수,750,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,1,1,B1,2,영업시간내,0263117500,외부,B1 고객안전실 내부,11.100000000,지하
2026-08-07 15:39,2814,수유실,8호선,몽촌토성,813,,모유수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,1,0,B2,"1,2,3,4,5",영업시간내,0263118130,내부,B2 고객안전실 내부,9.500000000,지하
2026-08-07 15:39,2815,수유실,8호선,잠실,814,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,1,0,B2,10,영업시간내,0263118141,외부,B2 고객안전실 내부,11.250000000,지하
2026-08-07 15:39,2818,수유실,8호선,가락시장,817,,가족수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,2,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,3,0,B1,"1, 2, 2-1",영업시간내,0263118170,외부,B1 승강지원단 옆,21.600000000,지하
2026-08-07 15:39,2820,수유실,8호선,장지,819,,모유수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,1,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,1,0,B1,4,영업시간내,0263118190,외부,B1 화장실 옆,7.800000000,지하
2026-08-07 15:39,2823,수유실,8호선,남한산성입구,823,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,2,0,B2,"1,2,3,4",영업시간내,0263118230,내부,B2 고객안전실 내부,10.400000000,지하
2026-08-07 15:39,2827,수유실,8호선,모란,827,,가족수유실,고객안전실경유,1인가족 단독사용,Y,N,N,N,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,B2,11,영업시간내,0263118270,내부,B2 고객안전실 내부,13.000000000,지하
2026-08-07 15:39,2828,수유실,8호선,남위례,821,,가족수유실,단독,1인가족 단독사용,Y,Y,Y,Y,N,Y,1,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,1,0,2,5,영업시간내,0263118210,외부,2층 게이트 옆,29.000000000,지상
2026-08-07 15:39,2810,수유실,8호선,암사역사공원,809,20240620,가족수유실,단독,1인가족 단독사용,Y,Y,Y,N,N,Y,1,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,3,0,B1,3,영업시간내,0263118091,외부,B1 승강기사업소(동부권역) 옆,15.950000000,지하
