STN_CD,STN_NM,ELVTR_NM,OPR_SEC,INSTL_PSTN,USE_YN,ELVTR_SE,collected_at
0217,잠실새내,승강기)엘리베이터-잠실새내 2번 출구측 외부#2,B1-1F,2번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0217,잠실새내,승강기)엘리베이터-잠실새내 7번 출구측 외부#1,B1-1F,7번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0217,잠실새내,승강기)엘리베이터-잠실새내 내선 4-1 내부#2,B2-B1,종합운동장 방면4-1,사용가능,EV,2026-08-07T05:48:55Z
0217,잠실새내,승강기)엘리베이터-잠실새내 외선 7-3 내부#1,B2-B1,잠실방면7-3,사용가능,EV,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)에스컬레이터-종합운동장 1번출구 4호기,1F-B1,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)에스컬레이터-종합운동장 1번출구 5호기,B1-1F,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)에스컬레이터-종합운동장 4번출구 1호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)에스컬레이터-종합운동장 4번출구 2호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)에스컬레이터-종합운동장 8번출구 3호기,B1-1F,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)엘리베이터-종합운동장 6번 출구측 외부#1,B1-1F,6번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)엘리베이터-종합운동장 내선 8-4 내부#2,B2-B1,삼성 방면8-4,사용가능,EV,2026-08-07T05:48:55Z
0218,종합운동장(2),승강기)엘리베이터-종합운동장 외선 2-4 내부#1,B2-B1,잠실새내 방면2-4,사용가능,EV,2026-08-07T05:48:55Z
0219,삼성,승강기)에스컬레이터-삼성 3번 출입구 1호기,1F-B1,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0219,삼성,승강기)에스컬레이터-삼성 3번 출입구 2호기,B1-1F,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0219,삼성,승강기)에스컬레이터-삼성 7번 출입구 3호기,1F-B1,7번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0219,삼성,승강기)에스컬레이터-삼성 7번 출입구 4호기,B1-1F,7번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0219,삼성,승강기)엘리베이터-삼성 1번 출구측 외부#1,B1-1F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0219,삼성,승강기)엘리베이터-삼성 4번 출구측 외부#4,B1-1F,4번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0219,삼성,승강기)엘리베이터-삼성 6번 출구측 외부#2,B1-1F,6번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0219,삼성,승강기)엘리베이터-삼성 8번 출구측 외부#3,B1-1F,8번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0219,삼성,승강기)엘리베이터-삼성 섬식(외) 3-1 내부#1,B2-B1,"종합운동장 방면3-1, 선릉 방면8-4",사용가능,EV,2026-08-07T05:48:55Z
0219,삼성,승강기)휠체어리프트-삼성 코엑스연결계단 내부1,B1-B1,코액스 측 연결계단,보수중,WL,2026-08-07T05:48:55Z
0220,선릉(2),승강기)에스컬레이터-선릉 4번출구 상행2,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0220,선릉(2),승강기)에스컬레이터-선릉 4번출구 하행1,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0220,선릉(2),승강기)엘리베이터-선릉 10번 출구측 외부#3,B1-1F,10번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0220,선릉(2),승강기)엘리베이터-선릉 1번 출구측 외부#1,B1-1F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0220,선릉(2),승강기)엘리베이터-선릉 5번 출구측 외부#2,B1-1F,5번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0221,역삼,"승강기)에스컬레이터-역삼 1,2번출구 5호기",1F-B1,"1,2번 출입구 방면 통로",사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,"승강기)에스컬레이터-역삼 1,2번출구 6호기",B1-1F,"1,2번 출입구 방면 통로",사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 2번출구 13호기,1F-B1,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 2번출구 14호기,B1-1F,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 3번출구 10호기,B1-1F,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 3번출구 9호기,1F-B1,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 4번출구 11호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 4번출구 12호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 5~8번출구 7호기,1F-B1,5~8번 출입구 방면 통로,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 5~8번출구 8호기,B1-1F,5~8번 출입구 방면 통로,사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 외부 1호기,1F-B1,"대합실(1,2,5,6,7,8번 출입구 방면)",사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 외부 2호기,B1-1F,"대합실(1,2,5,6,7,8번 출입구 방면)",사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 외부 3호기,1F-B1,"대합실(1,2,5,6,7,8번 출입구 방면)",사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)에스컬레이터-역삼 외부 4호기,B1-1F,"대합실(1,2,5,6,7,8번 출입구 방면)",사용가능,ES,2026-08-07T05:48:55Z
0221,역삼,승강기)엘리베이터-역삼 3번 출구측 외부#1,B2-1F,3번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0221,역삼,승강기)엘리베이터-역삼 4번 출구측 외부#2,B2-1F,4번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0221,역삼,승강기)엘리베이터-역삼 내선 4-1 내부#2,B3-B2,강남 방면4-1,사용가능,EV,2026-08-07T05:48:55Z
0221,역삼,승강기)엘리베이터-역삼 외선 7-3 내부#1,B3-B2,선릉 방면7-3,사용가능,EV,2026-08-07T05:48:55Z
0222,강남(2),승강기)엘리베이터-강남 10번 출구측 외부#2,B1-1F,10번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0222,강남(2),승강기)엘리베이터-강남 1번 출구측 외부#1,B1-1F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0222,강남(2),승강기)엘리베이터-강남 내선 3-4 내부#2,B2-B1,교대 방면3-4,사용가능,EV,2026-08-07T05:48:55Z
0222,강남(2),승강기)엘리베이터-강남 외선 8-1 내부#1,B2-B1,역삼 방면8-1,사용가능,EV,2026-08-07T05:48:55Z
0223,교대(2),승강기)에스컬레이터-교대(2) 11번 출입구 3호기,B1-1F,11번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0223,교대(2),승강기)에스컬레이터-교대(2) 11번 출입구 4호기,1F-B1,11번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0223,교대(2),승강기)에스컬레이터-교대(2) 6번출구 1호기,1F-B1,6번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0223,교대(2),승강기)에스컬레이터-교대(2) 6번출구 2호기,B1-1F,6번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0223,교대(2),승강기)엘리베이터-교대(2) 5번 출구측 외부#1,B1-1F,5번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0223,교대(2),승강기)엘리베이터-교대(2) 내선 3-1 내부#2,B2-B1,서초 방면3-1,사용가능,EV,2026-08-07T05:48:55Z
0223,교대(2),승강기)엘리베이터-교대(2) 외선 8-4 내부#1,B2-B1,강남 방면8-4,사용가능,EV,2026-08-07T05:48:55Z
0224,서초,"승강기)에스컬레이터-서초 3,4번출구 상행8",B1-1F,"3,4번 출입구",사용가능,ES,2026-08-07T05:48:55Z
0224,서초,"승강기)에스컬레이터-서초 3,4번출구 하행7",1F-B1,"3,4번 출입구",사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)에스컬레이터-서초 3번출구 상행 4,B1-1F,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)에스컬레이터-서초 3번출구 하행 3,1F-B1,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)에스컬레이터-서초 4번출구 상행 6,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)에스컬레이터-서초 4번출구 하행 5,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)에스컬레이터-서초 6번출구 상행 2,B1-1F,6번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)에스컬레이터-서초 6번출구 하행 1,1F-B1,6번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0224,서초,승강기)엘리베이터-서초  4번출구 외부#2,B1-1F,"3,4번 출입구",사용가능,EV,2026-08-07T05:48:55Z
0224,서초,승강기)엘리베이터-서초 1번 출구측 외부#1,B1-1F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0224,서초,승강기)엘리베이터-서초 내선 9-1 내부#2,B2-B1,방배 방면9-1,사용가능,EV,2026-08-07T05:48:55Z
0224,서초,승강기)엘리베이터-서초 외선 2-4 내부#1,B2-B1,교대 방면2-4,사용가능,EV,2026-08-07T05:48:55Z
0225,방배,승강기)에스컬레이터-방배 4번출구 1호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0225,방배,승강기)에스컬레이터-방배 4번출구 2호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0225,방배,승강기)엘리베이터-방배 3번 출구측 외부#1,B1-1F,3번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0225,방배,승강기)엘리베이터-방배 내선 3-1 내부#2,B2-B1,사당 방면3-1,사용가능,EV,2026-08-07T05:48:55Z
0225,방배,승강기)엘리베이터-방배 외선 8-3 내부#1,B2-B1,서초 방면8-3,사용가능,EV,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 14번출구 10호기,B1-1F,14번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 14번출구 9호기,1F-B1,14번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 5번출구 11호기,1F-B1,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 5번출구 12호기,B1-1F,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 내선(3-3) 5호기,B1-B2,낙성대 방면3-3,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 내선(3-3) 6호기,B2-B1,낙성대 방면3-3,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 내선(8-1) 7호기,B1-B2,낙성대 방면8-1,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 내선(8-1) 8호기,B2-B1,낙성대 방면8-1,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 외선(3-3) 1호기,B1-B2,방배 방면3-3,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 외선(3-3) 2호기,B2-B1,방배 방면3-3,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 외선(8-1) 3호기,B1-B2,방배 방면8-1,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레이터-사당(2) 외선(8-1) 4호기,B2-B1,방배 방면8-1,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레터-사당(2) E/S 1200형 13호기,1F-B1,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)에스컬레터-사당(2) E/S 1200형 14호기,B1-1F,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0226,사당(2),승강기)엘리베이터-사당(2) 14번 출구측 외부#1,B1-1F,14번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0226,사당(2),승강기)엘리베이터-사당(2) 6번 출구측 외부#2,B1-1F,6번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0226,사당(2),승강기)엘리베이터-사당(2) 섬식(외)4-4 내부#1,B2-B1,방배 방면4-4,사용가능,EV,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 1번출구 상행4,B1-1F,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 1번출구 하행3,1F-B1,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 4번출구 상행2,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 4번출구 하행1,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 5번출구5,1F-B1,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 5번출구6,B1-1F,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 8번출구 에스컬레이터 7호기,B1-1F,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)에스컬레이터-낙성대 8번출구 에스컬레이터 8호기,1F-B1,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0227,낙성대,승강기)엘리베이터-낙성대 6번 출구측 외부#1,B1-1F,6번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0227,낙성대,승강기)엘리베이터-낙성대 내선 3-3 내부#2,B2-B1,서울대입구 방면3-3,사용가능,EV,2026-08-07T05:48:55Z
0227,낙성대,승강기)엘리베이터-낙성대 외선 8-2 내부#1,B2-B1,사당 방면8-2,사용가능,EV,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 3번출구 5호기,1F-B1,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 3번출구 6호기,B1-1F,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 4번출구 7호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 4번출구 8호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 내선(6-1) 2호기,B1-B2,"봉천 방면6-2, 낙성대 방면5-3",사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 내선(9-1) 1호기,B2-B1,"봉천 방면8-4, 낙성대 방면2-4",사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 외선(5-3) 3호기,B2-B1,"봉천 방면6-2, 낙성대 방면5-3",사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)에스컬레이터-서울대입구 외선(9-1) 4호기,B1-B2,"봉천 방면2-4, 낙성대 방면8-4",사용가능,ES,2026-08-07T05:48:55Z
0228,서울대입구,승강기)엘리베이터-서울대입구 2번 출구측 외부#2,B1-1F,2번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0228,서울대입구,승강기)엘리베이터-서울대입구 6번 출구측 외부#1,B1-1F,6번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0228,서울대입구,승강기)엘리베이터-서울대입구 섬식(외)6-3 내부#1,B2-B1,"봉천 방면5-2, 낙성대 방면6-3",사용가능,EV,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 3번출구 3호기,1F-B1,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 3번출구 4호기,B1-1F,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 4번출구 7호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 4번출구 8호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 6번출구 5호기,1F-B1,6번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 6번출구 6호기,B1-1F,6번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 외선(5-3) 1호기,1F-B1,"서울대입구 방면6-2,신림 방면5-3",사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)에스컬레이터-봉천 외선(6-2) 2호기,B1-1F,"서울대입구 방면5-3,신림 방면6-2",사용가능,ES,2026-08-07T05:48:55Z
0229,봉천,승강기)엘리베이터-봉천 4번 출구측 외부#1,B1-1F,4번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0229,봉천,승강기)엘리베이터-봉천 섬식(외)6-3 내부#1,B2-B1,"서울대입구 방면6-3, 신림 방면5-1",사용가능,EV,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 2번출구 2호기,B1-1F,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 2번출구 3호기,1F-B1,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 4번출구 4호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 4번출구 5호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 5번 출구측 6호기,B1-1F,5번 출입구,보수중,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 5번 출구측 7호기,1F-B1,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 8번출구 8호기,1F-B1,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)에스컬레이터-신림 8번출구 9호기,B1-1F,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0230,신림,승강기)엘리베이터-신림 1번 출구측 외부#1,B1-1F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0230,신림,승강기)엘리베이터-신림 5번 출구측 외부#2,B1-1F,5번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0230,신림,승강기)엘리베이터-신림 섬식(외) 4-4 내부#1,B2-B1,"신대방 방면7-1, 봉천 방면4-4",사용가능,EV,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 내선(3-4) 1호기,3F-2F,신림 방면4-3,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 내선(3-4) 2호기,2F-3F,신림 방면4-3,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 내선(8-3) 3호기,3F-2F,신림 방면8-3,보수중,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 내선(8-3) 4호기,2F-3F,신림 방면8-3,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 외선(3-1) 5호기,3F-2F,구로디지털 방면3-1,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 외선(3-1) 6호기,2F-3F,구로디지털 방면3-1,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 외선(7-1) 7호기,3F-2F,구로디지털 방면7-1,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)에스컬레이터-신대방 외선(7-1) 8호기,2F-3F,구로디지털 방면7-1,사용가능,ES,2026-08-07T05:48:55Z
0231,신대방,승강기)엘리베이터-신대방 1번 출구측 외부#1,1F-2F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0231,신대방,승강기)엘리베이터-신대방 내선 8-1 내부#2,2F-3F,구로디지털단지 방면8-1,사용가능,EV,2026-08-07T05:48:55Z
0231,신대방,승강기)엘리베이터-신대방 외선 3-4 내부#1,2F-3F,신림방면 3-4,사용가능,EV,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)에스컬레이터-구로디지털단지 2번출구 상행1,1F-2F,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)에스컬레이터-구로디지털단지 3번출구 하행2,2F-1F,3번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)에스컬레이터-구로디지털단지 5번출구 상행4,1F-2F,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)에스컬레이터-구로디지털단지 5번출구 하행3,2F-1F,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0232,구로디지털단지,"승강기)엘리베이터-구로디지털단지 #2,3출입구 외부엘리베이터 2호기",1F-2F,"2,3번 출입구 사이",사용가능,EV,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)엘리베이터-구로디지털단지 6번 출구측 외부#1,2F-3F,6번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)엘리베이터-구로디지털단지 내선 7-4 내부#2,2F-3F,대림 방면7-4,사용가능,EV,2026-08-07T05:48:55Z
0232,구로디지털단지,승강기)엘리베이터-구로디지털단지 외선 3-4 내부#1,1F-2F,신대방 방면3-4,사용가능,EV,2026-08-07T05:48:55Z
0233,대림(2),승강기)에스컬레이터-대림 1번출구 상행2,1F-2F,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0233,대림(2),승강기)에스컬레이터-대림 1번출구 하행1,2F-1F,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0233,대림(2),승강기)에스컬레이터-대림 5번출구 상행6,1F-2F,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0233,대림(2),승강기)에스컬레이터-대림 5번출구 하행5,2F-1F,5번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0233,대림(2),승강기)에스컬레이터-대림 8번출구 상행4,1F-2F,8번 출입구,보수중,ES,2026-08-07T05:48:55Z
0233,대림(2),승강기)에스컬레이터-대림 8번출구 하행3,2F-1F,8번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0233,대림(2),승강기)엘리베이터-대림 4번 출구측(육교) 외부#2,2F-3F,4번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0233,대림(2),승강기)엘리베이터-대림 7번 출구측(육교) 외부#1,2F-3F,7번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0233,대림(2),승강기)엘리베이터-대림 내선 8-3 내부#2,1F-2F,신도림 방면 8-3,사용가능,EV,2026-08-07T05:48:55Z
0233,대림(2),승강기)엘리베이터-대림 외선 3-2 내부#1,1F-2F,구로디지털단지역 방면 3-2,사용가능,EV,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 1호기,B3-B2,대림 방면7-3,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 2호기,B3-B2,대림 방면7-3,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 3호기,B3-B2,문래 방면4-1,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 4호기,B3-B2,대림 방면4-2,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 5호기,B2-B3,대림 방면4-2,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 6호기,B3-B2,대림 방면5-1,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 7호기,B2-B3,대림 방면5-1,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 8호기,B3-B2,대림 방면7-3,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)에스컬레이터-신도림 내부 9호기,B2-B3,대림 방면7-3,사용가능,ES,2026-08-07T05:48:55Z
0234,신도림(2),승강기)엘리베이터-신도림 1번 출구측 외부#1,B1-2F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0234,신도림(2),승강기)엘리베이터-신도림 2번 출구측 외부#2,B1-1F,3번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0234,신도림(2),승강기)엘리베이터-신도림 섬식 3-2 내부#1,B2-B1,"대림 방면4-4, 문래 방면7-4",사용가능,EV,2026-08-07T05:48:55Z
0234,신도림(2),승강기)엘리베이터-신도림 섬식 4-4 내부#2,B2-B1,대림 방면3-2,사용가능,EV,2026-08-07T05:48:55Z
0235,문래,승강기)에스컬레이터-문래 1번출구 상행2,B1-1F,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0235,문래,승강기)에스컬레이터-문래 1번출구 하행1,1F-B1,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0235,문래,승강기)에스컬레이터-문래 2번출구 상행4,B1-1F,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0235,문래,승강기)에스컬레이터-문래 2번출구 하행3,1F-B1,2번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0235,문래,승강기)엘리베이터-문래 1번 출구측 외부#2,B1-1F,1번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0235,문래,승강기)엘리베이터-문래 5번 출구측 외부#1,B1-1F,5번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0235,문래,승강기)엘리베이터-문래 내선 4-1 내부#2,B2-B1,영등포구청 방면4-1,사용가능,EV,2026-08-07T05:48:55Z
0235,문래,승강기)엘리베이터-문래 외선 7-4 내부#1,B2-B1,신도림 방면7-4,사용가능,EV,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)에스컬레이터-영등포구청 1번출구 상행2,B1-1F,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)에스컬레이터-영등포구청 1번출구 하행1,1F-B1,1번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)에스컬레이터-영등포구청(2) 4번출입구 3호기,1F-B1,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)에스컬레이터-영등포구청(2) 4번출입구 4호기,B1-1F,4번 출입구,사용가능,ES,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)엘리베이터-영등포구청 2번 출구측 외부#1,B1-1F,2번 출입구,사용가능,EV,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)엘리베이터-영등포구청 내선 3-1 내부#2,B2-B1,당산 방면3-1,사용가능,EV,2026-08-07T05:48:55Z
0236,영등포구청(2),승강기)엘리베이터-영등포구청 외선 8-4 내부#1,B2-B1,문래 방면8-4,사용가능,EV,2026-08-07T05:48:55Z
