LINE,SBWY_STNS_OTSD_CD,SBWY_STNS_CD,SBWY_STNS_NM,UPLN_DNLN,PLF_PSTN,TRN_PLF_INTVL,HGT_DIFF,PLF_LNR,collected_at
6호선,628,2629,삼각지,상선,본선 봉화산 방면 3-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 3-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 3-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 3-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 4-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 4-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 4-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 4-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 5-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 5-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 5-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 5-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 6-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 6-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 6-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 6-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 7-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 7-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 7-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 7-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 8-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 8-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 8-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,상선,본선 봉화산 방면 8-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 1-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 1-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 1-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 1-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 2-1,좁음,보통,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 2-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 2-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 2-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 3-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 3-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 3-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 3-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 4-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 4-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 4-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 4-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 5-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 5-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 5-3,보통,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 5-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 6-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 6-2,좁음,보통,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 6-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 6-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 7-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 7-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 7-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 7-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 8-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 8-2,좁음,보통,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 8-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,628,2629,삼각지,하선,본선 응암 방면 8-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 1-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 1-2,좁음,보통,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 1-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 1-4,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 2-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 2-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 2-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 2-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 3-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 3-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 3-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 3-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 4-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 4-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 4-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 4-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 5-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 5-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 5-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 5-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 6-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 6-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 6-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 6-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 7-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 7-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 7-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 7-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 8-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 8-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 8-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,상선,본선 봉화산 방면 8-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 1-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 1-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 1-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 1-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 2-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 2-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 2-3,좁음,보통,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 2-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 3-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 3-2,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 3-3,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 3-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 4-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 4-2,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 4-3,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 4-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 5-1,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 5-2,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 5-3,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 5-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 6-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 6-2,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 6-3,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 6-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 7-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 7-2,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 7-3,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 7-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 8-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 8-2,보통,보통,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 8-3,보통,낮음,곡선,2026-08-07 15:39
6호선,629,2630,녹사평,하선,본선 응암 방면 8-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 1-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 1-2,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 1-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 1-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 2-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 2-2,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 2-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 2-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 3-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 3-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 3-3,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 3-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 4-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 4-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 4-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 4-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 5-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 5-2,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 5-3,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 5-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 6-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 6-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 6-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 6-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 7-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 7-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 7-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 7-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 8-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 8-2,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 8-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,상선,본선 봉화산 방면 8-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 1-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 1-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 1-3,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 1-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 2-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 2-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 2-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 2-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 3-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 3-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 3-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 3-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 4-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 4-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 4-3,좁음,보통,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 4-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 5-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 5-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 5-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 5-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 6-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 6-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 6-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 6-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 7-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 7-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 7-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 7-4,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 8-1,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 8-2,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 8-3,좁음,낮음,직선,2026-08-07 15:39
6호선,630,2631,이태원,하선,본선 응암 방면 8-4,좁음,낮음,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 1-1,좁음,낮음,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 1-2,좁음,보통,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 1-3,좁음,보통,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 1-4,좁음,낮음,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 2-1,좁음,낮음,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 2-2,좁음,보통,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 2-3,좁음,낮음,직선,2026-08-07 15:39
6호선,631,2632,한강진,상선,본선 봉화산 방면 2-4,좁음,낮음,직선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 4-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 5-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 5-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 5-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 5-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 6-1,좁음,보통,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 6-2,좁음,보통,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 6-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 6-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 7-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 7-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 7-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 7-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 8-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 8-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 8-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,610,2611,응암,하선,본선 봉화산 방면 8-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 1-1,보통,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 1-2,좁음,보통,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 1-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 1-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 2-1,보통,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 2-2,좁음,보통,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 2-3,좁음,보통,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 2-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 3-1,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 3-2,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 3-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 3-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 4-1,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 4-2,좁음,보통,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 4-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 4-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 5-1,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 5-2,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 5-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 5-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 6-1,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 6-2,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 6-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 6-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 7-1,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 7-2,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 7-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 7-4,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 8-1,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 8-2,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 8-3,좁음,낮음,직선,2026-08-07 15:39
6호선,611,2612,역촌,하선,본선 봉화산 방면 8-4,좁음,낮음,직선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 1-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 1-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 1-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 1-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 2-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 2-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 2-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 2-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 3-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 3-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 3-3,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 3-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 4-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 4-2,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 4-3,보통,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 4-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 5-1,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 5-2,보통,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 5-3,보통,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 5-4,좁음,낮음,곡선,2026-08-07 15:39
6호선,612,2613,불광,하선,본선 봉화산 방면 6-1,보통,낮음,곡선,2026-08-07 15:39
