are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,mv_path_dv_cd,mv_path_dv_nm,mg_no,start_point,end_point,path_label
01,수도권,KR,1,1호선,0544,천안,1,출입구-승강장,2,2번 출입구 엘리베이터,봉명 방면,2번 출입구 엘리베이터 → 봉명 방면
01,수도권,KR,1,1호선,0544,천안,1,출입구-승강장,3,1번 출입구 엘리베이터,두정 방면,1번 출입구 엘리베이터 → 두정 방면
01,수도권,KR,1,1호선,0544,천안,1,출입구-승강장,4,2번 출입구 엘리베이터,두정 방면,2번 출입구 엘리베이터 → 두정 방면
01,수도권,KR,1,1호선,0240,봉명,1,출입구-승강장,1,1번 출입구 엘리베이터,천안 방면,1번 출입구 엘리베이터 → 천안 방면
01,수도권,KR,1,1호선,0240,봉명,1,출입구-승강장,2,2번 출입구 엘리베이터,천안 방면,2번 출입구 엘리베이터 → 천안 방면
01,수도권,KR,1,1호선,0240,봉명,1,출입구-승강장,3,1번 출입구 엘리베이터,쌍용 방면,1번 출입구 엘리베이터 → 쌍용 방면
01,수도권,KR,1,1호선,0240,봉명,1,출입구-승강장,4,2번 출입구 엘리베이터,쌍용 방면,2번 출입구 엘리베이터 → 쌍용 방면
01,수도권,KR,1,1호선,0381,쌍용,1,출입구-승강장,1,1번 출입구,봉명 방면,1번 출입구 → 봉명 방면
01,수도권,KR,1,1호선,0381,쌍용,1,출입구-승강장,2,2번 출입구,봉명 방면,2번 출입구 → 봉명 방면
01,수도권,KR,1,1호선,0381,쌍용,1,출입구-승강장,3,1번 출입구,아산 방면,1번 출입구 → 아산 방면
01,수도권,KR,1,1호선,0381,쌍용,1,출입구-승강장,4,2번 출입구,아산 방면,2번 출입구 → 아산 방면
01,수도권,KR,1,1호선,0382,아산,1,출입구-승강장,1,1번 출입구,탕정 방면,1번 출입구 → 탕정 방면
01,수도권,KR,1,1호선,0382,아산,1,출입구-승강장,2,2번 출입구,탕정 방면 ,2번 출입구 → 탕정 방면 
01,수도권,KR,1,1호선,0382,아산,1,출입구-승강장,3,1번 출입구,쌍용 방면,1번 출입구 → 쌍용 방면
01,수도권,KR,1,1호선,0382,아산,1,출입구-승강장,4,2번 출입구,쌍용 방면,2번 출입구 → 쌍용 방면
01,수도권,KR,1,1호선,1356,탕정,1,출입구-승강장,1,1번 출입구,아산 방면 승강장,1번 출입구 → 아산 방면 승강장
01,수도권,KR,1,1호선,1356,탕정,1,출입구-승강장,2,1번 출입구,배방 방면 승강장,1번 출입구 → 배방 방면 승강장
01,수도권,KR,1,1호선,1356,탕정,1,출입구-승강장,3,2번 출입구,아산 방면 승강장,2번 출입구 → 아산 방면 승강장
01,수도권,KR,1,1호선,1356,탕정,1,출입구-승강장,4,2번 출입구,배방 방면 승강장,2번 출입구 → 배방 방면 승강장
01,수도권,KR,1,1호선,0222,배방,1,출입구-승강장,1,1번 출입구,탕정 방면,1번 출입구 → 탕정 방면
01,수도권,KR,1,1호선,0222,배방,1,출입구-승강장,2,2번 출입구,탕정 방면,2번 출입구 → 탕정 방면
01,수도권,KR,1,1호선,0222,배방,1,출입구-승강장,3,1번 출입구,온양온천 방면,1번 출입구 → 온양온천 방면
01,수도권,KR,1,1호선,0222,배방,1,출입구-승강장,4,2번 출입구,온양온천 방면,2번 출입구 → 온양온천 방면
01,수도권,KR,1,1호선,0437,온양온천,1,출입구-승강장,1,1번 출입구 엘리베이터,배방 방면,1번 출입구 엘리베이터 → 배방 방면
01,수도권,KR,1,1호선,0437,온양온천,1,출입구-승강장,2,1번 출입구 엘리베이터,신창 방면,1번 출입구 엘리베이터 → 신창 방면
01,수도권,KR,1,1호선,0375,신창,1,출입구-승강장,1,1번 출입구,온양온천 방면,1번 출입구 → 온양온천 방면
01,수도권,KR,1,1호선,0375,신창,1,출입구-승강장,2,2번 출입구,온양온천 방면,2번 출입구 → 온양온천 방면
01,수도권,S1,2,2호선,0347,시청,1,출입구-승강장,1,9번 출입구 근처 엘리베이터,을지로입구 방면,9번 출입구 근처 엘리베이터 → 을지로입구 방면
01,수도권,S1,2,2호선,0347,시청,1,출입구-승강장,2,9번 출입구 근처 엘리베이터,충정로 방면,9번 출입구 근처 엘리베이터 → 충정로 방면
01,수도권,S1,2,2호선,0347,시청,3,환승,1,2호선 을지로입구 방면,1호선 서울역 방면,2호선 을지로입구 방면 → 1호선 서울역 방면
01,수도권,S1,2,2호선,0347,시청,3,환승,2,2호선 을지로입구 방면,1호선 종각 방면,2호선 을지로입구 방면 → 1호선 종각 방면
01,수도권,S1,2,2호선,0347,시청,3,환승,3,2호선 충정로 방면,1호선 서울역 방면,2호선 충정로 방면 → 1호선 서울역 방면
01,수도권,S1,2,2호선,0347,시청,3,환승,4,2호선 충정로 방면,1호선 종각 방면,2호선 충정로 방면 → 1호선 종각 방면
01,수도권,S1,2,2호선,0564,충정로,1,출입구-승강장,1,5번 출입구 옆 엘리베이터,아현 방면,5번 출입구 옆 엘리베이터 → 아현 방면
01,수도권,S1,2,2호선,0564,충정로,1,출입구-승강장,2,5번 출입구 옆 엘리베이터,시청 방면,5번 출입구 옆 엘리베이터 → 시청 방면
01,수도권,S1,2,2호선,0564,충정로,3,환승,1,2호선 아현 방면,5호선 애오개 방면,2호선 아현 방면 → 5호선 애오개 방면
01,수도권,S1,2,2호선,0564,충정로,3,환승,2,2호선 아현 방면,5호선 서대문 방면,2호선 아현 방면 → 5호선 서대문 방면
01,수도권,S1,2,2호선,0564,충정로,3,환승,3,2호선 시청 방면,5호선 애오개 방면,2호선 시청 방면 → 5호선 애오개 방면
01,수도권,S1,2,2호선,0564,충정로,3,환승,4,2호선 시청 방면,5호선 서대문 방면,2호선 시청 방면 → 5호선 서대문 방면
01,수도권,S1,2,2호선,0386,아현,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,이대 방면,1번 출입구 옆 엘리베이터 → 이대 방면
01,수도권,S1,2,2호선,0386,아현,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,충정로 방면,1번 출입구 옆 엘리베이터 → 충정로 방면
01,수도권,S1,2,2호선,0386,아현,1,출입구-승강장,3,3번 출입구 옆 엘리베이터,이대 방면,3번 출입구 옆 엘리베이터 → 이대 방면
01,수도권,S1,2,2호선,0386,아현,1,출입구-승강장,4,3번 출입구 옆 엘리베이터,충정로 방면,3번 출입구 옆 엘리베이터 → 충정로 방면
01,수도권,S1,2,2호선,0473,이대,1,출입구-승강장,1,2번 출입구 옆 엘리베이터,신촌 방면,2번 출입구 옆 엘리베이터 → 신촌 방면
01,수도권,S1,2,2호선,0473,이대,1,출입구-승강장,2,2번 출입구 옆 엘리베이터,아현 방면,2번 출입구 옆 엘리베이터 → 아현 방면
01,수도권,S1,2,2호선,0473,이대,1,출입구-승강장,3,6번 출입구 옆 엘리베이터,신촌 방면,6번 출입구 옆 엘리베이터 → 신촌 방면
01,수도권,S1,2,2호선,0473,이대,1,출입구-승강장,4,6번 출입구 옆 엘리베이터,아현 방면,6번 출입구 옆 엘리베이터 → 아현 방면
01,수도권,S1,2,2호선,0366,신촌,1,출입구-승강장,1,4번 출입구 옆 엘리베이터,홍대입구 방면,4번 출입구 옆 엘리베이터 → 홍대입구 방면
01,수도권,S1,2,2호선,0366,신촌,1,출입구-승강장,2,4번 출입구 옆 엘리베이터,이대 방면,4번 출입구 옆 엘리베이터 → 이대 방면
01,수도권,S1,2,2호선,0366,신촌,1,출입구-승강장,3,6번 출입구 옆 엘리베이터,홍대입구 방면,6번 출입구 옆 엘리베이터 → 홍대입구 방면
01,수도권,S1,2,2호선,0366,신촌,1,출입구-승강장,4,6번 출입구 옆 엘리베이터,이대 방면,6번 출입구 옆 엘리베이터 → 이대 방면
01,수도권,S1,2,2호선,0596,홍대입구,1,출입구-승강장,1,8번 출입구 옆 엘리베이터,합정 방면,8번 출입구 옆 엘리베이터 → 합정 방면
01,수도권,S1,2,2호선,0596,홍대입구,1,출입구-승강장,2,8번 출입구 옆 엘리베이터,신촌 방면,8번 출입구 옆 엘리베이터 → 신촌 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,1,2호선 합정 방면,경의중앙선 가좌 방면,2호선 합정 방면 → 경의중앙선 가좌 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,2,2호선 합정 방면,경의중앙선 서강대 방면,2호선 합정 방면 → 경의중앙선 서강대 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,3,2호선 신촌 방면,경의중앙선 가좌 방면,2호선 신촌 방면 → 경의중앙선 가좌 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,4,2호선 신촌 방면,경의중앙선 서강대 방면,2호선 신촌 방면 → 경의중앙선 서강대 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,5,2호선 합정 방면,공항철도 공덕 방면,2호선 합정 방면 → 공항철도 공덕 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,6,2호선 합정 방면,공항철도 디지털미디어시티 방면,2호선 합정 방면 → 공항철도 디지털미디어시티 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,7,2호선 신촌 방면,공항철도 공덕 방면,2호선 신촌 방면 → 공항철도 공덕 방면
01,수도권,S1,2,2호선,0596,홍대입구,3,환승,8,2호선 신촌 방면,공항철도 디지털미디어시티 방면,2호선 신촌 방면 → 공항철도 디지털미디어시티 방면
01,수도권,S1,2,2호선,0591,합정,1,출입구-승강장,1,1번/2번 출입구 사이 엘리베이터,당산 방면,1번/2번 출입구 사이 엘리베이터 → 당산 방면
01,수도권,S1,2,2호선,0591,합정,1,출입구-승강장,2,1번/2번 출입구 사이 엘리베이터,홍대입구 방면,1번/2번 출입구 사이 엘리베이터 → 홍대입구 방면
01,수도권,S1,2,2호선,0591,합정,1,출입구-승강장,3,3번/4번 출입구 사이 엘리베이터,당산 방면,3번/4번 출입구 사이 엘리베이터 → 당산 방면
01,수도권,S1,2,2호선,0591,합정,1,출입구-승강장,4,3번/4번 출입구 사이 엘리베이터,홍대입구 방면,3번/4번 출입구 사이 엘리베이터 → 홍대입구 방면
01,수도권,S1,2,2호선,0591,합정,1,출입구-승강장,5,6번 출입구 옆 엘리베이터,당산 방면,6번 출입구 옆 엘리베이터 → 당산 방면
01,수도권,S1,2,2호선,0591,합정,1,출입구-승강장,6,6번 출입구 옆 엘리베이터,홍대입구 방면,6번 출입구 옆 엘리베이터 → 홍대입구 방면
01,수도권,S1,2,2호선,0591,합정,3,환승,1,2호선 당산 방면,6호선 망원 방면,2호선 당산 방면 → 6호선 망원 방면
01,수도권,S1,2,2호선,0591,합정,3,환승,2,2호선 당산 방면,6호선 상수 방면,2호선 당산 방면 → 6호선 상수 방면
01,수도권,S1,2,2호선,0591,합정,3,환승,3,2호선 홍대입구 방면,6호선 망원 방면,2호선 홍대입구 방면 → 6호선 망원 방면
01,수도권,S1,2,2호선,0591,합정,3,환승,4,2호선 홍대입구 방면,6호선 상수 방면,2호선 홍대입구 방면 → 6호선 상수 방면
01,수도권,S1,2,2호선,0126,당산,1,출입구-승강장,1,4번 출입구 옆 엘리베이터,영등포구청 방면,4번 출입구 옆 엘리베이터 → 영등포구청 방면
01,수도권,S1,2,2호선,0126,당산,1,출입구-승강장,2,4번 출입구 옆 엘리베이터,합정 방면,4번 출입구 옆 엘리베이터 → 합정 방면
01,수도권,S1,2,2호선,0126,당산,1,출입구-승강장,3,3번 출입구 옆 엘리베이터,영등포구청 방면,3번 출입구 옆 엘리베이터 → 영등포구청 방면
01,수도권,S1,2,2호선,0126,당산,1,출입구-승강장,4,3번 출입구 옆 엘리베이터,합정 방면,3번 출입구 옆 엘리베이터 → 합정 방면
01,수도권,S1,2,2호선,0126,당산,3,환승,1,2호선 영등포구청 방면,9호선 국회의사당 방면,2호선 영등포구청 방면 → 9호선 국회의사당 방면
01,수도권,S1,2,2호선,0126,당산,3,환승,2,2호선 영등포구청 방면,9호선 선유도 방면,2호선 영등포구청 방면 → 9호선 선유도 방면
01,수도권,S1,2,2호선,0126,당산,3,환승,3,2호선 합정 방면,9호선 국회의사당 방면,2호선 합정 방면 → 9호선 국회의사당 방면
01,수도권,S1,2,2호선,0126,당산,3,환승,4,2호선 합정 방면,9호선 선유도 방면,2호선 합정 방면 → 9호선 선유도 방면
01,수도권,S1,2,2호선,0421,영등포구청,1,출입구-승강장,1,2번 출입구 옆 엘리베이터,문래 방면,2번 출입구 옆 엘리베이터 → 문래 방면
01,수도권,S1,2,2호선,0421,영등포구청,1,출입구-승강장,2,2번 출입구 옆 엘리베이터,당산 방면,2번 출입구 옆 엘리베이터 → 당산 방면
01,수도권,S1,2,2호선,0421,영등포구청,1,출입구-승강장,3,5번 출입구 근처 엘리베이터,문래 방면,5번 출입구 근처 엘리베이터 → 문래 방면
01,수도권,S1,2,2호선,0421,영등포구청,1,출입구-승강장,4,5번 출입구 근처 엘리베이터,당산 방면,5번 출입구 근처 엘리베이터 → 당산 방면
01,수도권,S1,2,2호선,0421,영등포구청,3,환승,1,2호선 문래 방면,5호선 양평 방면,2호선 문래 방면 → 5호선 양평 방면
01,수도권,S1,2,2호선,0421,영등포구청,3,환승,2,2호선 문래 방면,5호선 영등포시장 방면,2호선 문래 방면 → 5호선 영등포시장 방면
01,수도권,S1,2,2호선,0421,영등포구청,3,환승,3,2호선 당산 방면,5호선 양평 방면,2호선 당산 방면 → 5호선 양평 방면
01,수도권,S1,2,2호선,0421,영등포구청,3,환승,4,2호선 당산 방면,5호선 영등포시장 방면,2호선 당산 방면 → 5호선 영등포시장 방면
01,수도권,S1,2,2호선,0206,문래,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,신도림 방면,1번 출입구 옆 엘리베이터 → 신도림 방면
01,수도권,S1,2,2호선,0206,문래,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,영등포구청 방면,1번 출입구 옆 엘리베이터 → 영등포구청 방면
01,수도권,S1,2,2호선,0206,문래,1,출입구-승강장,3,4번 출입구 옆 엘리베이터,신도림 방면,4번 출입구 옆 엘리베이터 → 신도림 방면
01,수도권,S1,2,2호선,0206,문래,1,출입구-승강장,4,4번 출입구 옆 엘리베이터,영등포구청 방면,4번 출입구 옆 엘리베이터 → 영등포구청 방면
01,수도권,S1,2,2호선,0206,문래,1,출입구-승강장,5,5번 출입구 옆 엘리베이터,신도림 방면,5번 출입구 옆 엘리베이터 → 신도림 방면
01,수도권,S1,2,2호선,0206,문래,1,출입구-승강장,6,5번 출입구 옆 엘리베이터,영등포구청 방면,5번 출입구 옆 엘리베이터 → 영등포구청 방면
01,수도권,S1,2,2호선,0359,신도림,1,출입구-승강장,1,3번 출입구 옆 엘리베이터,대림 방면,3번 출입구 옆 엘리베이터 → 대림 방면
01,수도권,S1,2,2호선,0359,신도림,1,출입구-승강장,2,3번 출입구 옆 엘리베이터,문래 방면,3번 출입구 옆 엘리베이터 → 문래 방면
01,수도권,S1,2,2호선,0359,신도림,1,출입구-승강장,3,3번 출입구 옆 엘리베이터,도림천 방면,3번 출입구 옆 엘리베이터 → 도림천 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,1,2호선 대림 방면,2호선 도림천 방면,2호선 대림 방면 → 2호선 도림천 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,2,2호선 문래 방면,2호선 도림천 방면,2호선 문래 방면 → 2호선 도림천 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,3,2호선 지선 신도림 (종착역) 승강장,2호선 대림 방면,2호선 지선 신도림 (종착역) 승강장 → 2호선 대림 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,4,2호선 지선 신도림 (종착역) 승강장,2호선 문래 방면,2호선 지선 신도림 (종착역) 승강장 → 2호선 문래 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,5,2호선 대림 방면,1호선 영등포 방면,2호선 대림 방면 → 1호선 영등포 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,6,2호선 대림 방면,1호선 구로 방면,2호선 대림 방면 → 1호선 구로 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,7,2호선 문래 방면,1호선 영등포 방면,2호선 문래 방면 → 1호선 영등포 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,8,2호선 문래 방면,1호선 구로 방면,2호선 문래 방면 → 1호선 구로 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,9,2호선 지선 신도림 (종착역) 승강장,1호선 영등포 방면,2호선 지선 신도림 (종착역) 승강장 → 1호선 영등포 방면
01,수도권,S1,2,2호선,0359,신도림,3,환승,10,2호선 지선 신도림 (종착역) 승강장,1호선 구로 방면,2호선 지선 신도림 (종착역) 승강장 → 1호선 구로 방면
01,수도권,S1,2,2호선,0130,대림,1,출입구-승강장,1,3번/4번 출입구 사이 엘리베이터,구로디지털단지 방면,3번/4번 출입구 사이 엘리베이터 → 구로디지털단지 방면
01,수도권,S1,2,2호선,0130,대림,1,출입구-승강장,2,3번/4번 출입구 사이 엘리베이터,신도림 방면,3번/4번 출입구 사이 엘리베이터 → 신도림 방면
01,수도권,S1,2,2호선,0130,대림,1,출입구-승강장,3,7번/8번 출입구 사이 엘리베이터,구로디지털단지 방면,7번/8번 출입구 사이 엘리베이터 → 구로디지털단지 방면
01,수도권,S1,2,2호선,0130,대림,1,출입구-승강장,4,7번/8번 출입구 사이 엘리베이터,신도림 방면,7번/8번 출입구 사이 엘리베이터 → 신도림 방면
01,수도권,S1,2,2호선,0130,대림,3,환승,1,2호선 구로디지털단지 방면,7호선 신풍 방면,2호선 구로디지털단지 방면 → 7호선 신풍 방면
01,수도권,S1,2,2호선,0130,대림,3,환승,2,2호선 구로디지털단지 방면,7호선 남구로 방면,2호선 구로디지털단지 방면 → 7호선 남구로 방면
01,수도권,S1,2,2호선,0130,대림,3,환승,3,2호선 신도림 방면,7호선 신풍 방면,2호선 신도림 방면 → 7호선 신풍 방면
01,수도권,S1,2,2호선,0130,대림,3,환승,4,2호선 신도림 방면,7호선 남구로 방면,2호선 신도림 방면 → 7호선 남구로 방면
01,수도권,S1,2,2호선,0070,구로디지털단지,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,신대방 방면,1번 출입구 옆 엘리베이터 → 신대방 방면
01,수도권,S1,2,2호선,0070,구로디지털단지,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,대림 방면,1번 출입구 옆 엘리베이터 → 대림 방면
01,수도권,S1,2,2호선,0070,구로디지털단지,1,출입구-승강장,3,"2,3번 출입구 옆 엘리베이터",신대방 방면,"2,3번 출입구 옆 엘리베이터 → 신대방 방면"
01,수도권,S1,2,2호선,0070,구로디지털단지,1,출입구-승강장,4,"2,3번 출입구 옆 엘리베이터",대림 방면,"2,3번 출입구 옆 엘리베이터 → 대림 방면"
01,수도권,S1,2,2호선,0357,신대방,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,신림 방면,1번 출입구 옆 엘리베이터 → 신림 방면
01,수도권,S1,2,2호선,0357,신대방,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,구로디지털단지 방면,1번 출입구 옆 엘리베이터 → 구로디지털단지 방면
01,수도권,S1,2,2호선,0361,신림,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,봉천 방면,1번 출입구 옆 엘리베이터 → 봉천 방면
01,수도권,S1,2,2호선,0361,신림,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,신대방 방면,1번 출입구 옆 엘리베이터 → 신대방 방면
01,수도권,S1,2,2호선,0361,신림,1,출입구-승강장,3,5번 출입구 옆 엘리베이터,봉천 방면,5번 출입구 옆 엘리베이터 → 봉천 방면
01,수도권,S1,2,2호선,0361,신림,1,출입구-승강장,4,5번 출입구 옆 엘리베이터,신대방 방면,5번 출입구 옆 엘리베이터 → 신대방 방면
01,수도권,S1,2,2호선,0361,신림,3,환승,1,2호선 봉천 방면,신림선 당곡 방면,2호선 봉천 방면 → 신림선 당곡 방면
01,수도권,S1,2,2호선,0361,신림,3,환승,2,2호선 봉천 방면,신림선 서원 방면,2호선 봉천 방면 → 신림선 서원 방면
01,수도권,S1,2,2호선,0361,신림,3,환승,3,2호선 신대방 방면,신림선 당곡 방면,2호선 신대방 방면 → 신림선 당곡 방면
01,수도권,S1,2,2호선,0361,신림,3,환승,4,2호선 신대방 방면,신림선 서원 방면,2호선 신대방 방면 → 신림선 서원 방면
01,수도권,S1,2,2호선,0242,봉천,1,출입구-승강장,1,4번 출입구 옆 엘리베이터,서울대입구 방면,4번 출입구 옆 엘리베이터 → 서울대입구 방면
01,수도권,S1,2,2호선,0242,봉천,1,출입구-승강장,2,4번 출입구 옆 엘리베이터,신림 방면,4번 출입구 옆 엘리베이터 → 신림 방면
01,수도권,S1,2,2호선,0294,서울대입구,1,출입구-승강장,1,6번 출입구 근처 엘리베이터,낙성대방면,6번 출입구 근처 엘리베이터 → 낙성대방면
01,수도권,S1,2,2호선,0294,서울대입구,1,출입구-승강장,2,6번 출입구 근처 엘리베이터,봉천방면,6번 출입구 근처 엘리베이터 → 봉천방면
01,수도권,S1,2,2호선,0294,서울대입구,1,출입구-승강장,3,2번 출입구 근처 엘리베이터,낙성대방면,2번 출입구 근처 엘리베이터 → 낙성대방면
01,수도권,S1,2,2호선,0294,서울대입구,1,출입구-승강장,4,2번 출입구 근처 엘리베이터,봉천방면,2번 출입구 근처 엘리베이터 → 봉천방면
01,수도권,S1,2,2호선,0102,낙성대,1,출입구-승강장,1,6번 출입구 옆 엘리베이터,사당 방면,6번 출입구 옆 엘리베이터 → 사당 방면
01,수도권,S1,2,2호선,0102,낙성대,1,출입구-승강장,2,6번 출입구 옆 엘리베이터,서울대입구 방면,6번 출입구 옆 엘리베이터 → 서울대입구 방면
01,수도권,S1,2,2호선,0257,사당,1,출입구-승강장,1,6번 출입구 옆 엘리베이터,방배 방면,6번 출입구 옆 엘리베이터 → 방배 방면
01,수도권,S1,2,2호선,0257,사당,1,출입구-승강장,2,6번 출입구 옆 엘리베이터,낙성대 방면,6번 출입구 옆 엘리베이터 → 낙성대 방면
01,수도권,S1,2,2호선,0257,사당,1,출입구-승강장,3,14번 출입구 옆 엘리베이터,방배 방면,14번 출입구 옆 엘리베이터 → 방배 방면
01,수도권,S1,2,2호선,0257,사당,1,출입구-승강장,4,14번 출입구 옆 엘리베이터,낙성대 방면,14번 출입구 옆 엘리베이터 → 낙성대 방면
01,수도권,S1,2,2호선,0257,사당,3,환승,1,2호선 방배 방면,4호선 총신대입구 방면,2호선 방배 방면 → 4호선 총신대입구 방면
01,수도권,S1,2,2호선,0257,사당,3,환승,2,2호선 방배 방면,4호선 남태령 방면,2호선 방배 방면 → 4호선 남태령 방면
01,수도권,S1,2,2호선,0257,사당,3,환승,3,2호선 낙성대 방면,4호선 총신대입구 방면,2호선 낙성대 방면 → 4호선 총신대입구 방면
01,수도권,S1,2,2호선,0257,사당,3,환승,4,2호선 낙성대 방면,4호선 남태령 방면,2호선 낙성대 방면 → 4호선 남태령 방면
01,수도권,S1,2,2호선,0218,방배,1,출입구-승강장,1,3번 출입구 옆 엘리베이터,서초 방면,3번 출입구 옆 엘리베이터 → 서초 방면
01,수도권,S1,2,2호선,0218,방배,1,출입구-승강장,2,3번 출입구 옆 엘리베이터,사당 방면,3번 출입구 옆 엘리베이터 → 사당 방면
01,수도권,S1,2,2호선,0298,서초,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,교대 방면,1번 출입구 옆 엘리베이터 → 교대 방면
01,수도권,S1,2,2호선,0298,서초,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,방배 방면,1번 출입구 옆 엘리베이터 → 방배 방면
01,수도권,S1,2,2호선,0298,서초,1,출입구-승강장,3,4번 출입구 옆 엘리베이터,교대 방면,4번 출입구 옆 엘리베이터 → 교대 방면
01,수도권,S1,2,2호선,0298,서초,1,출입구-승강장,4,4번 출입구 옆 엘리베이터,방배 방면,4번 출입구 옆 엘리베이터 → 방배 방면
01,수도권,S1,2,2호선,0068,교대,1,출입구-승강장,1,12번 출입구 옆 엘리베이터,강남 방면,12번 출입구 옆 엘리베이터 → 강남 방면
01,수도권,S1,2,2호선,0068,교대,1,출입구-승강장,2,12번 출입구 옆 엘리베이터,서초 방면,12번 출입구 옆 엘리베이터 → 서초 방면
01,수도권,S1,2,2호선,0068,교대,1,출입구-승강장,3,13번 출입구 옆 엘리베이터,강남 방면,13번 출입구 옆 엘리베이터 → 강남 방면
01,수도권,S1,2,2호선,0068,교대,1,출입구-승강장,4,13번 출입구 옆 엘리베이터,서초 방면,13번 출입구 옆 엘리베이터 → 서초 방면
01,수도권,S1,2,2호선,0068,교대,3,환승,1,2호선 강남 방면,3호선 고속터미널 방면,2호선 강남 방면 → 3호선 고속터미널 방면
01,수도권,S1,2,2호선,0068,교대,3,환승,2,2호선 강남 방면,3호선 남부터미널 방면,2호선 강남 방면 → 3호선 남부터미널 방면
01,수도권,S1,2,2호선,0068,교대,3,환승,3,2호선 서초 방면,3호선 고속터미널 방면,2호선 서초 방면 → 3호선 고속터미널 방면
01,수도권,S1,2,2호선,0068,교대,3,환승,4,2호선 서초 방면,3호선 남부터미널 방면,2호선 서초 방면 → 3호선 남부터미널 방면
01,수도권,S1,2,2호선,0017,강남,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,역삼 방면,1번 출입구 옆 엘리베이터 → 역삼 방면
01,수도권,S1,2,2호선,0017,강남,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,교대 방면,1번 출입구 옆 엘리베이터 → 교대 방면
01,수도권,S1,2,2호선,0017,강남,1,출입구-승강장,3,8번 출입구 옆 엘리베이터,역삼 방면,8번 출입구 옆 엘리베이터 → 역삼 방면
01,수도권,S1,2,2호선,0017,강남,1,출입구-승강장,4,8번 출입구 옆 엘리베이터,교대 방면,8번 출입구 옆 엘리베이터 → 교대 방면
01,수도권,S1,2,2호선,0017,강남,1,출입구-승강장,5,10번 출입구 옆 엘리베이터,역삼 방면,10번 출입구 옆 엘리베이터 → 역삼 방면
01,수도권,S1,2,2호선,0017,강남,1,출입구-승강장,6,10번 출입구 옆 엘리베이터,교대 방면,10번 출입구 옆 엘리베이터 → 교대 방면
01,수도권,S1,2,2호선,0017,강남,3,환승,1,2호선 역삼 방면,신분당선 신논현 방면,2호선 역삼 방면 → 신분당선 신논현 방면
01,수도권,S1,2,2호선,0017,강남,3,환승,2,2호선 역삼 방면,신분당선 양재 방면,2호선 역삼 방면 → 신분당선 양재 방면
01,수도권,S1,2,2호선,0017,강남,3,환승,3,2호선 교대 방면,신분당선 신논현 방면,2호선 교대 방면 → 신분당선 신논현 방면
01,수도권,S1,2,2호선,0017,강남,3,환승,4,2호선 교대 방면,신분당선 양재 방면,2호선 교대 방면 → 신분당선 양재 방면
01,수도권,S1,2,2호선,0415,역삼,1,출입구-승강장,1,3번 출입구 옆 엘리베이터,선릉 방면,3번 출입구 옆 엘리베이터 → 선릉 방면
01,수도권,S1,2,2호선,0415,역삼,1,출입구-승강장,2,3번 출입구 옆 엘리베이터,강남 방면,3번 출입구 옆 엘리베이터 → 강남 방면
01,수도권,S1,2,2호선,0415,역삼,1,출입구-승강장,3,4번 출입구 옆 엘리베이터,선릉 방면,4번 출입구 옆 엘리베이터 → 선릉 방면
01,수도권,S1,2,2호선,0415,역삼,1,출입구-승강장,4,4번 출입구 옆 엘리베이터,강남 방면,4번 출입구 옆 엘리베이터 → 강남 방면
01,수도권,S1,2,2호선,0306,선릉,1,출입구-승강장,1,1번 출입구 옆 엘리베이터,삼성 방면,1번 출입구 옆 엘리베이터 → 삼성 방면
01,수도권,S1,2,2호선,0306,선릉,1,출입구-승강장,2,1번 출입구 옆 엘리베이터,역삼 방면,1번 출입구 옆 엘리베이터 → 역삼 방면
