station_id,ln_nm,stin_nm,plf_no,car_ordr,car_etrc_no,car_label,facility_nm
S1_3_0597,3호선,홍제,1,4,4,4-4칸,계단
S1_3_0597,3호선,홍제,1,6,4,6-4칸,계단
S1_3_0597,3호선,홍제,1,8,4,8-4칸,계단
S1_3_0597,3호선,홍제,2,3,1,3-1칸,계단
S1_3_0597,3호선,홍제,2,5,1,5-1칸,계단
S1_3_0597,3호선,홍제,2,7,1,7-1칸,계단
S1_3_0597,3호선,홍제,2,8,1,8-1칸,엘리베이터
S1_3_0597,3호선,홍제,2,8,4,8-4칸,계단
S1_3_0205,3호선,무악재,1,2,4,2-4칸,계단
S1_3_0205,3호선,무악재,1,4,1,4-1칸,엘리베이터
S1_3_0205,3호선,무악재,1,4,4,4-4칸,계단
S1_3_0205,3호선,무악재,1,7,1,7-1칸,계단
S1_3_0205,3호선,무악재,1,9,1,9-1칸,계단
S1_3_0205,3호선,무악재,2,2,4,2-4칸,계단
S1_3_0205,3호선,무악재,2,4,4,4-4칸,계단
S1_3_0205,3호선,무악재,2,7,1,7-1칸,계단
S1_3_0205,3호선,무악재,2,7,4,7-4칸,엘리베이터
S1_3_0205,3호선,무악재,2,9,1,9-1칸,계단
S1_3_0150,3호선,독립문,1,2,4,2-4칸,계단
S1_3_0150,3호선,독립문,1,4,3,4-3칸,에스컬레이터
S1_3_0150,3호선,독립문,1,4,3,4-3칸,계단
S1_3_0150,3호선,독립문,1,7,4,7-4칸,에스컬레이터
S1_3_0150,3호선,독립문,1,7,4,7-4칸,계단
S1_3_0150,3호선,독립문,1,8,4,8-4칸,엘리베이터
S1_3_0150,3호선,독립문,2,2,4,2-4칸,엘리베이터
S1_3_0150,3호선,독립문,2,4,1,4-1칸,에스컬레이터
S1_3_0150,3호선,독립문,2,4,1,4-1칸,계단
S1_3_0150,3호선,독립문,2,6,4,6-4칸,에스컬레이터
S1_3_0150,3호선,독립문,2,6,4,6-4칸,계단
S1_3_0150,3호선,독립문,2,9,1,9-1칸,계단
S1_3_0040,3호선,경복궁,1,2,4,2-4칸,에스컬레이터
S1_3_0040,3호선,경복궁,1,2,4,2-4칸,계단
S1_3_0040,3호선,경복궁,1,5,1,5-1칸,계단
S1_3_0040,3호선,경복궁,1,6,2,6-2칸,엘리베이터
S1_3_0040,3호선,경복궁,1,7,1,7-1칸,계단
S1_3_0040,3호선,경복궁,1,8,3,8-3칸,에스컬레이터
S1_3_0040,3호선,경복궁,1,8,3,8-3칸,계단
S1_3_0040,3호선,경복궁,2,3,2,3-2칸,에스컬레이터
S1_3_0040,3호선,경복궁,2,3,2,3-2칸,계단
S1_3_0040,3호선,경복궁,2,4,4,4-4칸,계단
S1_3_0040,3호선,경복궁,2,5,3,5-3칸,엘리베이터
S1_3_0040,3호선,경복궁,2,6,4,6-4칸,계단
S1_3_0040,3호선,경복궁,2,9,1,9-1칸,에스컬레이터
S1_3_0040,3호선,경복궁,2,9,1,9-1칸,계단
S1_3_0387,3호선,안국,1,2,1,2-1칸,계단
S1_3_0387,3호선,안국,1,3,3,3-3칸,엘리베이터
S1_3_0387,3호선,안국,1,4,3,4-3칸,에스컬레이터
S1_3_0387,3호선,안국,1,7,1,7-1칸,에스컬레이터
S1_3_0387,3호선,안국,1,9,2,9-2칸,계단
S1_3_0387,3호선,안국,2,2,3,2-3칸,계단
S1_3_0387,3호선,안국,2,4,4,4-4칸,에스컬레이터
S1_3_0387,3호선,안국,2,7,2,7-2칸,에스컬레이터
S1_3_0387,3호선,안국,2,8,2,8-2칸,엘리베이터
S1_3_0387,3호선,안국,2,9,4,9-4칸,계단
S1_3_0515,3호선,종로3가,1,2,3,2-3칸,계단
S1_3_0515,3호선,종로3가,1,4,2,4-2칸,계단
S1_3_0515,3호선,종로3가,1,7,2,7-2칸,계단
S1_3_0515,3호선,종로3가,1,9,1,9-1칸,계단
S1_3_0515,3호선,종로3가,1,10,4,10-4칸,에스컬레이터
S1_3_0515,3호선,종로3가,2,1,1,1-1칸,에스컬레이터
S1_3_0515,3호선,종로3가,2,2,4,2-4칸,계단
S1_3_0515,3호선,종로3가,2,4,3,4-3칸,계단
S1_3_0515,3호선,종로3가,2,7,3,7-3칸,계단
S1_3_0515,3호선,종로3가,2,9,2,9-2칸,계단
S1_3_0464,3호선,을지로3가,1,2,2,2-2칸,에스컬레이터
S1_3_0464,3호선,을지로3가,1,2,2,2-2칸,계단
S1_3_0464,3호선,을지로3가,1,4,2,4-2칸,계단
S1_3_0464,3호선,을지로3가,1,6,2,6-2칸,엘리베이터
S1_3_0464,3호선,을지로3가,1,7,1,7-1칸,에스컬레이터
S1_3_0464,3호선,을지로3가,1,7,1,7-1칸,계단
S1_3_0464,3호선,을지로3가,1,9,2,9-2칸,계단
S1_3_0464,3호선,을지로3가,2,2,2,2-2칸,계단
S1_3_0464,3호선,을지로3가,2,4,4,4-4칸,에스컬레이터
S1_3_0464,3호선,을지로3가,2,4,4,4-4칸,계단
S1_3_0464,3호선,을지로3가,2,5,2,5-2칸,엘리베이터
S1_3_0464,3호선,을지로3가,2,7,2,7-2칸,에스컬레이터
S1_3_0464,3호선,을지로3가,2,7,2,7-2칸,계단
S1_3_0464,3호선,을지로3가,2,9,2,9-2칸,계단
S1_3_0563,3호선,충무로,1,4,4,4-4칸,계단
S1_3_0563,3호선,충무로,1,6,3,6-3칸,에스컬레이터
S1_3_0563,3호선,충무로,1,6,3,6-3칸,계단
S1_3_0563,3호선,충무로,2,5,3,5-3칸,에스컬레이터
S1_3_0563,3호선,충무로,2,5,3,5-3칸,계단
S1_3_0563,3호선,충무로,2,8,4,8-4칸,계단
S1_3_0157,3호선,동대입구,1,2,2,2-2칸,계단
S1_3_0157,3호선,동대입구,1,3,2,3-2칸,엘리베이터
S1_3_0157,3호선,동대입구,1,4,3,4-3칸,계단
S1_3_0157,3호선,동대입구,1,7,2,7-2칸,계단
S1_3_0157,3호선,동대입구,1,9,2,9-2칸,계단
S1_3_0157,3호선,동대입구,2,2,4,2-4칸,계단
S1_3_0157,3호선,동대입구,2,4,4,4-4칸,계단
S1_3_0157,3호선,동대입구,2,7,2,7-2칸,계단
S1_3_0157,3호선,동대입구,2,8,3,8-3칸,엘리베이터
S1_3_0157,3호선,동대입구,2,9,2,9-2칸,계단
S1_3_0397,3호선,약수,1,2,4,2-4칸,계단
S1_3_0397,3호선,약수,1,4,4,4-4칸,계단
S1_3_0397,3호선,약수,1,7,1,7-1칸,계단
S1_3_0397,3호선,약수,1,9,1,9-1칸,엘리베이터
S1_3_0397,3호선,약수,2,2,4,2-4칸,엘리베이터
S1_3_0397,3호선,약수,2,4,4,4-4칸,계단
S1_3_0397,3호선,약수,2,7,1,7-1칸,계단
S1_3_0397,3호선,약수,2,9,1,9-1칸,계단
S1_3_0093,3호선,금호,1,2,2,2-2칸,계단
S1_3_0093,3호선,금호,1,3,2,3-2칸,엘리베이터
S1_3_0093,3호선,금호,1,4,2,4-2칸,계단
S1_3_0093,3호선,금호,1,6,4,6-4칸,계단
S1_3_0093,3호선,금호,1,8,3,8-3칸,계단
S1_3_0093,3호선,금호,2,3,2,3-2칸,계단
S1_3_0093,3호선,금호,2,5,1,5-1칸,계단
S1_3_0093,3호선,금호,2,7,3,7-3칸,계단
S1_3_0093,3호선,금호,2,8,3,8-3칸,엘리베이터
S1_3_0093,3호선,금호,2,9,3,9-3칸,계단
S1_3_0434,3호선,옥수,1,1,4,1-4칸,계단
S1_3_0434,3호선,옥수,1,4,1,4-1칸,계단
S1_3_0434,3호선,옥수,1,7,3,7-3칸,계단
S1_3_0434,3호선,옥수,1,10,2,10-2칸,엘리베이터
S1_3_0434,3호선,옥수,1,10,2,10-2칸,계단
S1_3_0434,3호선,옥수,2,1,4,1-4칸,엘리베이터
S1_3_0434,3호선,옥수,2,1,4,1-4칸,계단
S1_3_0434,3호선,옥수,2,4,1,4-1칸,계단
S1_3_0434,3호선,옥수,2,7,3,7-3칸,계단
S1_3_0434,3호선,옥수,2,9,4,9-4칸,계단
S1_3_0392,3호선,압구정,1,2,2,2-2칸,계단
S1_3_0392,3호선,압구정,1,4,1,4-1칸,계단
S1_3_0392,3호선,압구정,1,7,3,7-3칸,계단
S1_3_0392,3호선,압구정,1,8,3,8-3칸,엘리베이터
S1_3_0392,3호선,압구정,1,9,1,9-1칸,계단
S1_3_0392,3호선,압구정,2,2,3,2-3칸,계단
S1_3_0392,3호선,압구정,2,3,2,3-2칸,엘리베이터
S1_3_0392,3호선,압구정,2,4,2,4-2칸,계단
S1_3_0392,3호선,압구정,2,7,3,7-3칸,계단
S1_3_0392,3호선,압구정,2,9,2,9-2칸,계단
S1_3_0365,3호선,신사,1,2,2,2-2칸,계단
S1_3_0365,3호선,신사,1,3,1,3-1칸,엘리베이터
S1_3_0365,3호선,신사,1,4,2,4-2칸,계단
S1_3_0365,3호선,신사,1,7,2,7-2칸,계단
S1_3_0365,3호선,신사,1,9,2,9-2칸,계단
S1_3_0365,3호선,신사,2,2,3,2-3칸,계단
S1_3_0365,3호선,신사,2,4,3,4-3칸,엘리베이터
S1_3_0365,3호선,신사,2,7,3,7-3칸,계단
S1_3_0365,3호선,신사,2,8,4,8-4칸,엘리베이터
S1_3_0365,3호선,신사,2,9,3,9-3칸,에스컬레이터
S1_3_0500,3호선,잠원,1,2,3,2-3칸,계단
S1_3_0500,3호선,잠원,1,3,3,3-3칸,계단
S1_3_0500,3호선,잠원,1,4,2,4-2칸,계단
S1_3_0500,3호선,잠원,1,7,1,7-1칸,계단
S1_3_0500,3호선,잠원,1,8,4,8-4칸,계단
S1_3_0500,3호선,잠원,2,2,4,2-4칸,계단
S1_3_0500,3호선,잠원,2,4,3,4-3칸,계단
S1_3_0500,3호선,잠원,2,5,1,5-1칸,계단
S1_3_0500,3호선,잠원,2,7,3,7-3칸,계단
S1_3_0500,3호선,잠원,2,9,1,9-1칸,계단
S1_3_0048,3호선,고속터미널,1,2,3,2-3칸,에스컬레이터
S1_3_0048,3호선,고속터미널,1,4,3,4-3칸,에스컬레이터
S1_3_0048,3호선,고속터미널,1,7,2,7-2칸,에스컬레이터
S1_3_0048,3호선,고속터미널,1,8,2,8-2칸,엘리베이터
S1_3_0048,3호선,고속터미널,1,9,2,9-2칸,에스컬레이터
S1_3_0048,3호선,고속터미널,2,2,3,2-3칸,에스컬레이터
S1_3_0048,3호선,고속터미널,2,3,3,3-3칸,엘리베이터
S1_3_0048,3호선,고속터미널,2,4,3,4-3칸,에스컬레이터
S1_3_0048,3호선,고속터미널,2,7,2,7-2칸,에스컬레이터
S1_3_0048,3호선,고속터미널,2,9,2,9-2칸,에스컬레이터
S1_3_0068,3호선,교대,1,3,2,3-2칸,에스컬레이터
S1_3_0068,3호선,교대,1,4,2,4-2칸,엘리베이터
S1_3_0068,3호선,교대,1,7,4,7-4칸,계단
S1_3_0068,3호선,교대,1,9,4,9-4칸,계단
S1_3_0068,3호선,교대,2,2,1,2-1칸,계단
S1_3_0068,3호선,교대,2,4,1,4-1칸,계단
S1_3_0068,3호선,교대,2,7,3,7-3칸,엘리베이터
S1_3_0068,3호선,교대,2,8,3,8-3칸,에스컬레이터
S1_3_0106,3호선,남부터미널,1,2,4,2-4칸,계단
S1_3_0106,3호선,남부터미널,1,3,3,3-3칸,엘리베이터
S1_3_0106,3호선,남부터미널,1,4,3,4-3칸,계단
S1_3_0106,3호선,남부터미널,1,7,1,7-1칸,계단
S1_3_0106,3호선,남부터미널,1,9,3,9-3칸,계단
S1_3_0106,3호선,남부터미널,2,2,3,2-3칸,계단
S1_3_0106,3호선,남부터미널,2,4,2,4-2칸,계단
S1_3_0106,3호선,남부터미널,2,7,2,7-2칸,계단
S1_3_0106,3호선,남부터미널,2,8,3,8-3칸,엘리베이터
S1_3_0106,3호선,남부터미널,2,9,4,9-4칸,계단
S1_3_0400,3호선,양재,1,2,1,2-1칸,계단
S1_3_0400,3호선,양재,1,3,4,3-4칸,계단
S1_3_0400,3호선,양재,1,8,1,8-1칸,계단
S1_3_0400,3호선,양재,1,8,4,8-4칸,엘리베이터
S1_3_0400,3호선,양재,1,9,4,9-4칸,계단
S1_3_0400,3호선,양재,2,1,4,1-4칸,계단
S1_3_0400,3호선,양재,2,2,4,2-4칸,엘리베이터
S1_3_0400,3호선,양재,2,3,3,3-3칸,계단
S1_3_0400,3호선,양재,2,7,4,7-4칸,계단
S1_3_0400,3호선,양재,2,9,3,9-3칸,계단
S1_3_0193,3호선,매봉,1,5,1,5-1칸,계단
S1_3_0193,3호선,매봉,1,5,4,5-4칸,엘리베이터
S1_3_0193,3호선,매봉,1,6,4,6-4칸,계단
S1_3_0193,3호선,매봉,2,5,1,5-1칸,계단
S1_3_0193,3호선,매봉,2,6,1,6-1칸,엘리베이터
S1_3_0193,3호선,매봉,2,6,4,6-4칸,계단
S1_3_0142,3호선,도곡,1,4,2,4-2칸,에스컬레이터
S1_3_0142,3호선,도곡,1,4,2,4-2칸,계단
S1_3_0142,3호선,도곡,1,7,3,7-3칸,에스컬레이터
S1_3_0142,3호선,도곡,1,7,3,7-3칸,계단
S1_3_0142,3호선,도곡,2,4,2,4-2칸,에스컬레이터
S1_3_0142,3호선,도곡,2,4,2,4-2칸,계단
S1_3_0142,3호선,도곡,2,7,3,7-3칸,에스컬레이터
S1_3_0142,3호선,도곡,2,7,3,7-3칸,계단
S1_3_0136,3호선,대치,1,1,1,1-1칸,엘리베이터
S1_3_0136,3호선,대치,1,1,1,1-1칸,에스컬레이터
S1_3_0136,3호선,대치,1,1,1,1-1칸,계단
S1_3_0136,3호선,대치,1,10,4,10-4칸,에스컬레이터
S1_3_0136,3호선,대치,1,10,4,10-4칸,계단
S1_3_0136,3호선,대치,2,1,1,1-1칸,에스컬레이터
S1_3_0136,3호선,대치,2,1,1,1-1칸,계단
S1_3_0136,3호선,대치,2,10,4,10-4칸,엘리베이터
S1_3_0136,3호선,대치,2,10,4,10-4칸,에스컬레이터
S1_3_0136,3호선,대치,2,10,4,10-4칸,계단
S1_3_0583,3호선,학여울,1,4,4,4-4칸,계단
S1_3_0583,3호선,학여울,1,5,4,5-4칸,엘리베이터
S1_3_0583,3호선,학여울,1,7,1,7-1칸,계단
S1_3_0583,3호선,학여울,2,4,4,4-4칸,계단
S1_3_0583,3호선,학여울,2,6,1,6-1칸,엘리베이터
S1_3_0583,3호선,학여울,2,7,1,7-1칸,계단
S1_3_0135,3호선,대청,1,3,3,3-3칸,계단
S1_3_0135,3호선,대청,1,4,3,4-3칸,엘리베이터
S1_3_0135,3호선,대청,1,6,2,6-2칸,계단
S1_3_0135,3호선,대청,2,5,4,5-4칸,계단
S1_3_0135,3호선,대청,2,7,2,7-2칸,엘리베이터
S1_3_0135,3호선,대청,2,8,2,8-2칸,계단
S1_3_0494,3호선,일원,1,5,2,5-2칸,계단
S1_3_0494,3호선,일원,1,6,2,6-2칸,엘리베이터
S1_3_0494,3호선,일원,1,7,4,7-4칸,계단
S1_3_0494,3호선,일원,2,4,1,4-1칸,계단
S1_3_0494,3호선,일원,2,5,3,5-3칸,엘리베이터
S1_3_0494,3호선,일원,2,6,3,6-3칸,계단
S1_3_0337,3호선,수서,1,7,2,7-2칸,계단
S1_3_0337,3호선,수서,1,8,3,8-3칸,엘리베이터
S1_3_0337,3호선,수서,1,9,3,9-3칸,계단
S1_3_0337,3호선,수서,2,2,3,2-3칸,계단
S1_3_0337,3호선,수서,2,3,2,3-2칸,엘리베이터
S1_3_0337,3호선,수서,2,4,3,4-3칸,계단
S1_3_0003,3호선,가락시장,1,4,4,4-4칸,에스컬레이터
S1_3_0003,3호선,가락시장,1,6,3,6-3칸,에스컬레이터
S1_3_0003,3호선,가락시장,1,8,3,8-3칸,엘리베이터
S1_3_0003,3호선,가락시장,1,8,3,8-3칸,에스컬레이터
S1_3_0003,3호선,가락시장,1,10,1,10-1칸,에스컬레이터
S1_3_0003,3호선,가락시장,1,10,1,10-1칸,계단
S1_3_0003,3호선,가락시장,2,1,4,1-4칸,에스컬레이터
S1_3_0003,3호선,가락시장,2,1,4,1-4칸,계단
S1_3_0003,3호선,가락시장,2,3,2,3-2칸,엘리베이터
S1_3_0003,3호선,가락시장,2,3,2,3-2칸,에스컬레이터
S1_3_0003,3호선,가락시장,2,5,2,5-2칸,에스컬레이터
S1_3_0003,3호선,가락시장,2,7,1,7-1칸,에스컬레이터
S1_3_0043,3호선,경찰병원,1,2,1,2-1칸,에스컬레이터
S1_3_0043,3호선,경찰병원,1,4,2,4-2칸,엘리베이터
S1_3_0043,3호선,경찰병원,1,6,2,6-2칸,에스컬레이터
S1_3_0043,3호선,경찰병원,1,7,4,7-4칸,에스컬레이터
S1_3_0043,3호선,경찰병원,2,4,1,4-1칸,에스컬레이터
S1_3_0043,3호선,경찰병원,2,5,3,5-3칸,에스컬레이터
S1_3_0043,3호선,경찰병원,2,7,3,7-3칸,엘리베이터
S1_3_0043,3호선,경찰병원,2,9,3,9-3칸,에스컬레이터
S1_3_0426,3호선,오금,1,2,1,2-1칸,에스컬레이터
S1_3_0426,3호선,오금,1,5,1,5-1칸,엘리베이터
S1_3_0426,3호선,오금,1,5,1,5-1칸,에스컬레이터
S1_3_0426,3호선,오금,1,7,1,7-1칸,에스컬레이터
S1_3_0426,3호선,오금,2,4,4,4-4칸,에스컬레이터
S1_3_0426,3호선,오금,2,4,4,4-4칸,계단
S1_3_0426,3호선,오금,2,6,4,6-4칸,엘리베이터
S1_3_0426,3호선,오금,2,7,4,7-4칸,에스컬레이터
S1_3_0426,3호선,오금,2,9,4,9-4칸,에스컬레이터
S1_4_0125,4호선,불암산,1,4,3,4-3칸,계단
S1_4_0125,4호선,불암산,1,6,1,6-1칸,엘리베이터
S1_4_0125,4호선,불암산,1,7,2,7-2칸,계단
S1_4_0125,4호선,불암산,2,4,3,4-3칸,계단
S1_4_0125,4호선,불암산,2,5,4,5-4칸,엘리베이터
S1_4_0125,4호선,불암산,2,7,2,7-2칸,계단
S1_4_0272,4호선,상계,1,3,1,3-1칸,엘리베이터
S1_4_0272,4호선,상계,1,4,1,4-1칸,계단
S1_4_0272,4호선,상계,1,7,4,7-4칸,계단
S1_4_0272,4호선,상계,1,9,4,9-4칸,계단
S1_4_0272,4호선,상계,2,2,1,2-1칸,계단
S1_4_0272,4호선,상계,2,4,1,4-1칸,계단
S1_4_0272,4호선,상계,2,7,4,7-4칸,계단
S1_4_0272,4호선,상계,2,8,4,8-4칸,엘리베이터
S1_4_0115,4호선,노원,1,2,1,2-1칸,계단
S1_4_0115,4호선,노원,1,4,1,4-1칸,계단
S1_4_0115,4호선,노원,1,7,3,7-3칸,계단
S1_4_0115,4호선,노원,1,8,4,8-4칸,엘리베이터
S1_4_0115,4호선,노원,1,9,3,9-3칸,계단
S1_4_0115,4호선,노원,1,10,4,10-4칸,계단
S1_4_0115,4호선,노원,2,1,1,1-1칸,계단
S1_4_0115,4호선,노원,2,3,1,3-1칸,엘리베이터
S1_4_0115,4호선,노원,2,4,2,4-2칸,계단
S1_4_0115,4호선,노원,2,7,3,7-3칸,계단
S1_4_0115,4호선,노원,2,9,3,9-3칸,계단
S1_4_0541,4호선,창동,1,3,4,3-4칸,계단
S1_4_0541,4호선,창동,1,7,3,7-3칸,계단
S1_4_0541,4호선,창동,1,9,3,9-3칸,계단
S1_4_0541,4호선,창동,2,2,2,2-2칸,계단
S1_4_0541,4호선,창동,2,4,2,4-2칸,계단
S1_4_0541,4호선,창동,2,8,1,8-1칸,계단
S1_4_0380,4호선,쌍문,1,2,4,2-4칸,계단
S1_4_0380,4호선,쌍문,1,4,3,4-3칸,계단
S1_4_0380,4호선,쌍문,1,7,2,7-2칸,계단
S1_4_0380,4호선,쌍문,1,8,1,8-1칸,엘리베이터
S1_4_0380,4호선,쌍문,1,9,1,9-1칸,계단
S1_4_0380,4호선,쌍문,2,2,4,2-4칸,계단
S1_4_0380,4호선,쌍문,2,3,4,3-4칸,엘리베이터
S1_4_0380,4호선,쌍문,2,4,3,4-3칸,계단
S1_4_0380,4호선,쌍문,2,7,2,7-2칸,계단
S1_4_0380,4호선,쌍문,2,9,1,9-1칸,계단
S1_4_0340,4호선,수유,1,2,4,2-4칸,계단
S1_4_0340,4호선,수유,1,4,3,4-3칸,계단
S1_4_0340,4호선,수유,1,7,1,7-1칸,엘리베이터
S1_4_0340,4호선,수유,1,7,2,7-2칸,계단
S1_4_0340,4호선,수유,1,9,1,9-1칸,계단
S1_4_0340,4호선,수유,2,2,4,2-4칸,계단
S1_4_0340,4호선,수유,2,4,3,4-3칸,계단
S1_4_0340,4호선,수유,2,4,4,4-4칸,엘리베이터
S1_4_0340,4호선,수유,2,7,2,7-2칸,계단
S1_4_0340,4호선,수유,2,9,1,9-1칸,계단
S1_4_0211,4호선,미아,1,3,1,3-1칸,계단
S1_4_0211,4호선,미아,1,4,3,4-3칸,계단
S1_4_0211,4호선,미아,1,7,2,7-2칸,계단
S1_4_0211,4호선,미아,1,8,2,8-2칸,엘리베이터
S1_4_0211,4호선,미아,1,8,4,8-4칸,계단
S1_4_0211,4호선,미아,2,3,1,3-1칸,계단
S1_4_0211,4호선,미아,2,3,3,3-3칸,엘리베이터
S1_4_0211,4호선,미아,2,4,3,4-3칸,계단
S1_4_0211,4호선,미아,2,7,1,7-1칸,계단
S1_4_0211,4호선,미아,2,8,4,8-4칸,계단
S1_4_0212,4호선,미아사거리,1,2,2,2-2칸,계단
S1_4_0212,4호선,미아사거리,1,3,1,3-1칸,엘리베이터
S1_4_0212,4호선,미아사거리,1,4,1,4-1칸,계단
S1_4_0212,4호선,미아사거리,1,6,4,6-4칸,계단
S1_4_0212,4호선,미아사거리,1,8,3,8-3칸,계단
S1_4_0212,4호선,미아사거리,2,3,1,3-1칸,계단
S1_4_0212,4호선,미아사거리,2,4,4,4-4칸,계단
S1_4_0212,4호선,미아사거리,2,7,3,7-3칸,계단
S1_4_0212,4호선,미아사거리,2,8,3,8-3칸,엘리베이터
S1_4_0212,4호선,미아사거리,2,9,2,9-2칸,계단
S1_4_0096,4호선,길음,1,2,1,2-1칸,계단
S1_4_0096,4호선,길음,1,5,1,5-1칸,계단
S1_4_0096,4호선,길음,1,5,4,5-4칸,엘리베이터
S1_4_0096,4호선,길음,1,6,3,6-3칸,계단
S1_4_0096,4호선,길음,1,9,3,9-3칸,계단
S1_4_0096,4호선,길음,2,2,2,2-2칸,계단
S1_4_0096,4호선,길음,2,5,2,5-2칸,계단
S1_4_0096,4호선,길음,2,6,1,6-1칸,엘리베이터
S1_4_0096,4호선,길음,2,6,4,6-4칸,계단
S1_4_0096,4호선,길음,2,9,4,9-4칸,계단
S1_4_0315,4호선,성신여대입구,1,2,4,2-4칸,계단
S1_4_0315,4호선,성신여대입구,1,4,4,4-4칸,계단
S1_4_0315,4호선,성신여대입구,1,7,1,7-1칸,계단
S1_4_0315,4호선,성신여대입구,1,8,1,8-1칸,엘리베이터
S1_4_0315,4호선,성신여대입구,1,9,1,9-1칸,계단
S1_4_0315,4호선,성신여대입구,2,2,4,2-4칸,계단
S1_4_0315,4호선,성신여대입구,2,3,4,3-4칸,엘리베이터
S1_4_0315,4호선,성신여대입구,2,4,4,4-4칸,계단
S1_4_0315,4호선,성신여대입구,2,7,1,7-1칸,계단
S1_4_0315,4호선,성신여대입구,2,8,4,8-4칸,계단
S1_4_0587,4호선,한성대입구,1,2,3,2-3칸,계단
S1_4_0587,4호선,한성대입구,1,5,2,5-2칸,계단
S1_4_0587,4호선,한성대입구,1,5,4,5-4칸,엘리베이터
S1_4_0587,4호선,한성대입구,1,7,1,7-1칸,계단
S1_4_0587,4호선,한성대입구,1,9,2,9-2칸,계단
S1_4_0587,4호선,한성대입구,2,2,3,2-3칸,계단
S1_4_0587,4호선,한성대입구,2,4,4,4-4칸,계단
S1_4_0587,4호선,한성대입구,2,6,1,6-1칸,엘리베이터
S1_4_0587,4호선,한성대입구,2,6,3,6-3칸,계단
S1_4_0587,4호선,한성대입구,2,9,2,9-2칸,계단
S1_4_0594,4호선,혜화,1,2,4,2-4칸,계단
S1_4_0594,4호선,혜화,1,4,4,4-4칸,계단
S1_4_0594,4호선,혜화,1,7,1,7-1칸,계단
S1_4_0594,4호선,혜화,1,7,4,7-4칸,엘리베이터
S1_4_0594,4호선,혜화,1,9,1,9-1칸,계단
S1_4_0594,4호선,혜화,2,2,4,2-4칸,계단
S1_4_0594,4호선,혜화,2,3,4,3-4칸,엘리베이터
S1_4_0594,4호선,혜화,2,4,4,4-4칸,계단
S1_4_0594,4호선,혜화,2,7,1,7-1칸,계단
S1_4_0594,4호선,혜화,2,9,1,9-1칸,계단
S1_4_0155,4호선,동대문,1,4,1,4-1칸,에스컬레이터
S1_4_0155,4호선,동대문,1,5,3,5-3칸,계단
S1_4_0155,4호선,동대문,1,6,3,6-3칸,엘리베이터
S1_4_0155,4호선,동대문,1,8,1,8-1칸,에스컬레이터
S1_4_0155,4호선,동대문,2,3,3,3-3칸,에스컬레이터
S1_4_0155,4호선,동대문,2,5,1,5-1칸,엘리베이터
S1_4_0155,4호선,동대문,2,6,1,6-1칸,계단
S1_4_0155,4호선,동대문,2,7,3,7-3칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,1,1,2,1-2칸,계단
S1_4_0156,4호선,동대문역사문화공원,1,3,1,3-1칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,1,4,4,4-4칸,엘리베이터
S1_4_0156,4호선,동대문역사문화공원,1,6,3,6-3칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,1,9,2,9-2칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,1,10,3,10-3칸,엘리베이터
S1_4_0156,4호선,동대문역사문화공원,2,1,3,1-3칸,엘리베이터
S1_4_0156,4호선,동대문역사문화공원,2,2,3,2-3칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,2,5,1,5-1칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,2,6,4,6-4칸,엘리베이터
S1_4_0156,4호선,동대문역사문화공원,2,8,3,8-3칸,에스컬레이터
S1_4_0156,4호선,동대문역사문화공원,2,10,3,10-3칸,계단
S1_4_0563,4호선,충무로,1,1,4,1-4칸,계단
S1_4_0563,4호선,충무로,1,3,4,3-4칸,엘리베이터
S1_4_0563,4호선,충무로,1,4,2,4-2칸,에스컬레이터
S1_4_0563,4호선,충무로,1,6,3,6-3칸,에스컬레이터
S1_4_0563,4호선,충무로,1,9,1,9-1칸,계단
S1_4_0563,4호선,충무로,2,2,3,2-3칸,계단
S1_4_0563,4호선,충무로,2,5,2,5-2칸,에스컬레이터
S1_4_0563,4호선,충무로,2,7,3,7-3칸,에스컬레이터
S1_4_0563,4호선,충무로,2,8,1,8-1칸,엘리베이터
S1_4_0563,4호선,충무로,2,9,4,9-4칸,계단
S1_4_0197,4호선,명동,1,1,1,1-1칸,에스컬레이터
S1_4_0197,4호선,명동,1,1,1,1-1칸,계단
S1_4_0197,4호선,명동,1,10,4,10-4칸,에스컬레이터
S1_4_0197,4호선,명동,1,10,4,10-4칸,계단
S1_4_0197,4호선,명동,2,1,1,1-1칸,에스컬레이터
S1_4_0197,4호선,명동,2,1,1,1-1칸,계단
S1_4_0197,4호선,명동,2,10,4,10-4칸,에스컬레이터
S1_4_0197,4호선,명동,2,10,4,10-4칸,계단
S1_4_0607,4호선,회현,1,1,1,1-1칸,에스컬레이터
S1_4_0607,4호선,회현,1,1,1,1-1칸,계단
S1_4_0607,4호선,회현,1,6,4,6-4칸,에스컬레이터
S1_4_0607,4호선,회현,1,6,4,6-4칸,계단
S1_4_0607,4호선,회현,1,9,4,9-4칸,에스컬레이터
S1_4_0607,4호선,회현,1,9,4,9-4칸,계단
