are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,line_order,stin_cons_ordr,prev_rail_opr_istt_cd,prev_ln_cd,prev_prpr_stin_cd,prev_stin_nm,next_rail_opr_istt_cd,next_ln_cd,next_prpr_stin_cd,next_stin_nm,has_platform_info,has_facility_info,has_move_path_info
01,수도권,KR,4,4호선,0275,상록수,43,43,KR,4,0214,반월,KR,4,0586,한대앞,True,True,True
01,수도권,KR,4,4호선,0586,한대앞,44,44,KR,4,0275,상록수,KR,4,0529,중앙,True,True,True
01,수도권,KR,4,4호선,0529,중앙,45,45,KR,4,0586,한대앞,KR,4,0049,고잔,True,True,True
01,수도권,KR,4,4호선,0049,고잔,46,46,KR,4,0529,중앙,KR,4,0559,초지,True,True,True
01,수도권,KR,4,4호선,0559,초지,47,47,KR,4,0049,고잔,KR,4,0388,안산,True,True,True
01,수도권,KR,4,4호선,0388,안산,48,48,KR,4,0559,초지,KR,4,0352,능길,True,True,True
01,수도권,KR,4,4호선,0352,능길,49,49,KR,4,0388,안산,KR,4,0510,정왕,True,True,True
01,수도권,KR,4,4호선,0510,정왕,50,50,KR,4,0352,능길,KR,4,0433,오이도,True,True,True
01,수도권,KR,4,4호선,0433,오이도,51,51,KR,4,0510,정왕,,,,,True,True,True
01,수도권,S1,5,5호선,0221,방화,1,1,,,,,S1,5,0029,개화산,True,True,True
01,수도권,S1,5,5호선,0029,개화산,2,2,S1,5,0221,방화,S1,5,0099,김포공항,True,True,True
01,수도권,S1,5,5호선,0099,김포공항,3,3,S1,5,0029,개화산,S1,5,0330,송정,True,True,True
01,수도권,S1,5,5호선,0330,송정,4,4,S1,5,0099,김포공항,S1,5,0177,마곡,True,True,True
01,수도권,S1,5,5호선,0177,마곡,5,5,S1,5,0330,송정,S1,5,0217,발산,True,True,True
01,수도권,S1,5,5호선,0217,발산,6,6,S1,5,0177,마곡,S1,5,0449,우장산,True,True,True
01,수도권,S1,5,5호선,0449,우장산,7,7,S1,5,0217,발산,S1,5,0599,화곡,True,True,True
01,수도권,S1,5,5호선,0599,화곡,8,8,S1,5,0449,우장산,S1,5,0100,까치산,True,True,True
01,수도권,S1,5,5호선,0100,까치산,9,9,S1,5,0599,화곡,S1,5,0372,신정,True,True,True
01,수도권,S1,5,5호선,0372,신정,10,10,S1,5,0100,까치산,S1,5,0203,목동,True,True,True
01,수도권,S1,5,5호선,0203,목동,11,11,S1,5,0372,신정,S1,5,0429,오목교,True,True,True
01,수도권,S1,5,5호선,0429,오목교,12,12,S1,5,0203,목동,S1,5,0316,양평,True,True,True
01,수도권,S1,5,5호선,0316,양평,13,13,S1,5,0429,오목교,S1,5,0421,영등포구청,True,True,True
01,수도권,S1,5,5호선,0421,영등포구청,14,14,S1,5,0316,양평,S1,5,0422,영등포시장,True,True,True
01,수도권,S1,5,5호선,0422,영등포시장,15,15,S1,5,0421,영등포구청,S1,5,0351,신길,True,True,True
01,수도권,S1,5,5호선,0351,신길,16,16,S1,5,0422,영등포시장,S1,5,0412,여의도,True,True,True
01,수도권,S1,5,5호선,0412,여의도,17,17,S1,5,0351,신길,S1,5,0411,여의나루,True,True,True
01,수도권,S1,5,5호선,0411,여의나루,18,18,S1,5,0412,여의도,S1,5,0185,마포,True,True,True
01,수도권,S1,5,5호선,0185,마포,19,19,S1,5,0411,여의나루,S1,5,0054,공덕,True,True,True
01,수도권,S1,5,5호선,0054,공덕,20,20,S1,5,0185,마포,S1,5,0394,애오개,True,True,True
01,수도권,S1,5,5호선,0394,애오개,21,21,S1,5,0054,공덕,S1,5,0564,충정로,True,True,True
01,수도권,S1,5,5호선,0564,충정로,22,22,S1,5,0394,애오개,S1,5,0289,서대문,True,True,True
01,수도권,S1,5,5호선,0289,서대문,23,23,S1,5,0564,충정로,S1,5,0066,광화문,True,True,True
01,수도권,S1,5,5호선,0066,광화문,24,24,S1,5,0289,서대문,S1,5,0515,종로3가,True,True,True
01,수도권,S1,5,5호선,0515,종로3가,25,25,S1,5,0066,광화문,S1,5,0465,을지로4가,True,True,True
01,수도권,S1,5,5호선,0465,을지로4가,26,26,S1,5,0515,종로3가,S1,5,0156,동대문역사문화공원,True,True,True
01,수도권,S1,5,5호선,0156,동대문역사문화공원,27,27,S1,5,0465,을지로4가,S1,5,0549,청구,True,True,True
01,수도권,S1,5,5호선,0549,청구,28,28,S1,5,0156,동대문역사문화공원,S1,5,0350,신금호,True,True,True
01,수도권,S1,5,5호선,0350,신금호,29,29,S1,5,0549,청구,S1,5,0592,행당,True,True,True
01,수도권,S1,5,5호선,0592,행당,30,30,S1,5,0350,신금호,S1,5,0441,왕십리,True,True,True
01,수도권,S1,5,5호선,0441,왕십리,31,31,S1,5,0592,행당,S1,5,0182,마장,True,True,True
01,수도권,S1,5,5호선,0182,마장,32,32,S1,5,0441,왕십리,S1,5,0124,답십리,True,True,True
01,수도권,S1,5,5호선,0124,답십리,33,33,S1,5,0182,마장,S1,5,0505,장한평,True,True,True
01,수도권,S1,5,5호선,0505,장한평,34,34,S1,5,0124,답십리,S1,5,0082,군자,True,True,True
01,수도권,S1,5,5호선,0082,군자,35,35,S1,5,0505,장한평,S1,5,0385,아차산,True,True,True
01,수도권,S1,5,5호선,0385,아차산,36,36,S1,5,0082,군자,S1,5,0062,광나루,True,True,True
01,수도권,S1,5,5호선,0062,광나루,37,37,S1,5,0385,아차산,S1,5,0546,천호,True,True,True
01,수도권,S1,5,5호선,0546,천호,38,38,S1,5,0062,광나루,S1,5,0020,강동,True,True,True
01,수도권,S1,5,5호선,0020,강동,39,39,S1,5,0546,천호,S1,5,0172,둔촌동,True,True,True
01,수도권,S1,5,5호선,0095,길동,40,40,S1,5,0020,강동,S1,5,0086,굽은다리,True,True,True
01,수도권,S1,5,5호선,0086,굽은다리,41,41,S1,5,0095,길동,S1,5,0198,명일,True,True,True
01,수도권,S1,5,5호선,0198,명일,42,42,S1,5,0086,굽은다리,S1,5,0046,고덕,True,True,True
01,수도권,S1,5,5호선,0046,고덕,43,43,S1,5,0198,명일,S1,5,0281,상일동,True,True,True
01,수도권,S1,5,5호선,0281,상일동,44,44,S1,5,0046,고덕,S1,5,0436,강일,True,True,True
01,수도권,S1,5,5호선,0436,강일,45,45,S1,5,0281,상일동,S1,5,0475,미사,True,True,True
01,수도권,S1,5,5호선,0475,미사,46,46,S1,5,0436,강일,S1,5,0478,하남풍산,True,True,True
01,수도권,S1,5,5호선,0478,하남풍산,47,47,S1,5,0475,미사,S1,5,0482,하남시청,True,True,True
01,수도권,S1,5,5호선,0482,하남시청,48,49,S1,5,0478,하남풍산,S1,5,0489,하남검단산역,True,True,True
01,수도권,S1,5,5호선,0489,하남검단산역,49,50,S1,5,0482,하남시청,,,,,True,True,True
01,수도권,S1,5,5호선,0172,둔촌동,50,40,S1,5,0020,강동,S1,5,0438,올림픽공원,True,True,True
01,수도권,S1,5,5호선,0438,올림픽공원,51,41,S1,5,0172,둔촌동,S1,5,0219,방이,True,True,True
01,수도권,S1,5,5호선,0219,방이,52,42,S1,5,0438,올림픽공원,S1,5,0426,오금,True,True,True
01,수도권,S1,5,5호선,0426,오금,53,43,S1,5,0219,방이,S1,5,0025,개롱,True,True,True
01,수도권,S1,5,5호선,0025,개롱,54,44,S1,5,0426,오금,S1,5,0030,거여,True,True,True
01,수도권,S1,5,5호선,0030,거여,55,45,S1,5,0025,개롱,S1,5,0184,마천,True,True,True
01,수도권,S1,5,5호선,0184,마천,56,46,S1,5,0030,거여,,,,,True,True,True
01,수도권,S1,6,6호선,0468,응암,1,1,,,,,S1,6,0416,역촌,True,True,True
01,수도권,S1,6,6호선,0416,역촌,2,2,S1,6,0468,응암,S1,6,0255,불광,True,True,True
01,수도권,S1,6,6호선,0255,불광,3,3,S1,6,0416,역촌,S1,6,0151,독바위,True,True,True
01,수도권,S1,6,6호선,0151,독바위,4,4,S1,6,0255,불광,S1,6,0418,연신내,True,True,True
01,수도권,S1,6,6호선,0418,연신내,5,5,S1,6,0151,독바위,S1,6,0074,구산,True,True,True
01,수도권,S1,6,6호선,0074,구산,6,6,S1,6,0418,연신내,S1,6,0285,새절,True,True,True
01,수도권,S1,6,6호선,0285,새절,7,7,S1,6,0074,구산,S1,6,0532,증산,True,True,True
01,수도권,S1,6,6호선,0532,증산,8,8,S1,6,0285,새절,S1,6,0174,디지털미디어시티,True,True,True
01,수도권,S1,6,6호선,0174,디지털미디어시티,9,9,S1,6,0532,증산,S1,6,0462,월드컵경기장,True,True,True
01,수도권,S1,6,6호선,0462,월드컵경기장,10,10,S1,6,0174,디지털미디어시티,S1,6,0186,마포구청,True,True,True
01,수도권,S1,6,6호선,0186,마포구청,11,11,S1,6,0462,월드컵경기장,S1,6,0189,망원,True,True,True
01,수도권,S1,6,6호선,0189,망원,12,12,S1,6,0186,마포구청,S1,6,0591,합정,True,True,True
01,수도권,S1,6,6호선,0591,합정,13,13,S1,6,0189,망원,S1,6,0278,상수,True,True,True
01,수도권,S1,6,6호선,0278,상수,14,14,S1,6,0591,합정,S1,6,0067,광흥창,True,True,True
01,수도권,S1,6,6호선,0067,광흥창,15,15,S1,6,0278,상수,S1,6,0138,대흥,True,True,True
01,수도권,S1,6,6호선,0138,대흥,16,16,S1,6,0067,광흥창,S1,6,0054,공덕,True,True,True
01,수도권,S1,6,6호선,0054,공덕,17,17,S1,6,0138,대흥,S1,6,0609,효창공원앞,True,True,True
01,수도권,S1,6,6호선,0609,효창공원앞,18,18,S1,6,0054,공덕,S1,6,0263,삼각지,True,True,True
01,수도권,S1,6,6호선,0263,삼각지,19,19,S1,6,0609,효창공원앞,S1,6,0117,녹사평,True,True,True
01,수도권,S1,6,6호선,0117,녹사평,20,20,S1,6,0263,삼각지,S1,6,0479,이태원,True,True,True
01,수도권,S1,6,6호선,0479,이태원,21,21,S1,6,0117,녹사평,S1,6,0584,한강진,True,True,True
01,수도권,S1,6,6호선,0584,한강진,22,22,S1,6,0479,이태원,S1,6,0227,버티고개,True,True,True
01,수도권,S1,6,6호선,0227,버티고개,23,23,S1,6,0584,한강진,S1,6,0397,약수,True,True,True
01,수도권,S1,6,6호선,0397,약수,24,24,S1,6,0227,버티고개,S1,6,0549,청구,True,True,True
01,수도권,S1,6,6호선,0549,청구,25,25,S1,6,0397,약수,S1,6,0356,신당,True,True,True
01,수도권,S1,6,6호선,0356,신당,26,26,S1,6,0549,청구,S1,6,0161,동묘앞,True,True,True
01,수도권,S1,6,6호선,0161,동묘앞,27,27,S1,6,0356,신당,S1,6,0542,창신,True,True,True
01,수도권,S1,6,6호선,0542,창신,28,28,S1,6,0161,동묘앞,S1,6,0234,보문,True,True,True
01,수도권,S1,6,6호선,0234,보문,29,29,S1,6,0542,창신,S1,6,0389,안암,True,True,True
01,수도권,S1,6,6호선,0389,안암,30,30,S1,6,0234,보문,S1,6,0047,고려대,True,True,True
01,수도권,S1,6,6호선,0047,고려대,31,31,S1,6,0389,안암,S1,6,0460,월곡,True,True,True
01,수도권,S1,6,6호선,0460,월곡,32,32,S1,6,0047,고려대,S1,6,0280,상월곡,True,True,True
01,수도권,S1,6,6호선,0280,상월곡,33,33,S1,6,0460,월곡,S1,6,0154,돌곶이,True,True,True
01,수도권,S1,6,6호선,0154,돌곶이,34,34,S1,6,0280,상월곡,S1,6,0300,석계,True,True,True
01,수도권,S1,6,6호선,0300,석계,35,35,S1,6,0154,돌곶이,S1,6,0568,태릉입구,True,True,True
01,수도권,S1,6,6호선,0568,태릉입구,36,36,S1,6,0300,석계,S1,6,0600,화랑대,True,True,True
01,수도권,S1,6,6호선,0600,화랑대,37,37,S1,6,0568,태릉입구,S1,6,0243,봉화산,True,True,True
01,수도권,S1,6,6호선,0243,봉화산,38,38,S1,6,0600,화랑대,S1,6,0353,신내,True,True,True
01,수도권,S1,6,6호선,0353,신내,39,39,S1,6,0243,봉화산,,,,,True,True,True
01,수도권,S1,7,7호선,0503,장암,1,1,,,,,S1,7,0146,도봉산,True,True,True
01,수도권,S1,7,7호선,0146,도봉산,2,2,S1,7,0503,장암,S1,7,0334,수락산,True,True,True
01,수도권,S1,7,7호선,0334,수락산,3,3,S1,7,0146,도봉산,S1,7,0180,마들,True,True,True
01,수도권,S1,7,7호선,0180,마들,4,4,S1,7,0334,수락산,S1,7,0115,노원,True,True,True
01,수도권,S1,7,7호선,0115,노원,5,5,S1,7,0180,마들,S1,7,0524,중계,True,True,True
01,수도권,S1,7,7호선,0524,중계,6,6,S1,7,0115,노원,S1,7,0581,하계,True,True,True
01,수도권,S1,7,7호선,0581,하계,7,7,S1,7,0524,중계,S1,7,0055,공릉,True,True,True
01,수도권,S1,7,7호선,0055,공릉,8,8,S1,7,0581,하계,S1,7,0568,태릉입구,True,True,True
01,수도권,S1,7,7호선,0568,태릉입구,9,9,S1,7,0055,공릉,S1,7,0195,먹골,True,True,True
01,수도권,S1,7,7호선,0195,먹골,10,10,S1,7,0568,태릉입구,S1,7,0530,중화,True,True,True
01,수도권,S1,7,7호선,0530,중화,11,11,S1,7,0195,먹골,S1,7,0276,상봉,True,True,True
01,수도권,S1,7,7호선,0276,상봉,12,12,S1,7,0530,중화,S1,7,0196,면목,True,True,True
01,수도권,S1,7,7호선,0196,면목,13,13,S1,7,0276,상봉,S1,7,0256,사가정,True,True,True
01,수도권,S1,7,7호선,0256,사가정,14,14,S1,7,0196,면목,S1,7,0445,용마산,True,True,True
01,수도권,S1,7,7호선,0445,용마산,15,15,S1,7,0256,사가정,S1,7,0525,중곡,True,True,True
01,수도권,S1,7,7호선,0525,중곡,16,16,S1,7,0445,용마산,S1,7,0082,군자,True,True,True
01,수도권,S1,7,7호선,0082,군자,17,17,S1,7,0525,중곡,S1,7,0408,어린이대공원,True,True,True
01,수도권,S1,7,7호선,0408,어린이대공원,18,18,S1,7,0082,군자,S1,7,0031,건대입구,True,True,True
01,수도권,S1,7,7호선,0031,건대입구,19,19,S1,7,0408,어린이대공원,S1,7,0176,자양,True,True,True
01,수도권,S1,7,7호선,0176,자양,20,20,S1,7,0031,건대입구,S1,7,0550,청담,True,True,True
01,수도권,S1,7,7호선,0550,청담,21,21,S1,7,0176,자양,S1,7,0018,강남구청,True,True,True
01,수도권,S1,7,7호선,0018,강남구청,22,22,S1,7,0550,청담,S1,7,0582,학동,True,True,True
01,수도권,S1,7,7호선,0582,학동,23,23,S1,7,0018,강남구청,S1,7,0120,논현,True,True,True
01,수도권,S1,7,7호선,0120,논현,24,24,S1,7,0582,학동,S1,7,0215,반포,True,True,True
01,수도권,S1,7,7호선,0215,반포,25,25,S1,7,0120,논현,S1,7,0048,고속터미널,True,True,True
01,수도권,S1,7,7호선,0048,고속터미널,26,26,S1,7,0215,반포,S1,7,0112,내방,True,True,True
01,수도권,S1,7,7호선,0112,내방,27,27,S1,7,0048,고속터미널,S1,7,0560,총신대입구,True,True,True
01,수도권,S1,7,7호선,0560,총신대입구,28,28,S1,7,0112,내방,S1,7,0107,남성,True,True,True
01,수도권,S1,7,7호선,0107,남성,29,29,S1,7,0560,총신대입구,S1,7,0344,숭실대입구,True,True,True
01,수도권,S1,7,7호선,0344,숭실대입구,30,30,S1,7,0107,남성,S1,7,0273,상도,True,True,True
01,수도권,S1,7,7호선,0273,상도,31,31,S1,7,0344,숭실대입구,S1,7,0502,장승배기,True,True,True
01,수도권,S1,7,7호선,0502,장승배기,32,32,S1,7,0273,상도,S1,7,0358,신대방삼거리,True,True,True
01,수도권,S1,7,7호선,0358,신대방삼거리,33,33,S1,7,0502,장승배기,S1,7,0232,보라매,True,True,True
01,수도권,S1,7,7호선,0232,보라매,34,34,S1,7,0358,신대방삼거리,S1,7,0378,신풍,True,True,True
01,수도권,S1,7,7호선,0378,신풍,35,35,S1,7,0232,보라매,S1,7,0130,대림,True,True,True
01,수도권,S1,7,7호선,0130,대림,36,36,S1,7,0378,신풍,S1,7,0103,남구로,True,True,True
01,수도권,S1,7,7호선,0103,남구로,37,37,S1,7,0130,대림,S1,7,0004,가산디지털단지,True,True,True
01,수도권,S1,7,7호선,0004,가산디지털단지,38,38,S1,7,0103,남구로,S1,7,0547,철산,True,True,True
01,수도권,S1,7,7호선,0547,철산,39,39,S1,7,0004,가산디지털단지,S1,7,0064,광명사거리,True,True,True
01,수도권,S1,7,7호선,0064,광명사거리,40,40,S1,7,0547,철산,S1,7,0545,천왕,True,True,True
01,수도권,S1,7,7호선,0545,천왕,41,41,S1,7,0064,광명사거리,S1,7,0435,온수,True,True,True
01,수도권,S1,7,7호선,0435,온수,42,42,S1,7,0545,천왕,IC,7,0101,까치울,True,True,True
01,수도권,IC,7,7호선,0101,까치울,43,43,S1,7,0435,온수,IC,7,0248,부천종합운동장,True,True,True
01,수도권,IC,7,7호선,0248,부천종합운동장,44,44,IC,7,0101,까치울,IC,7,0561,춘의,True,True,True
01,수도권,IC,7,7호선,0561,춘의,45,45,IC,7,0248,부천종합운동장,IC,7,0374,신중동,True,True,True
01,수도권,IC,7,7호선,0374,신중동,46,46,IC,7,0561,춘의,IC,7,0247,부천시청,True,True,True
01,수도권,IC,7,7호선,0247,부천시청,47,47,IC,7,0374,신중동,IC,7,0274,상동,True,True,True
01,수도권,IC,7,7호선,0274,상동,48,48,IC,7,0247,부천시청,IC,7,0265,삼산체육관,True,True,True
01,수도권,IC,7,7호선,0265,삼산체육관,49,49,IC,7,0274,상동,IC,7,0085,굴포천,True,True,True
01,수도권,IC,7,7호선,0085,굴포천,50,50,IC,7,0265,삼산체육관,IC,7,0250,부평구청,True,True,True
01,수도권,IC,7,7호선,0250,부평구청,51,51,IC,7,0085,굴포천,IC,7,1352,산곡,True,True,True
01,수도권,IC,7,7호선,1352,산곡,52,52,IC,7,0250,부평구청,IC,7,0301,석남,True,True,True
01,수도권,IC,7,7호선,0301,석남,53,53,IC,7,1352,산곡,,,,,True,True,True
01,수도권,NU,8,8호선,0230,별내,1,1,,,,,NU,8,1376,다산,True,True,True
01,수도권,NU,8,8호선,1376,다산,2,2,NU,8,0230,별내,GU,8,1375,동구릉,True,True,True
01,수도권,GU,8,8호선,1375,동구릉,3,3,NU,8,1376,다산,GU,8,0072,구리,True,True,True
01,수도권,GU,8,8호선,0072,구리,4,4,GU,8,1375,동구릉,GU,8,1374,장자호수공원,True,True,True
01,수도권,GU,8,8호선,1374,장자호수공원,5,5,GU,8,0072,구리,S1,8,1373,암사역사공원,True,True,True
01,수도권,S1,8,8호선,1373,암사역사공원,6,6,GU,8,1374,장자호수공원,S1,8,0391,암사,True,True,True
01,수도권,S1,8,8호선,0391,암사,7,7,S1,8,1373,암사역사공원,S1,8,0546,천호,True,True,True
01,수도권,S1,8,8호선,0546,천호,8,8,S1,8,0391,암사,S1,8,0021,강동구청,True,True,True
01,수도권,S1,8,8호선,0021,강동구청,9,9,S1,8,0546,천호,S1,8,0204,몽촌토성,True,True,True
01,수도권,S1,8,8호선,0204,몽촌토성,10,10,S1,8,0021,강동구청,S1,8,0497,잠실,True,True,True
01,수도권,S1,8,8호선,0497,잠실,11,11,S1,8,0204,몽촌토성,S1,8,0305,석촌,True,True,True
01,수도권,S1,8,8호선,0305,석촌,12,12,S1,8,0497,잠실,S1,8,0332,송파,True,True,True
01,수도권,S1,8,8호선,0332,송파,13,13,S1,8,0305,석촌,S1,8,0003,가락시장,True,True,True
01,수도권,S1,8,8호선,0003,가락시장,14,14,S1,8,0332,송파,S1,8,0208,문정,True,True,True
01,수도권,S1,8,8호선,0208,문정,15,15,S1,8,0003,가락시장,S1,8,0504,장지,True,True,True
01,수도권,S1,8,8호선,0504,장지,16,16,S1,8,0208,문정,S1,8,0238,복정,True,True,True
01,수도권,S1,8,8호선,0238,복정,17,17,S1,8,0504,장지,S1,8,1366,남위례,True,True,True
01,수도권,S1,8,8호선,1366,남위례,18,18,S1,8,0238,복정,S1,8,0261,산성,True,True,True
01,수도권,S1,8,8호선,0261,산성,19,19,S1,8,1366,남위례,S1,8,0111,남한산성입구,True,True,True
01,수도권,S1,8,8호선,0111,남한산성입구,20,20,S1,8,0261,산성,S1,8,0122,단대오거리,True,True,True
01,수도권,S1,8,8호선,0122,단대오거리,21,21,S1,8,0111,남한산성입구,S1,8,0379,신흥,True,True,True
01,수도권,S1,8,8호선,0379,신흥,22,22,S1,8,0122,단대오거리,S1,8,0342,수진,True,True,True
01,수도권,S1,8,8호선,0342,수진,23,23,S1,8,0379,신흥,S1,8,0201,모란,True,True,True
01,수도권,S1,8,8호선,0201,모란,24,24,S1,8,0342,수진,,,,,True,True,True
01,수도권,S9,9,9호선,0028,개화,1,1,,,,,S9,9,0099,김포공항,True,True,True
01,수도권,S9,9,9호선,0099,김포공항,2,2,S9,9,0028,개화,S9,9,0056,공항시장,True,True,True
01,수도권,S9,9,9호선,0056,공항시장,3,3,S9,9,0099,김포공항,S9,9,0364,신방화,True,True,True
01,수도권,S9,9,9호선,0364,신방화,4,4,S9,9,0056,공항시장,S9,9,0178,마곡나루,True,True,True
01,수도권,S9,9,9호선,0178,마곡나루,5,5,S9,9,0364,신방화,S9,9,0405,양천향교,True,True,True
01,수도권,S9,9,9호선,0405,양천향교,6,6,S9,9,0178,마곡나루,S9,9,0005,가양,True,True,True
01,수도권,S9,9,9호선,0005,가양,7,7,S9,9,0405,양천향교,S9,9,0531,증미,True,True,True
01,수도권,S9,9,9호선,0531,증미,8,8,S9,9,0005,가양,S9,9,0173,등촌,True,True,True
01,수도권,S9,9,9호선,0173,등촌,9,9,S9,9,0531,증미,S9,9,0419,염창,True,True,True
01,수도권,S9,9,9호선,0419,염창,10,10,S9,9,0173,등촌,S9,9,0362,신목동,True,True,True
01,수도권,S9,9,9호선,0362,신목동,11,11,S9,9,0419,염창,S9,9,0308,선유도,True,True,True
01,수도권,S9,9,9호선,0308,선유도,12,12,S9,9,0362,신목동,S9,9,0126,당산,True,True,True
01,수도권,S9,9,9호선,0126,당산,13,13,S9,9,0308,선유도,S9,9,0081,국회의사당,True,True,True
01,수도권,S9,9,9호선,0081,국회의사당,14,14,S9,9,0126,당산,S9,9,0412,여의도,True,True,True
01,수도권,S9,9,9호선,0412,여의도,15,15,S9,9,0081,국회의사당,S9,9,0286,샛강,True,True,True
01,수도권,S9,9,9호선,0286,샛강,16,16,S9,9,0412,여의도,S9,9,0114,노량진,True,True,True
01,수도권,S9,9,9호선,0114,노량진,17,17,S9,9,0286,샛강,S9,9,0113,노들,True,True,True
01,수도권,S9,9,9호선,0113,노들,18,18,S9,9,0114,노량진,S9,9,0610,흑석,True,True,True
01,수도권,S9,9,9호선,0610,흑석,19,19,S9,9,0113,노들,S9,9,0167,동작,True,True,True
01,수도권,S9,9,9호선,0167,동작,20,20,S9,9,0610,흑석,S9,9,0073,구반포,True,True,True
01,수도권,S9,9,9호선,0073,구반포,21,21,S9,9,0167,동작,S9,9,0363,신반포,True,True,True
01,수도권,S9,9,9호선,0363,신반포,22,22,S9,9,0073,구반포,S9,9,0048,고속터미널,True,True,True
01,수도권,S9,9,9호선,0048,고속터미널,23,23,S9,9,0363,신반포,S9,9,0259,사평,True,True,True
01,수도권,S9,9,9호선,0259,사평,24,24,S9,9,0048,고속터미널,S9,9,0354,신논현,True,True,True
01,수도권,S9,9,9호선,0354,신논현,25,25,S9,9,0259,사평,S9,9,0410,언주,True,True,True
01,수도권,S9,9,9호선,0410,언주,26,26,S9,9,0354,신논현,S9,9,0309,선정릉,True,True,True
01,수도권,S9,9,9호선,0309,선정릉,27,27,S9,9,0410,언주,S9,9,0267,삼성중앙,True,True,True
01,수도권,S9,9,9호선,0267,삼성중앙,28,28,S9,9,0309,선정릉,S9,9,0241,봉은사,True,True,True
01,수도권,S9,9,9호선,0241,봉은사,29,29,S9,9,0267,삼성중앙,S9,9,0518,종합운동장,True,True,True
01,수도권,S9,9,9호선,0518,종합운동장,30,30,S9,9,0241,봉은사,S9,9,1153,삼전,True,True,True
01,수도권,S9,9,9호선,1153,삼전,31,31,S9,9,0518,종합운동장,S9,9,1154,석촌고분,True,True,True
01,수도권,S9,9,9호선,1154,석촌고분,32,32,S9,9,1153,삼전,S9,9,0305,석촌,True,True,True
01,수도권,S9,9,9호선,0305,석촌,33,33,S9,9,1154,석촌고분,S9,9,1155,송파나루,True,True,True
01,수도권,S9,9,9호선,1155,송파나루,34,34,S9,9,0305,석촌,S9,9,1156,한성백제,True,True,True
01,수도권,S9,9,9호선,1156,한성백제,35,35,S9,9,1155,송파나루,S9,9,0438,올림픽공원,True,True,True
01,수도권,S9,9,9호선,0438,올림픽공원,36,36,S9,9,1156,한성백제,S9,9,1157,둔촌오륜,True,True,True
01,수도권,S9,9,9호선,1157,둔촌오륜,37,37,S9,9,0438,올림픽공원,S9,9,1158,중앙보훈병원,True,True,True
01,수도권,S9,9,9호선,1158,중앙보훈병원,38,38,S9,9,1157,둔촌오륜,,,,,True,True,True
