are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,grnd_dv_cd,grnd_dv_nm,stin_flor,floor_label,seq
01,수도권,S1,3,3호선,0464,을지로3가,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0563,충무로,2,지하,4,지하 4층,1
01,수도권,S1,3,3호선,0157,동대입구,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0157,동대입구,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0157,동대입구,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0397,약수,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0397,약수,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0093,금호,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0093,금호,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0434,옥수,1,지상,3,지상 3층,1
01,수도권,S1,3,3호선,0434,옥수,1,지상,4,지상 4층,2
01,수도권,S1,3,3호선,0392,압구정,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0392,압구정,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0365,신사,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0365,신사,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0500,잠원,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0500,잠원,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0048,고속터미널,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0048,고속터미널,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0048,고속터미널,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0068,교대,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0068,교대,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0068,교대,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0106,남부터미널,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0106,남부터미널,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0106,남부터미널,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0400,양재,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0400,양재,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0193,매봉,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0193,매봉,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0142,도곡,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0142,도곡,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0142,도곡,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0142,도곡,2,지하,4,지하 4층,4
01,수도권,S1,3,3호선,0136,대치,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0136,대치,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0136,대치,2,지하,4,지하 4층,3
01,수도권,S1,3,3호선,0583,학여울,2,지하,4,지하 4층,1
01,수도권,S1,3,3호선,0583,학여울,2,지하,5,지하 5층,2
01,수도권,S1,3,3호선,0135,대청,2,지하,2,지하 2층,1
01,수도권,S1,3,3호선,0135,대청,2,지하,3,지하 3층,2
01,수도권,S1,3,3호선,0494,일원,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0494,일원,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0494,일원,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0337,수서,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0337,수서,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0003,가락시장,2,지하,2,지하 2층,1
01,수도권,S1,3,3호선,0003,가락시장,2,지하,3,지하 3층,2
01,수도권,S1,3,3호선,0003,가락시장,2,지하,4,지하 4층,3
01,수도권,S1,3,3호선,0043,경찰병원,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0043,경찰병원,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0043,경찰병원,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0426,오금,2,지하,1,지하 1층,1
01,수도권,S1,3,3호선,0426,오금,2,지하,2,지하 2층,2
01,수도권,S1,3,3호선,0426,오금,2,지하,3,지하 3층,3
01,수도권,S1,3,3호선,0426,오금,2,지하,4,지하 4층,4
01,수도권,NU,4,4호선,1355,진접,1,지상,1,지상 1층,1
01,수도권,NU,4,4호선,1355,진접,2,지하,1,지하 1층,1
01,수도권,NU,4,4호선,1355,진접,2,지하,2,지하 2층,2
01,수도권,NU,4,4호선,1354,오남,1,지상,1,지상 1층,1
01,수도권,NU,4,4호선,1354,오남,2,지하,1,지하 1층,1
01,수도권,NU,4,4호선,1354,오남,2,지하,2,지하 2층,2
01,수도권,NU,4,4호선,1353,별내별가람,1,지상,1,지상 1층,1
01,수도권,NU,4,4호선,1353,별내별가람,2,지하,1,지하 1층,1
01,수도권,NU,4,4호선,1353,별내별가람,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0125,불암산,1,지상,1,지상 1층,1
01,수도권,S1,4,4호선,0125,불암산,1,지상,2,지상 2층,2
01,수도권,S1,4,4호선,0125,불암산,1,지상,3,지상 3층,3
01,수도권,S1,4,4호선,0272,상계,1,지상,1,지상 1층,1
01,수도권,S1,4,4호선,0272,상계,1,지상,2,지상 2층,2
01,수도권,S1,4,4호선,0272,상계,1,지상,3,지상 3층,3
01,수도권,S1,4,4호선,0115,노원,1,지상,2,지상 2층,1
01,수도권,S1,4,4호선,0115,노원,1,지상,3,지상 3층,2
01,수도권,S1,4,4호선,0541,창동,1,지상,2,지상 2층,1
01,수도권,S1,4,4호선,0541,창동,1,지상,3,지상 3층,2
01,수도권,S1,4,4호선,0380,쌍문,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0380,쌍문,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0340,수유,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0340,수유,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0211,미아,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0211,미아,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0212,미아사거리,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0212,미아사거리,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0096,길음,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0096,길음,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0315,성신여대입구,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0315,성신여대입구,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0587,한성대입구,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0587,한성대입구,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0594,혜화,1,지상,1,지상 1층,1
01,수도권,S1,4,4호선,0594,혜화,2,지하,2,지하 2층,1
01,수도권,S1,4,4호선,0155,동대문,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0155,동대문,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0155,동대문,2,지하,3,지하 3층,3
01,수도권,S1,4,4호선,0155,동대문,2,지하,4,지하 4층,4
01,수도권,S1,4,4호선,0156,동대문역사문화공원,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0156,동대문역사문화공원,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0156,동대문역사문화공원,2,지하,3,지하 3층,3
01,수도권,S1,4,4호선,0563,충무로,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0563,충무로,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0563,충무로,2,지하,3,지하 3층,3
01,수도권,S1,4,4호선,0197,명동,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0197,명동,2,지하,4,지하 4층,2
01,수도권,S1,4,4호선,0607,회현,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0607,회현,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0607,회현,2,지하,4,지하 4층,3
01,수도권,S1,4,4호선,0296,서울역,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0296,서울역,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0343,숙대입구,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0343,숙대입구,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0263,삼각지,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0263,삼각지,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0369,신용산,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0369,신용산,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0477,이촌,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0477,이촌,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0167,동작,1,지상,2,지상 2층,1
01,수도권,S1,4,4호선,0167,동작,1,지상,3,지상 3층,2
01,수도권,S1,4,4호선,0560,총신대입구,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0560,총신대입구,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0257,사당,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0257,사당,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0257,사당,2,지하,3,지하 3층,3
01,수도권,S1,4,4호선,0110,남태령,2,지하,1,지하 1층,1
01,수도권,S1,4,4호선,0110,남태령,2,지하,2,지하 2층,2
01,수도권,S1,4,4호선,0110,남태령,2,지하,3,지하 3층,3
01,수도권,KR,4,4호선,0307,선바위,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0307,선바위,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0039,경마공원,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0039,경마공원,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0129,대공원,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0129,대공원,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0058,과천,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0058,과천,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0509,정부과천청사,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0509,정부과천청사,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0480,인덕원,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0480,인덕원,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0578,평촌,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0578,평촌,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0578,평촌,2,지하,3,지하 3층,3
01,수도권,KR,4,4호선,0228,범계,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0228,범계,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0090,금정,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0090,금정,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0260,산본,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0260,산본,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0335,수리산,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0335,수리산,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0134,대야미,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0134,대야미,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0214,반월,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0214,반월,2,지하,1,지하 1층,1
01,수도권,KR,4,4호선,0214,반월,2,지하,2,지하 2층,2
01,수도권,KR,4,4호선,0275,상록수,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0275,상록수,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0586,한대앞,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0586,한대앞,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0529,중앙,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0529,중앙,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0049,고잔,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0049,고잔,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0559,초지,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0559,초지,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0388,안산,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0388,안산,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0352,능길,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0352,능길,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0510,정왕,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0510,정왕,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0433,오이도,1,지상,1,지상 1층,1
01,수도권,KR,4,4호선,0433,오이도,1,지상,2,지상 2층,2
01,수도권,KR,4,4호선,0433,오이도,1,지상,3,지상 3층,3
01,수도권,S1,5,5호선,0221,방화,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0221,방화,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0029,개화산,1,지상,1,지상 1층,1
01,수도권,S1,5,5호선,0029,개화산,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0029,개화산,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0099,김포공항,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0099,김포공항,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0099,김포공항,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0330,송정,2,지하,2,지하 2층,1
01,수도권,S1,5,5호선,0330,송정,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0177,마곡,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0177,마곡,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0217,발산,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0217,발산,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0449,우장산,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0449,우장산,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0599,화곡,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0599,화곡,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0100,까치산,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0100,까치산,2,지하,5,지하 5층,2
01,수도권,S1,5,5호선,0372,신정,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0372,신정,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0372,신정,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0203,목동,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0203,목동,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0429,오목교,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0429,오목교,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0429,오목교,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0316,양평,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0316,양평,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0316,양평,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0316,양평,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0421,영등포구청,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0421,영등포구청,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0421,영등포구청,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0421,영등포구청,2,지하,4,지하 4층,4
01,수도권,S1,5,5호선,0421,영등포구청,2,지하,5,지하 5층,5
01,수도권,S1,5,5호선,0422,영등포시장,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0422,영등포시장,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0422,영등포시장,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0422,영등포시장,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0422,영등포시장,2,지하,6,지하 6층,5
01,수도권,S1,5,5호선,0351,신길,2,지하,3,지하 3층,1
01,수도권,S1,5,5호선,0351,신길,2,지하,4,지하 4층,2
01,수도권,S1,5,5호선,0412,여의도,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0412,여의도,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0412,여의도,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0412,여의도,2,지하,4,지하 4층,4
01,수도권,S1,5,5호선,0411,여의나루,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0411,여의나루,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0411,여의나루,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0411,여의나루,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0185,마포,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0185,마포,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0185,마포,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0185,마포,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0054,공덕,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0054,공덕,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0054,공덕,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0394,애오개,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0394,애오개,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0394,애오개,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0564,충정로,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0564,충정로,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0564,충정로,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0564,충정로,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0289,서대문,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0289,서대문,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0289,서대문,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0066,광화문,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0066,광화문,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0066,광화문,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0066,광화문,2,지하,4,지하 4층,4
01,수도권,S1,5,5호선,0515,종로3가,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0515,종로3가,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0515,종로3가,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0515,종로3가,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0465,을지로4가,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0465,을지로4가,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0465,을지로4가,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0465,을지로4가,2,지하,4,지하 4층,4
01,수도권,S1,5,5호선,0465,을지로4가,2,지하,5,지하 5층,5
01,수도권,S1,5,5호선,0156,동대문역사문화공원,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0156,동대문역사문화공원,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0156,동대문역사문화공원,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0156,동대문역사문화공원,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0549,청구,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0549,청구,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0549,청구,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0350,신금호,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0350,신금호,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0350,신금호,2,지하,8,지하 8층,3
01,수도권,S1,5,5호선,0592,행당,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0592,행당,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0592,행당,2,지하,4,지하 4층,3
01,수도권,S1,5,5호선,0592,행당,2,지하,5,지하 5층,4
01,수도권,S1,5,5호선,0441,왕십리,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0441,왕십리,2,지하,5,지하 5층,2
01,수도권,S1,5,5호선,0182,마장,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0182,마장,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0182,마장,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0124,답십리,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0124,답십리,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0124,답십리,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0505,장한평,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0505,장한평,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0505,장한평,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0082,군자,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0082,군자,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0385,아차산,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0385,아차산,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0385,아차산,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0062,광나루,2,지하,2,지하 2층,1
01,수도권,S1,5,5호선,0062,광나루,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0546,천호,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0546,천호,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0020,강동,2,지하,3,지하 3층,1
01,수도권,S1,5,5호선,0020,강동,2,지하,4,지하 4층,2
01,수도권,S1,5,5호선,0095,길동,2,지하,2,지하 2층,1
01,수도권,S1,5,5호선,0095,길동,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0086,굽은다리,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0086,굽은다리,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0198,명일,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0198,명일,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0046,고덕,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0046,고덕,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0281,상일동,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0281,상일동,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0436,강일,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0436,강일,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0436,강일,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0475,미사,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0475,미사,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0478,하남풍산,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0478,하남풍산,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0482,하남시청,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0482,하남시청,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0489,하남검단산역,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0489,하남검단산역,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0489,하남검단산역,2,지하,3,지하 3층,3
01,수도권,S1,5,5호선,0172,둔촌동,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0172,둔촌동,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0438,올림픽공원,2,지하,2,지하 2층,1
01,수도권,S1,5,5호선,0438,올림픽공원,2,지하,3,지하 3층,2
01,수도권,S1,5,5호선,0219,방이,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0219,방이,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0426,오금,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0426,오금,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0025,개롱,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0025,개롱,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0030,거여,2,지하,1,지하 1층,1
01,수도권,S1,5,5호선,0030,거여,2,지하,2,지하 2층,2
01,수도권,S1,5,5호선,0184,마천,2,지하,2,지하 2층,1
01,수도권,S1,5,5호선,0184,마천,2,지하,4,지하 4층,2
01,수도권,S1,6,6호선,0468,응암,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0468,응암,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0416,역촌,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0416,역촌,2,지하,4,지하 4층,2
01,수도권,S1,6,6호선,0255,불광,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0255,불광,2,지하,4,지하 4층,2
01,수도권,S1,6,6호선,0151,독바위,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0151,독바위,2,지하,6,지하 6층,2
01,수도권,S1,6,6호선,0418,연신내,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0418,연신내,2,지하,5,지하 5층,2
01,수도권,S1,6,6호선,0074,구산,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0074,구산,2,지하,4,지하 4층,2
01,수도권,S1,6,6호선,0285,새절,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0285,새절,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0532,증산,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0532,증산,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0174,디지털미디어시티,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0174,디지털미디어시티,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0462,월드컵경기장,2,지하,2,지하 2층,1
01,수도권,S1,6,6호선,0462,월드컵경기장,2,지하,3,지하 3층,2
01,수도권,S1,6,6호선,0186,마포구청,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0186,마포구청,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0186,마포구청,2,지하,3,지하 3층,3
01,수도권,S1,6,6호선,0189,망원,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0189,망원,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0591,합정,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0591,합정,2,지하,4,지하 4층,2
01,수도권,S1,6,6호선,0278,상수,2,지하,2,지하 2층,1
01,수도권,S1,6,6호선,0278,상수,2,지하,3,지하 3층,2
01,수도권,S1,6,6호선,0067,광흥창,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0067,광흥창,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0067,광흥창,2,지하,3,지하 3층,3
01,수도권,S1,6,6호선,0138,대흥,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0138,대흥,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0138,대흥,2,지하,3,지하 3층,3
01,수도권,S1,6,6호선,0054,공덕,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0054,공덕,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0609,효창공원앞,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0609,효창공원앞,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0609,효창공원앞,2,지하,3,지하 3층,3
01,수도권,S1,6,6호선,0263,삼각지,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0263,삼각지,2,지하,3,지하 3층,2
01,수도권,S1,6,6호선,0263,삼각지,2,지하,4,지하 4층,3
01,수도권,S1,6,6호선,0117,녹사평,2,지하,1,지하 1층,1
01,수도권,S1,6,6호선,0117,녹사평,2,지하,2,지하 2층,2
01,수도권,S1,6,6호선,0117,녹사평,2,지하,4,지하 4층,3
