station_id,ln_nm,stin_nm,source,floor_notation,corroborated,from_floor,to_floor,floor_span,direction,conveyance,conveyance_nm,label
KR_1_1370,1호선,연천,move_path,inline,1,1F,2F,1,up,EV,엘리베이터,"1,2번 출입구 지상1층 엘리베이터"
KR_1_1370,1호선,연천,move_path,inline,0,3F,1F,2,down,EV,엘리베이터,인천(전곡)방면 지상3층 엘리베이터
KR_1_1370,1호선,연천,move_path,inline,1,1F,2F,1,up,EV,엘리베이터,3번 출입구 지상1층 엘리베이터
KR_1_1370,1호선,연천,move_path,inline,1,1F,2F,1,up,EV,엘리베이터,4번 출입구 지상1층 엘리베이터
KR_1_1370,1호선,연천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[5호기]1,2번출입구"
KR_1_1370,1호선,연천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[3호기]전철승강장5-1
KR_1_1370,1호선,연천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기]4번출입구
KR_1_1370,1호선,연천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기]3번출입구
KR_1_1370,1호선,연천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기]승강장위치없음(저상홈)
KR_1_1369,1호선,전곡,move_path,inline,1,3F,1F,2,down,EV,엘리베이터,1번 출입구 옆 엘리베이터
KR_1_1369,1호선,전곡,move_path,inline,1,3F,1F,2,down,EV,엘리베이터,2/3번 출입구 옆 엘리베이터
KR_1_1369,1호선,전곡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,"[3호기](1F)연천역방향승강장5-4,청산역방향승강장6-1출입문앞,(3F)표내는곳내5,6호기에스컬레이터앞"
KR_1_1369,1호선,전곡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[4호기](1F)1번출입구근처옆(3F)대합실내역무실옆
KR_1_1369,1호선,전곡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[2호기](1F)1번출입구근처옆(3F)대합실내역무실옆
KR_1_1369,1호선,전곡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,"[1호기](1F)1번출입구근처(3F)1번출입구,연결통로,대합실입구"
KR_1_1368,1호선,청산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[1호기](1F)게이트안,(2F)하행승강장5-4"
KR_1_1368,1호선,청산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[2호기](1F)게이트안,(2F)상행승강장5-4"
KR_1_0324,1호선,소요산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)맞이방이동통로3-4출입문앞
KR_1_0158,1호선,동두천,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,1번 출입구 옆 엘리베이터
KR_1_0158,1호선,동두천,move_path,paren,1,3F,1F,2,down,EV,엘리베이터,소요산 방면 엘리베이터
KR_1_0158,1호선,동두천,move_path,paren,1,3F,1F,2,down,EV,엘리베이터,보산 방면 엘리베이터
KR_1_0158,1호선,동두천,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,2번 출입구 옆 엘리베이터
KR_1_0158,1호선,동두천,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[5호기](1F)2번출입구방향
KR_1_0158,1호선,동두천,facility_span,,1,3F,1F,2,down,EV,엘리베이터,"[2호기](1F)1,2번승강장6-3"
KR_1_0158,1호선,동두천,facility_span,,1,3F,1F,2,down,EV,엘리베이터,"[3호기](1F)3,4번승강장5-3"
KR_1_0158,1호선,동두천,facility_span,,1,3F,1F,2,down,EV,엘리베이터,"[4호기](1F)저상홈7번,8번승강장중간"
KR_1_0158,1호선,동두천,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[1호기](1F)1번출입구방향
KR_1_0235,1호선,보산,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,동두천 방면 엘리베이터
KR_1_0235,1호선,보산,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,동두천중앙 방면 엘리베이터
KR_1_0235,1호선,보산,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[2호기](1F)1번출입구앞(2F)맞이방통로앞(3F)소요산행승강장
KR_1_0235,1호선,보산,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[1호기](1F)2번출입구앞(2F)맞이방화장실앞(3F)인천행승강장
KR_1_0159,1호선,동두천중앙,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[2호기](1F)4번출입구방향
KR_1_0159,1호선,동두천중앙,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[1호기](1F)4번출입구방향
KR_1_0538,1호선,지행,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,동두천중앙 방면 엘리베이터(2호기)
KR_1_0538,1호선,지행,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,덕정 방면 엘리베이터(1호기)
KR_1_0538,1호선,지행,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기]4번출구옆
KR_1_0538,1호선,지행,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기]1번출구옆
KR_1_0141,1호선,덕정,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기]1F(1번출입구방향)2F(지행역방향승강장5-3출입문앞)
KR_1_0141,1호선,덕정,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기]1F(1번출입구방향)2F(덕계역방향승강장4-2출입문앞)
KR_1_0139,1호선,덕계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)개집표구를지나왼쪽(2F)소요산방면승강장5-3출입문앞
KR_1_0139,1호선,덕계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)개집표구를지나왼쪽(2F)인천방면승강장6-2출입문앞
KR_1_0403,1호선,양주,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,덕계 방면 엘리베이터
KR_1_0403,1호선,양주,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,녹양 방면 엘리베이터
KR_1_0403,1호선,양주,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)표내는곳(2F)상행승강장
KR_1_0403,1호선,양주,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)표내는곳(2F)하행승강장
KR_1_0118,1호선,녹양,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)남부게이트옆
KR_1_0118,1호선,녹양,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)남부소요산계단옆
KR_1_0002,1호선,가능,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)하행방면남쪽게이트-(2F)녹양역방향승강장6-4출입문앞
KR_1_0002,1호선,가능,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)상행방면남쪽게이트-(2F)의정부역방향승강장5-1출입문앞
KR_1_0470,1호선,의정부,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,1번 출입구 옆 엘리베이터
KR_1_0470,1호선,의정부,move_path,paren,1,3F,1F,2,down,EV,엘리베이터,가능 방면 엘리베이터
KR_1_0470,1호선,의정부,move_path,paren,1,3F,1F,2,down,EV,엘리베이터,회룡 방면 엘리베이터
KR_1_0470,1호선,의정부,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,3번 출입구 옆 엘리베이터
KR_1_0470,1호선,의정부,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,4번 출입구 옆 엘리베이터
KR_1_0470,1호선,의정부,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,6번 출입구 옆 엘리베이터
KR_1_0470,1호선,의정부,move_path,paren,1,1F,3F,2,up,EV,엘리베이터,7번 출입구 옆 엘리베이터
KR_1_0470,1호선,의정부,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[8호기](1F)가능역방향승강장10-4계단뒤
KR_1_0470,1호선,의정부,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[2호기](1F)가능역방향승강장2-1출입문앞
KR_1_0470,1호선,의정부,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[3호기](1F)회룡역방향승강장10-1출입문앞
KR_1_0470,1호선,의정부,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[6호기](1F)4번출입구방향
KR_1_0470,1호선,의정부,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[7호기](1F)회룡역방향승강장1-1계단뒤
KR_1_0470,1호선,의정부,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[1호기](1F)저상홈
KR_1_0470,1호선,의정부,facility_span,,1,1F,B2,2,down,EV,엘리베이터,[5호기](B2)8번출입구방향
KR_1_0470,1호선,의정부,facility_span,,1,1F,B2,2,down,EV,엘리베이터,[4호기](B2)8번출입구방향
KR_1_0606,1호선,회룡,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,1번 출입구 옆 엘리베이터
KR_1_0606,1호선,회룡,move_path,paren,1,2F,1F,1,down,EV,엘리베이터,의정부 방면 엘리베이터(2호기)
KR_1_0606,1호선,회룡,move_path,paren,1,2F,1F,1,down,EV,엘리베이터,망월사 방면 엘리베이터(1호기)
KR_1_0606,1호선,회룡,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,2번 출입구 옆 엘리베이터
KR_1_0606,1호선,회룡,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,3번 출입구 옆 엘리베이터
KR_1_0606,1호선,회룡,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,대합실 방면 엘리베이터
KR_1_0606,1호선,회룡,move_path,paren,1,2F,1F,1,down,EV,엘리베이터,의정부 방면 엘리베이터
KR_1_0606,1호선,회룡,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,1호선 대합실 방향 엘리베이터
KR_1_0606,1호선,회룡,move_path,,,2F,2F,0,same,PASSAGE,환승통로,표 내는 곳 옆 환승통로 이동
KR_1_0606,1호선,회룡,move_path,paren,0,2F,3F,1,up,EV,엘리베이터,의정부 범골 방면 엘리베이터
KR_1_0606,1호선,회룡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[3호기](1F)3번출입구북쪽20M지점
KR_1_0606,1호선,회룡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[2호기](1F)의정부역방향승강장3-4출입문앞
KR_1_0606,1호선,회룡,facility_span,,1,3F,1F,2,down,EV,엘리베이터,[1호기](1F)망월사역방향승강장7-2출입문앞
KR_1_0606,1호선,회룡,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기](1F)5번출입구계단옆
KR_1_0190,1호선,망월사,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[3호기]소요산게이트안쪽
KR_1_0190,1호선,망월사,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기]역무실옆
KR_1_0190,1호선,망월사,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기]화장실옆
KR_1_0190,1호선,망월사,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기]인천게이트안쪽
KR_1_0146,1호선,도봉산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[5호기](1F)7호선수락산방향승강장2-3출입문앞(2F)표내는곳내7호선환승계단근처
KR_1_0146,1호선,도봉산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[3호기](1F)망월사방향승강장9-2출입문앞(2F)표내는곳내1,2번승강장방향계단앞"
KR_1_0146,1호선,도봉산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)3번출입구뒤/(2F)3번출입구방향맞이방입구
KR_1_0146,1호선,도봉산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)1번출입구뒤/(2F)1번출입구방향맞이방입구
KR_1_0146,1호선,도봉산,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[4호기](1F)도봉방향승강장2-2출입문앞(2F)표내는곳내3,4번승강장방향계단앞"
KR_1_0145,1호선,도봉,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[2호기](2F)도봉산방향승강장9-4출입문앞(1F)2,3번출입구근처"
KR_1_0145,1호선,도봉,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[3호기](2F)방학방향승강장4-4출입문앞(1F)2,3번출입구근처"
KR_1_0145,1호선,도봉,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](2F)도봉산방향승강장2-1출입문앞(1F)1번출입구옆
KR_1_0220,1호선,방학,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,1번 출입구 근처 엘리베이터
KR_1_0220,1호선,방학,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,3번 출입구 근처 엘리베이터
KR_1_0220,1호선,방학,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,2번 출입구 근처 엘리베이터
KR_1_0220,1호선,방학,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[3호기]상행남부타는곳((2-1앞)
KR_1_0220,1호선,방학,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기]하행남부타는곳(9-4앞)
KR_1_0220,1호선,방학,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기]상행북부타는곳(9-4앞)
KR_1_0220,1호선,방학,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기]하행북부타는곳(2-1앞)
KR_1_0541,1호선,창동,move_path,paren,0,1F,2F,1,up,EV,엘리베이터,1번 출입구 옆 엘리베이터
KR_1_0541,1호선,창동,move_path,,,2F,2F,0,same,PASSAGE,환승통로,이동통로로 이동
KR_1_0541,1호선,창동,move_path,paren,0,2F,1F,1,down,WCLF,휠체어리프트,방학 방면 휠체어리프트
KR_1_0541,1호선,창동,move_path,paren,0,2F,1F,1,down,WCLF,휠체어리프트,녹천 방면 휠체어리프트
KR_1_0541,1호선,창동,move_path,paren,0,1F,2F,1,up,EV,엘리베이터,2번 출입구 옆 엘리베이터
KR_1_0541,1호선,창동,move_path,paren,0,1F,3F,2,up,WCLF,휠체어리프트,이동통로 방향 휠체어리프트
KR_1_0541,1호선,창동,move_path,,,3F,3F,0,same,PASSAGE,환승통로,이동통로로 이동
KR_1_0541,1호선,창동,move_path,paren,0,3F,2F,1,down,WCLF,휠체어리프트,대합실 방향 휠체어리프트
KR_1_0541,1호선,창동,move_path,paren,0,2F,3F,1,up,EV,엘리베이터,4호선 노원 방면 엘리베이터
KR_1_0541,1호선,창동,move_path,paren,0,2F,3F,1,up,EV,엘리베이터,4호선 쌍문 방면 엘리베이터
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[6호기](1F)3번출입구옆(2F)3번출입구계단앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)2번출입구옆(2F)맞이방표내는곳앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)1번출입구옆(2F)맞이방표내는곳앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[8호기](1F)4번출입구옆(2F)4번출입구계단앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[7호기](1F)창동역방향10-4출입문옆(2F)창동역방향승강장계단앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[3호기](1F)월계역방향승강장10-4출입문옆(2F)월계역방향승강장계단앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[5호기](1F)월계역방향승강장1-1출입문옆(2F)월계역방향승강장계단앞
KR_1_0119,1호선,녹천,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기](1F)창동역방향승강장1-1출입문옆(2F)창동역방향승강장계단앞
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[7호기](1F)4번출입구계단뒤(2F)남부맞이방
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[3호기](1F)1번출입구계단뒤(2F)1번출입구2층계단앞,한내교출입구옆"
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[2호기](1)소요산방항승강장1-1출입문앞(2)에스컬레이터2호기,소요산방향승강장계단앞"
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[1호기](1)인천방항승강장10-4출입문앞(2)에스컬레이터1호기,인천방향승강장계단앞"
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[8호기](1F)인천방항승강장계단뒤(2F)남부맞이방표내는곳,인천방향승강장2층계단옆"
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[4호기](1F)2번출입구계단근처(2F)2번출입구2층계단앞,1번/2번출입구사이복도"
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,"[6호기](1F)소요산방항승강장계단뒤여자화장실맞은편(2F)남부맞이방표내는곳,소요산방향승강장2층계단옆"
KR_1_0459,1호선,월계,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[5호기](1F)3번출입구계단뒤(2F)남부맞이방
KR_1_0065,1호선,광운대,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[1호기]소요산방면4호차옆
KR_1_0300,1호선,석계,move_path,inline,0,B1,2F,2,up,EV,엘리베이터,역 출입구 진입 후 엘리베이터
KR_1_0300,1호선,석계,move_path,,,1F,1F,0,same,PASSAGE,환승통로,6호선 환승통로 이동
KR_1_0300,1호선,석계,move_path,inline,0,1F,B2,2,down,WCLF,휠체어리프트,휠체어리프트 이용 지상 1층으로 이동
KR_1_0300,1호선,석계,move_path,,,B2,B2,0,same,PASSAGE,환승통로,6호선 환승통로 이동
KR_1_0300,1호선,석계,move_path,inline,0,B2,B3,1,down,WCLF,휠체어리프트,휠체어리프트 이용 지하 2층으로 이동
KR_1_0300,1호선,석계,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[1호기]대합실중앙
KR_1_0371,1호선,신이문,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기](1F)5번출입구옆(2F)표내는곳
KR_1_0371,1호선,신이문,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[3호기](1F)3번출입구옆(2F)맞이방
KR_1_0371,1호선,신이문,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기](1F)2번출입구옆(2F)표내는곳
KR_1_0371,1호선,신이문,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](1F)1번출입구옆(2F)표내는곳
KR_1_0442,1호선,외대앞,move_path,inline,0,1F,2F,1,up,EV,엘리베이터,"3번, 5번출입구 지상 1층 엘리베이터"
KR_1_0604,1호선,회기,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,1번 출입구 옆 엘리베이터
KR_1_0604,1호선,회기,move_path,paren,1,2F,1F,1,down,EV,엘리베이터,1호선 승강장 방향 엘리베이터
KR_1_0604,1호선,회기,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,2번 출입구 옆 엘리베이터
KR_1_0604,1호선,회기,move_path,paren,1,1F,2F,1,up,EV,엘리베이터,대합실 방향 엘리베이터
KR_1_0604,1호선,회기,move_path,paren,1,2F,1F,1,down,EV,엘리베이터,경의중앙선 승강장 방향 엘리베이터
KR_1_0604,1호선,회기,move_path,paren,1,2F,1F,1,down,EV,엘리베이터,경춘선 승강장 방향 엘리베이터
KR_1_0604,1호선,회기,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기]자유통로(2층)<->외부(경희대1번출구)
KR_1_0604,1호선,회기,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[2호기]자유통로(2층)<->외부(삼육대2번출구)
KR_1_0604,1호선,회기,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[3호기]맞이방(2층)<->경원승강장(1층)
KR_1_0604,1호선,회기,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[4호기]맞이방(2층)<->중앙선승강장(1층)
S1_1_0552,1호선,청량리,move_path,inline,1,1F,B2,2,down,EV,엘리베이터,2번 출입구 지상 엘리베이터
S1_1_0552,1호선,청량리,move_path,inline,0,B2,B1,1,up,EV,엘리베이터,내부 엘리베이터
S1_1_0552,1호선,청량리,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[2호기]2번출구측
S1_1_0552,1호선,청량리,facility_span,,1,1F,B2,2,down,EV,엘리베이터,[1호기]6번출구측
S1_1_0512,1호선,제기동,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,1번 출입구 옆 엘리베이터
S1_1_0512,1호선,제기동,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,청량리 방면 엘리베이터
S1_1_0512,1호선,제기동,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,신설동 방면 엘리베이터
S1_1_0512,1호선,제기동,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[3호기]1번출구측
S1_1_0512,1호선,제기동,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[2호기]신설동방면2-1
S1_1_0512,1호선,제기동,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[1호기]청량리방면9-4
S1_1_0367,1호선,신설동,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,2번/3번 출입구 사이 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,제기동 방면 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,4번/5번 출입구 사이 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,동묘앞 방면 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B2,B1,1,up,EV,엘리베이터,1호선 제기동 방면 대합실 방향 내부 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B1,1F,1,up,EV,엘리베이터,2번/3번 출입구 사이 외부 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,0,1F,B2,2,down,EV,엘리베이터,9번 출입구 부근 2호선 용두 방면 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B2,B1,1,up,EV,엘리베이터,1호선 동묘앞 방면 대합실 방향 내부 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B1,1F,1,up,EV,엘리베이터,4번/5번 출입구 사이 외부 엘리베이터
S1_1_0367,1호선,신설동,move_path,paren,1,B2,B1,1,up,WCLF,휠체어리프트,대합실 방향 휠체어리프트
S1_1_0367,1호선,신설동,move_path,,,B1,B1,0,same,PASSAGE,환승통로,우이신설선 방향 환승통로로 이동
S1_1_0367,1호선,신설동,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,우이신설선 보문 방면 엘리베이터
S1_1_0367,1호선,신설동,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[3호기]1번출구측
S1_1_0367,1호선,신설동,facility_span,,1,1F,B1,1,down,EV,엘리베이터,"[5호기]4,5번출구사이"
S1_1_0367,1호선,신설동,facility_span,,1,1F,B1,1,down,EV,엘리베이터,"[4호기]2,3번출구사이"
S1_1_0367,1호선,신설동,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[1호기]제기동방면3-4
S1_1_0367,1호선,신설동,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[2호기]동묘앞방면8-1
S1_1_0161,1호선,동묘앞,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,승강장 방향 엘리베이터
S1_1_0161,1호선,동묘앞,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,이동통로 방향 엘리베이터
S1_1_0161,1호선,동묘앞,move_path,,,B2,B2,0,same,PASSAGE,환승통로,이동통로로 이동
S1_1_0161,1호선,동묘앞,move_path,paren,1,B2,B1,1,up,EV,엘리베이터,동대문 방면 엘리베이터
S1_1_0161,1호선,동묘앞,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,3번 출입구 옆 엘리베이터
S1_1_0161,1호선,동묘앞,move_path,paren,1,B2,B1,1,up,EV,엘리베이터,신설동 방면 엘리베이터
S1_1_0161,1호선,동묘앞,move_path,,,B2,B2,0,same,PASSAGE,환승통로,환승통로로 이동
S1_1_0161,1호선,동묘앞,move_path,paren,0,B2,B3,1,down,EV,엘리베이터,6호선 승강장 방향 엘리베이터
S1_1_0161,1호선,동묘앞,facility_span,,1,4F,B1,4,down,EV,엘리베이터,[1호기]신설동방면6-2
S1_1_0161,1호선,동묘앞,facility_span,,1,3F,2F,1,down,EV,엘리베이터,[1호기](B1-F4)본관건물(상)6-2
S1_1_0161,1호선,동묘앞,facility_span,,1,2F,1F,1,down,EV,엘리베이터,[1호기](B1-F4)본관건물(상)6-2
S1_1_0161,1호선,동묘앞,facility_span,,1,1F,B1,1,down,EV,엘리베이터,"[6호기]1,10번출구사이"
S1_1_0161,1호선,동묘앞,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[7호기]3번출구측
S1_1_0161,1호선,동묘앞,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[3호기]신설동방면4-8
S1_1_0161,1호선,동묘앞,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[5호기]동대문(1)방면1-2
S1_1_0161,1호선,동묘앞,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[4호기]동대문(1)방면7-3
S1_1_0161,1호선,동묘앞,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[2호기]신설동방면10-3
S1_1_0155,1호선,동대문,move_path,inline,1,B1,B2,1,down,EV,엘리베이터,1번 출입구 근처 엘리베이터
S1_1_0155,1호선,동대문,move_path,inline,1,B1,B2,1,down,EV,엘리베이터,종로5가 방면 엘리베이터
S1_1_0155,1호선,동대문,move_path,,,B1,B1,0,same,PASSAGE,환승통로,환승통로 이용
S1_1_0155,1호선,동대문,move_path,inline,0,B1,B4,3,down,EV,엘리베이터,엘리베이터
S1_1_0155,1호선,동대문,facility_span,,1,1F,B1,1,down,EV,엘리베이터,[3호기]6번출구측
S1_1_0155,1호선,동대문,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[1호기]동묘앞방면10-4
S1_1_0155,1호선,동대문,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[2호기]종로5가방면2-1
S1_1_0517,1호선,종로5가,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,8번 출입구 옆 엘리베이터
S1_1_0517,1호선,종로5가,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,동대문 방면 엘리베이터
S1_1_0517,1호선,종로5가,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,종로3가 방면 엘리베이터
S1_1_0517,1호선,종로5가,facility_span,,1,1F,B1,1,down,EV,엘리베이터,"[3호기]8,9번(지하상가)출구사이"
S1_1_0517,1호선,종로5가,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[2호기]종로3가방면3-2
S1_1_0517,1호선,종로5가,facility_span,,1,B1,B2,1,down,EV,엘리베이터,[1호기]동대문(1)방면8-3
S1_1_0515,1호선,종로3가,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,2-1번 출입구 옆 엘리베이터
S1_1_0515,1호선,종로3가,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,종로5가 방면 엘리베이터
S1_1_0515,1호선,종로3가,move_path,paren,1,B1,B2,1,down,EV,엘리베이터,종각 방면 엘리베이터
S1_1_0515,1호선,종로3가,move_path,paren,1,1F,B1,1,down,EV,엘리베이터,12번 출입구 옆 엘리베이터
S1_1_0515,1호선,종로3가,move_path,,,B2,B2,0,same,PASSAGE,환승통로,3호선 대합실 방향 환승통로로 이동
S1_1_0515,1호선,종로3가,move_path,paren,0,B2,B4,2,down,EV,엘리베이터,3호선 승강장 방향 엘리베이터
S1_1_0515,1호선,종로3가,move_path,paren,1,B2,B1,1,up,EV,엘리베이터,1호선 대합실 방향 엘리베이터
S1_1_0515,1호선,종로3가,move_path,paren,0,B2,B3,1,down,EV,엘리베이터,3호선 승강장 방향 엘리베이터
S1_1_0515,1호선,종로3가,move_path,,,B3,B3,0,same,PASSAGE,환승통로,5호선 대합실 방향 환승통로로 이동
