are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,plf_no,plf_tp_nm,run_dir_tmn_stin_nm,next_stin_nm,screen_door,safety_footboard,platform_crossable,braille_block,braille_sign
01,수도권,KR,3,3호선,0179,마두,2,섬식,,백석,●,●,●,×,×
01,수도권,KR,3,3호선,0224,백석,1,상대식,,마두,×,●,●,×,×
01,수도권,KR,3,3호선,0224,백석,2,상대식,,대곡,×,●,●,×,×
01,수도권,KR,3,3호선,0128,대곡,1,상대식,,백석,●,●,●,×,×
01,수도권,KR,3,3호선,0128,대곡,2,상대식,,화정,●,●,●,×,×
01,수도권,KR,3,3호선,0603,화정,1,상대식,,대곡,●,●,●,×,×
01,수도권,KR,3,3호선,0603,화정,2,상대식,,원당,●,●,●,×,×
01,수도권,KR,3,3호선,0456,원당,1,상대식,,화정,●,●,●,×,×
01,수도권,KR,3,3호선,0456,원당,2,상대식,,원흥,●,●,●,×,×
01,수도권,KR,3,3호선,0036,원흥,1,상대식,,원당,●,●,●,×,×
01,수도권,KR,3,3호선,0036,원흥,2,상대식,,삼송,●,●,●,×,×
01,수도권,KR,3,3호선,0268,삼송,1,상대식,,원흥,×,×,×,×,×
01,수도권,KR,3,3호선,0268,삼송,2,상대식,,삼송,×,×,×,×,×
01,수도권,S1,3,3호선,0536,지축,1,섬식,,지축,●,●,●,×,×
01,수도권,S1,3,3호선,0536,지축,2,섬식,오금,구파발,●,●,●,×,×
01,수도권,S1,3,3호선,0078,구파발,1,섬식,,지축,●,●,●,×,×
01,수도권,S1,3,3호선,0078,구파발,2,섬식,오금,연신내,●,●,●,×,×
01,수도권,S1,3,3호선,0418,연신내,1,섬식,,구파발,●,●,●,×,×
01,수도권,S1,3,3호선,0418,연신내,2,섬식,오금,불광,●,●,●,×,×
01,수도권,S1,3,3호선,0255,불광,1,상대식,,연신내,●,●,×,×,×
01,수도권,S1,3,3호선,0255,불광,2,상대식,오금,녹번,●,●,×,×,×
01,수도권,S1,3,3호선,0116,녹번,1,섬식,,불광,●,●,●,×,×
01,수도권,S1,3,3호선,0116,녹번,2,섬식,오금,홍제,●,●,●,×,×
01,수도권,S1,3,3호선,0597,홍제,1,섬식,,녹번,●,●,●,×,×
01,수도권,S1,3,3호선,0597,홍제,2,섬식,오금,무악재,●,●,●,×,×
01,수도권,S1,3,3호선,0205,무악재,1,상대식,,홍제,●,●,●,×,×
01,수도권,S1,3,3호선,0205,무악재,2,상대식,오금,독립문,●,●,●,×,×
01,수도권,S1,3,3호선,0150,독립문,1,섬식,,무악재,●,●,●,×,×
01,수도권,S1,3,3호선,0150,독립문,2,섬식,오금,경복궁,●,●,●,×,×
01,수도권,S1,3,3호선,0040,경복궁,1,섬식,,독립문,●,●,●,×,×
01,수도권,S1,3,3호선,0040,경복궁,2,섬식,오금,안국,●,●,●,×,×
01,수도권,S1,3,3호선,0387,안국,1,섬식,,경복궁,●,●,●,×,×
01,수도권,S1,3,3호선,0387,안국,2,섬식,오금,종로3가,●,●,●,×,×
01,수도권,S1,3,3호선,0515,종로3가,1,섬식,,안국,●,●,●,×,×
01,수도권,S1,3,3호선,0515,종로3가,2,섬식,오금,을지로3가,●,●,●,×,×
01,수도권,S1,3,3호선,0464,을지로3가,1,섬식,,종로3가,●,●,●,×,×
01,수도권,S1,3,3호선,0464,을지로3가,2,섬식,오금,충무로,●,●,●,×,×
01,수도권,S1,3,3호선,0563,충무로,1,섬식,,을지로3가,●,●,●,×,×
01,수도권,S1,3,3호선,0563,충무로,2,섬식,오금,동대입구,●,●,●,×,×
01,수도권,S1,3,3호선,0157,동대입구,1,섬식,,충무로,●,●,●,×,×
01,수도권,S1,3,3호선,0157,동대입구,2,섬식,오금,약수,●,●,●,×,×
01,수도권,S1,3,3호선,0397,약수,1,섬식,,동대입구,●,●,●,×,×
01,수도권,S1,3,3호선,0397,약수,2,섬식,오금,금호,●,●,●,×,×
01,수도권,S1,3,3호선,0093,금호,1,섬식,,약수,●,●,●,×,×
01,수도권,S1,3,3호선,0093,금호,2,섬식,오금,옥수,●,●,●,×,×
01,수도권,S1,3,3호선,0434,옥수,1,상대식,,금호,●,●,●,×,×
01,수도권,S1,3,3호선,0434,옥수,2,상대식,오금,압구정,●,●,●,×,×
01,수도권,S1,3,3호선,0392,압구정,1,상대식,,옥수,●,●,×,×,×
01,수도권,S1,3,3호선,0392,압구정,2,상대식,오금,신사,●,●,×,×,×
01,수도권,S1,3,3호선,0365,신사,1,상대식,,압구정,●,●,×,×,×
01,수도권,S1,3,3호선,0365,신사,2,상대식,오금,잠원,●,●,×,×,×
01,수도권,S1,3,3호선,0500,잠원,1,상대식,,신사,●,●,●,×,×
01,수도권,S1,3,3호선,0500,잠원,2,상대식,오금,고속터미널,●,●,●,×,×
01,수도권,S1,3,3호선,0048,고속터미널,1,상대식,,잠원,●,●,●,×,×
01,수도권,S1,3,3호선,0048,고속터미널,2,상대식,오금,교대,●,●,●,×,×
01,수도권,S1,3,3호선,0068,교대,1,섬식,,고속터미널,●,●,●,×,×
01,수도권,S1,3,3호선,0068,교대,2,섬식,오금,남부터미널,●,●,●,×,×
01,수도권,S1,3,3호선,0106,남부터미널,1,상대식,,교대,●,●,●,×,×
01,수도권,S1,3,3호선,0106,남부터미널,2,상대식,오금,양재,●,●,●,×,×
01,수도권,S1,3,3호선,0400,양재,1,상대식,,남부터미널,●,●,●,×,×
01,수도권,S1,3,3호선,0400,양재,2,상대식,오금,매봉,●,●,●,×,×
01,수도권,S1,3,3호선,0193,매봉,1,상대식,,양재,●,●,●,×,×
01,수도권,S1,3,3호선,0193,매봉,2,상대식,오금,도곡,●,●,●,×,×
01,수도권,S1,3,3호선,0142,도곡,1,상대식,,매봉,●,●,●,×,×
01,수도권,S1,3,3호선,0142,도곡,2,상대식,오금,대치,●,●,●,×,×
01,수도권,S1,3,3호선,0136,대치,1,섬식,,도곡,●,●,●,×,×
01,수도권,S1,3,3호선,0136,대치,2,섬식,오금,학여울,●,●,●,×,×
01,수도권,S1,3,3호선,0583,학여울,1,상대식,,대치,●,●,●,×,×
01,수도권,S1,3,3호선,0583,학여울,2,상대식,오금,대청,●,●,●,×,×
01,수도권,S1,3,3호선,0135,대청,1,상대식,,학여울,●,●,×,×,×
01,수도권,S1,3,3호선,0135,대청,2,상대식,오금,일원,●,●,×,×,×
01,수도권,S1,3,3호선,0494,일원,1,상대식,,대청,●,●,×,×,×
01,수도권,S1,3,3호선,0494,일원,2,상대식,오금,수서,●,●,×,×,×
01,수도권,S1,3,3호선,0337,수서,1,1섬 1상대식,오금,일원,●,●,●,×,×
01,수도권,S1,3,3호선,0337,수서,2,1섬 1상대식,오금,가락시장,●,●,●,×,×
01,수도권,S1,3,3호선,0003,가락시장,1,상대식,,수서,●,●,●,×,×
01,수도권,S1,3,3호선,0003,가락시장,2,상대식,오금,경찰병원,●,●,●,×,×
01,수도권,S1,3,3호선,0043,경찰병원,1,상대식,,가락시장,●,●,●,×,×
01,수도권,S1,3,3호선,0043,경찰병원,2,상대식,오금,오금,●,●,●,×,×
01,수도권,S1,3,3호선,0426,오금,1,상대식,,경찰병원,●,●,×,×,×
01,수도권,S1,3,3호선,0426,오금,2,상대식,오금,오금,●,●,×,×,×
01,수도권,S1,4,4호선,0125,불암산,1,상대식,불암산,불암산,●,●,×,×,×
01,수도권,S1,4,4호선,0125,불암산,2,상대식,,상계,●,●,×,×,×
01,수도권,S1,4,4호선,0272,상계,1,상대식,불암산,불암산,●,●,●,×,×
01,수도권,S1,4,4호선,0272,상계,2,상대식,,노원,●,●,●,×,×
01,수도권,S1,4,4호선,0115,노원,1,상대식,불암산,상계,●,●,●,×,×
01,수도권,S1,4,4호선,0115,노원,2,상대식,,창동,●,●,●,×,×
01,수도권,S1,4,4호선,0541,창동,1,상대식,불암산,노원,●,●,●,×,×
01,수도권,S1,4,4호선,0541,창동,2,상대식,,쌍문,●,●,●,×,×
01,수도권,S1,4,4호선,0380,쌍문,1,상대식,불암산,창동,●,●,×,×,×
01,수도권,S1,4,4호선,0380,쌍문,2,상대식,,수유,●,●,×,×,×
01,수도권,S1,4,4호선,0340,수유,1,상대식,불암산,쌍문,●,●,×,×,×
01,수도권,S1,4,4호선,0340,수유,2,상대식,,미아,●,●,×,×,×
01,수도권,S1,4,4호선,0211,미아,1,상대식,불암산,수유,●,●,×,×,×
01,수도권,S1,4,4호선,0211,미아,2,상대식,,미아사거리,●,●,×,×,×
01,수도권,S1,4,4호선,0212,미아사거리,1,상대식,불암산,미아,●,●,×,×,×
01,수도권,S1,4,4호선,0212,미아사거리,2,상대식,,길음,●,●,×,×,×
01,수도권,S1,4,4호선,0096,길음,1,섬식,불암산,미아사거리,●,●,●,×,×
01,수도권,S1,4,4호선,0096,길음,2,섬식,,성신여대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0315,성신여대입구,1,상대식,불암산,길음,●,●,●,×,×
01,수도권,S1,4,4호선,0315,성신여대입구,2,상대식,,한성대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0587,한성대입구,1,섬식,불암산,성신여대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0587,한성대입구,2,섬식,,혜화,●,●,●,×,×
01,수도권,S1,4,4호선,0594,혜화,1,상대식,불암산,한성대입구,●,●,×,×,×
01,수도권,S1,4,4호선,0594,혜화,2,상대식,,동대문,●,●,×,×,×
01,수도권,S1,4,4호선,0155,동대문,1,섬식,불암산,혜화,●,●,●,×,×
01,수도권,S1,4,4호선,0155,동대문,2,섬식,,동대문역사문화공원,●,●,●,×,×
01,수도권,S1,4,4호선,0156,동대문역사문화공원,1,섬식,불암산,동대문,●,●,●,×,×
01,수도권,S1,4,4호선,0156,동대문역사문화공원,2,섬식,,충무로,●,●,●,×,×
01,수도권,S1,4,4호선,0563,충무로,1,상대식,불암산,동대문역사문화공원,●,●,●,×,×
01,수도권,S1,4,4호선,0563,충무로,2,상대식,,명동,●,●,●,×,×
01,수도권,S1,4,4호선,0197,명동,1,섬식,불암산,충무로,●,●,●,×,×
01,수도권,S1,4,4호선,0197,명동,2,섬식,,회현,●,●,●,×,×
01,수도권,S1,4,4호선,0607,회현,1,섬식,불암산,명동,●,●,●,×,×
01,수도권,S1,4,4호선,0607,회현,2,섬식,,서울역,●,●,●,×,×
01,수도권,S1,4,4호선,0296,서울역,1,섬식,불암산,회현,●,●,●,×,×
01,수도권,S1,4,4호선,0296,서울역,2,섬식,,숙대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0343,숙대입구,1,상대식,불암산,서울역,●,●,×,×,×
01,수도권,S1,4,4호선,0343,숙대입구,2,상대식,,삼각지,●,●,×,×,×
01,수도권,S1,4,4호선,0263,삼각지,1,상대식,불암산,숙대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0263,삼각지,2,상대식,,신용산,●,●,●,×,×
01,수도권,S1,4,4호선,0369,신용산,1,상대식,불암산,삼각지,●,●,×,×,×
01,수도권,S1,4,4호선,0369,신용산,2,상대식,,이촌,●,●,×,×,×
01,수도권,S1,4,4호선,0477,이촌,1,상대식,불암산,신용산,●,●,●,×,×
01,수도권,S1,4,4호선,0477,이촌,2,상대식,,동작,●,●,●,×,×
01,수도권,S1,4,4호선,0167,동작,1,상대식,불암산,이촌,●,●,●,×,×
01,수도권,S1,4,4호선,0167,동작,2,상대식,,총신대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0560,총신대입구,1,상대식,불암산,동작,●,●,●,×,×
01,수도권,S1,4,4호선,0560,총신대입구,2,상대식,,사당,●,●,●,×,×
01,수도권,S1,4,4호선,0257,사당,1,섬식,불암산,총신대입구,●,●,●,×,×
01,수도권,S1,4,4호선,0257,사당,2,섬식,,남태령,●,●,●,×,×
01,수도권,S1,4,4호선,0110,남태령,1,섬식,불암산,사당,●,●,●,×,×
01,수도권,S1,4,4호선,0110,남태령,2,섬식,,남태령,●,●,●,×,×
01,수도권,KR,4,4호선,0307,선바위,1,상대식,,선바위,●,●,×,×,×
01,수도권,KR,4,4호선,0307,선바위,2,상대식,,경마공원,●,●,×,×,×
01,수도권,KR,4,4호선,0039,경마공원,1,상대식,,선바위,●,●,×,×,×
01,수도권,KR,4,4호선,0039,경마공원,2,상대식,,대공원,●,●,×,×,×
01,수도권,KR,4,4호선,0129,대공원,1,상대식,,경마공원,×,●,●,×,×
01,수도권,KR,4,4호선,0129,대공원,2,상대식,,과천,×,●,●,×,×
01,수도권,KR,4,4호선,0058,과천,1,상대식,,대공원,●,●,●,×,×
01,수도권,KR,4,4호선,0058,과천,2,상대식,,정부과천청사,●,●,●,×,×
01,수도권,KR,4,4호선,0509,정부과천청사,1,상대식,,과천,●,●,●,×,×
01,수도권,KR,4,4호선,0509,정부과천청사,2,상대식,,인덕원,●,●,●,×,×
01,수도권,KR,4,4호선,0480,인덕원,1,상대식,,정부과천청사,●,●,×,×,×
01,수도권,KR,4,4호선,0480,인덕원,2,상대식,,평촌,●,●,×,×,×
01,수도권,KR,4,4호선,0578,평촌,1,상대식,,인덕원,●,●,●,×,×
01,수도권,KR,4,4호선,0578,평촌,2,상대식,,범계,●,●,●,×,×
01,수도권,KR,4,4호선,0228,범계,1,상대식,,평촌,●,×,×,×,×
01,수도권,KR,4,4호선,0228,범계,2,상대식,,금정,●,×,×,×,×
01,수도권,KR,4,4호선,0090,금정,1,섬식,,범계,●,●,●,×,×
01,수도권,KR,4,4호선,0090,금정,2,섬식,,산본,●,●,●,×,×
01,수도권,KR,4,4호선,0260,산본,1,상대식,,금정,●,●,●,×,×
01,수도권,KR,4,4호선,0260,산본,2,상대식,,수리산,●,●,●,×,×
01,수도권,KR,4,4호선,0335,수리산,1,상대식,,산본,×,●,●,×,×
01,수도권,KR,4,4호선,0335,수리산,2,상대식,,대야미,×,●,●,×,×
01,수도권,KR,4,4호선,0134,대야미,1,상대식,,수리산,×,●,●,×,×
01,수도권,KR,4,4호선,0134,대야미,2,상대식,,반월,×,●,●,×,×
01,수도권,KR,4,4호선,0214,반월,1,상대식,,대야미,×,●,●,×,×
01,수도권,KR,4,4호선,0214,반월,2,상대식,,상록수,×,●,●,×,×
01,수도권,KR,4,4호선,0275,상록수,1,상대식,,반월,●,●,●,×,×
01,수도권,KR,4,4호선,0275,상록수,2,상대식,,한대앞,●,●,●,×,×
01,수도권,KR,4,4호선,0586,한대앞,1,상대식,,상록수,×,●,●,×,×
01,수도권,KR,4,4호선,0586,한대앞,2,상대식,,중앙,×,●,●,×,×
01,수도권,KR,4,4호선,0529,중앙,1,상대식,,한대앞,×,●,●,×,×
01,수도권,KR,4,4호선,0529,중앙,2,상대식,,고잔,×,●,●,×,×
01,수도권,KR,4,4호선,0049,고잔,1,상대식,,중앙,×,×,●,×,×
01,수도권,KR,4,4호선,0049,고잔,2,상대식,,초지,×,×,●,×,×
01,수도권,KR,4,4호선,0559,초지,1,상대식,,고잔,×,×,●,×,×
01,수도권,KR,4,4호선,0559,초지,2,상대식,,안산,×,×,●,×,×
01,수도권,KR,4,4호선,0388,안산,1,상대식,,초지,●,●,●,×,×
01,수도권,KR,4,4호선,0388,안산,2,상대식,,능길,●,●,●,×,×
01,수도권,KR,4,4호선,0352,능길,1,상대식,,안산,×,●,●,×,×
01,수도권,KR,4,4호선,0352,능길,2,상대식,,정왕,×,●,●,×,×
01,수도권,KR,4,4호선,0510,정왕,1,상대식,,능길,×,●,●,×,×
01,수도권,KR,4,4호선,0510,정왕,2,상대식,,오이도,×,●,●,×,×
01,수도권,KR,4,4호선,0433,오이도,1,상대식,,정왕,×,●,●,×,×
01,수도권,KR,4,4호선,0433,오이도,2,상대식,,오이도,×,●,●,×,×
01,수도권,S1,5,5호선,0221,방화,1,1섬 1상대식,방화,방화,●,●,●,×,×
01,수도권,S1,5,5호선,0221,방화,2,1섬 1상대식,하남풍산,개화산,●,●,●,×,×
01,수도권,S1,5,5호선,0029,개화산,1,상대식,방화,방화,●,●,●,×,×
01,수도권,S1,5,5호선,0029,개화산,2,상대식,하남풍산,김포공항,●,●,●,×,×
01,수도권,S1,5,5호선,0099,김포공항,1,상대식,방화,개화산,●,●,×,×,×
01,수도권,S1,5,5호선,0099,김포공항,2,상대식,하남풍산,송정,●,●,×,×,×
01,수도권,S1,5,5호선,0330,송정,1,상대식,방화,김포공항,●,●,●,×,×
01,수도권,S1,5,5호선,0330,송정,2,상대식,하남풍산,마곡,●,●,●,×,×
01,수도권,S1,5,5호선,0177,마곡,1,상대식,방화,송정,●,×,●,×,×
01,수도권,S1,5,5호선,0177,마곡,2,상대식,하남풍산,발산,●,×,●,×,×
01,수도권,S1,5,5호선,0217,발산,1,상대식,방화,마곡,●,●,×,×,×
01,수도권,S1,5,5호선,0217,발산,2,상대식,하남풍산,우장산,●,●,×,×,×
01,수도권,S1,5,5호선,0449,우장산,1,상대식,방화,발산,●,×,×,×,×
01,수도권,S1,5,5호선,0449,우장산,2,상대식,하남풍산,화곡,●,×,×,×,×
01,수도권,S1,5,5호선,0599,화곡,1,섬식,방화,우장산,●,×,●,×,×
01,수도권,S1,5,5호선,0599,화곡,2,섬식,하남풍산,까치산,●,×,●,×,×
01,수도권,S1,5,5호선,0100,까치산,1,상대식,방화,화곡,●,×,●,×,×
01,수도권,S1,5,5호선,0100,까치산,2,상대식,하남풍산,신정,●,×,●,×,×
01,수도권,S1,5,5호선,0372,신정,1,상대식,방화,까치산,●,●,●,×,×
01,수도권,S1,5,5호선,0372,신정,2,상대식,하남풍산,목동,●,●,●,×,×
01,수도권,S1,5,5호선,0203,목동,1,상대식,방화,신정,●,●,●,×,×
01,수도권,S1,5,5호선,0203,목동,2,상대식,하남풍산,오목교,●,●,●,×,×
01,수도권,S1,5,5호선,0429,오목교,1,상대식,방화,목동,●,●,×,×,×
01,수도권,S1,5,5호선,0429,오목교,2,상대식,하남풍산,양평,●,●,×,×,×
01,수도권,S1,5,5호선,0316,양평,1,상대식,방화,오목교,●,×,●,×,×
01,수도권,S1,5,5호선,0316,양평,2,상대식,하남풍산,영등포구청,●,×,●,×,×
01,수도권,S1,5,5호선,0421,영등포구청,1,상대식,방화,양평,●,●,●,×,×
01,수도권,S1,5,5호선,0421,영등포구청,2,상대식,하남풍산,영등포시장,●,●,●,×,×
01,수도권,S1,5,5호선,0422,영등포시장,1,상대식,방화,영등포구청,●,×,●,×,×
01,수도권,S1,5,5호선,0422,영등포시장,2,상대식,하남풍산,신길,●,×,●,×,×
01,수도권,S1,5,5호선,0351,신길,1,상대식,방화,영등포시장,●,●,●,×,×
01,수도권,S1,5,5호선,0351,신길,2,상대식,하남풍산,여의도,●,●,●,×,×
01,수도권,S1,5,5호선,0412,여의도,1,상대식,방화,신길,●,●,●,×,×
01,수도권,S1,5,5호선,0412,여의도,2,상대식,하남풍산,여의나루,●,●,●,×,×
01,수도권,S1,5,5호선,0411,여의나루,1,섬식,방화,여의도,●,●,●,×,×
01,수도권,S1,5,5호선,0411,여의나루,2,섬식,하남풍산,마포,●,●,●,×,×
01,수도권,S1,5,5호선,0185,마포,1,섬식,방화,여의나루,●,×,●,×,×
01,수도권,S1,5,5호선,0185,마포,2,섬식,하남풍산,공덕,●,×,●,×,×
01,수도권,S1,5,5호선,0054,공덕,1,섬식,방화,마포,●,●,●,×,×
01,수도권,S1,5,5호선,0054,공덕,2,섬식,하남풍산,애오개,●,●,●,×,×
01,수도권,S1,5,5호선,0394,애오개,1,상대식,방화,공덕,●,●,●,×,×
01,수도권,S1,5,5호선,0394,애오개,2,상대식,마천,충정로,●,●,●,×,×
01,수도권,S1,5,5호선,0564,충정로,1,섬식,방화,애오개,●,●,●,×,×
01,수도권,S1,5,5호선,0564,충정로,2,섬식,마천,서대문,●,●,●,×,×
01,수도권,S1,5,5호선,0289,서대문,1,섬식,방화,충정로,●,●,●,×,×
01,수도권,S1,5,5호선,0289,서대문,2,섬식,마천,광화문,●,●,●,×,×
01,수도권,S1,5,5호선,0066,광화문,1,섬식,방화,서대문,●,●,●,×,×
01,수도권,S1,5,5호선,0066,광화문,2,섬식,마천,종로3가,●,●,●,×,×
01,수도권,S1,5,5호선,0515,종로3가,1,섬식,방화,광화문,●,×,●,×,×
01,수도권,S1,5,5호선,0515,종로3가,2,섬식,마천,을지로4가,●,×,●,×,×
01,수도권,S1,5,5호선,0465,을지로4가,1,섬식,방화,종로3가,●,●,●,×,×
01,수도권,S1,5,5호선,0465,을지로4가,2,섬식,마천,동대문역사문화공원,●,●,●,×,×
01,수도권,S1,5,5호선,0156,동대문역사문화공원,1,섬식,방화,을지로4가,●,●,●,×,×
01,수도권,S1,5,5호선,0156,동대문역사문화공원,2,섬식,마천,청구,●,●,●,×,×
01,수도권,S1,5,5호선,0549,청구,1,섬식,방화,동대문역사문화공원,●,●,●,×,×
01,수도권,S1,5,5호선,0549,청구,2,섬식,마천,신금호,●,●,●,×,×
01,수도권,S1,5,5호선,0350,신금호,1,섬식,방화,청구,●,●,●,×,×
01,수도권,S1,5,5호선,0350,신금호,2,섬식,마천,행당,●,●,●,×,×
01,수도권,S1,5,5호선,0592,행당,1,상대식,방화,신금호,●,●,●,×,×
01,수도권,S1,5,5호선,0592,행당,2,상대식,마천,왕십리,●,●,●,×,×
01,수도권,S1,5,5호선,0441,왕십리,1,상대식,방화,행당,●,●,●,×,×
01,수도권,S1,5,5호선,0441,왕십리,2,상대식,마천,마장,●,●,●,×,×
01,수도권,S1,5,5호선,0182,마장,1,상대식,방화,왕십리,●,×,●,×,×
01,수도권,S1,5,5호선,0182,마장,2,상대식,마천,답십리,●,×,●,×,×
01,수도권,S1,5,5호선,0124,답십리,1,상대식,방화,마장,●,●,×,×,×
01,수도권,S1,5,5호선,0124,답십리,2,상대식,마천,장한평,●,●,×,×,×
01,수도권,S1,5,5호선,0505,장한평,1,섬식,방화,답십리,●,×,●,×,×
01,수도권,S1,5,5호선,0505,장한평,2,섬식,마천,군자,●,×,●,×,×
01,수도권,S1,5,5호선,0082,군자,1,섬식,방화,장한평,●,●,●,×,×
01,수도권,S1,5,5호선,0082,군자,2,섬식,마천,아차산,●,●,●,×,×
01,수도권,S1,5,5호선,0385,아차산,1,상대식,방화,군자,●,●,●,×,×
01,수도권,S1,5,5호선,0385,아차산,2,상대식,마천,광나루,●,●,●,×,×
01,수도권,S1,5,5호선,0062,광나루,1,상대식,방화,아차산,●,×,●,×,×
01,수도권,S1,5,5호선,0062,광나루,2,상대식,마천,천호,●,×,●,×,×
01,수도권,S1,5,5호선,0546,천호,1,상대식,방화,광나루,●,●,●,×,×
01,수도권,S1,5,5호선,0546,천호,2,상대식,마천,강동,●,●,●,×,×
01,수도권,S1,5,5호선,0020,강동,1,1섬 1상대식,방화,천호,●,×,●,×,×
01,수도권,S1,5,5호선,0020,강동,2,1섬 1상대식,하남풍산,길동·둔촌동,●,×,●,×,×
01,수도권,S1,5,5호선,0095,길동,1,상대식,방화,강동,●,×,●,×,×
01,수도권,S1,5,5호선,0095,길동,2,상대식,마천,굽은다리,●,×,●,×,×
01,수도권,S1,5,5호선,0086,굽은다리,1,상대식,방화,길동,●,●,●,×,×
01,수도권,S1,5,5호선,0086,굽은다리,2,상대식,하남풍산,명일,●,●,●,×,×
01,수도권,S1,5,5호선,0198,명일,1,상대식,방화,굽은다리,●,×,●,×,×
01,수도권,S1,5,5호선,0198,명일,2,상대식,하남풍산,고덕,●,×,●,×,×
01,수도권,S1,5,5호선,0046,고덕,1,상대식,방화,명일,●,×,●,×,×
01,수도권,S1,5,5호선,0046,고덕,2,상대식,하남풍산,상일동,●,×,●,×,×
01,수도권,S1,5,5호선,0281,상일동,1,1섬 1상대식,방화,고덕,●,×,●,×,×
01,수도권,S1,5,5호선,0281,상일동,2,1섬 1상대식,하남풍산,강일,●,×,●,×,×
01,수도권,S1,5,5호선,0436,강일,1,상대식,방화,상일동,●,×,●,×,×
01,수도권,S1,5,5호선,0436,강일,2,상대식,하남풍산,미사,●,×,●,×,×
01,수도권,S1,5,5호선,0475,미사,1,상대식,방화,강일,●,×,●,×,×
01,수도권,S1,5,5호선,0475,미사,2,상대식,하남풍산,하남풍산,●,×,●,×,×
01,수도권,S1,5,5호선,0478,하남풍산,1,상대식,방화,미사,●,×,●,×,×
01,수도권,S1,5,5호선,0478,하남풍산,2,상대식,하남풍산,하남시청,●,×,●,×,×
01,수도권,S1,5,5호선,0482,하남시청,1,상대식,방화,하남풍산,●,×,●,×,×
01,수도권,S1,5,5호선,0482,하남시청,2,상대식,하남풍산,하남검단산역,●,×,●,×,×
01,수도권,S1,5,5호선,0489,하남검단산역,1,상대식,방화,하남시청,●,×,●,×,×
01,수도권,S1,5,5호선,0489,하남검단산역,2,상대식,하남풍산,하남검단산역,●,×,●,×,×
01,수도권,S1,5,5호선,0172,둔촌동,1,상대식,방화,강동,●,×,●,×,×
01,수도권,S1,5,5호선,0172,둔촌동,2,상대식,마천,올림픽공원,●,×,●,×,×
01,수도권,S1,5,5호선,0438,올림픽공원,1,상대식,방화,둔촌동,●,×,●,×,×
01,수도권,S1,5,5호선,0438,올림픽공원,2,상대식,마천,방이,●,×,●,×,×
01,수도권,S1,5,5호선,0219,방이,1,상대식,방화,올림픽공원,●,×,●,×,×
01,수도권,S1,5,5호선,0219,방이,2,상대식,마천,오금,●,×,●,×,×
01,수도권,S1,5,5호선,0426,오금,1,상대식,방화,방이,●,×,●,×,×
01,수도권,S1,5,5호선,0426,오금,2,상대식,마천,개롱,●,×,●,×,×
01,수도권,S1,5,5호선,0025,개롱,1,상대식,방화,오금,●,×,●,×,×
01,수도권,S1,5,5호선,0025,개롱,2,상대식,마천,거여,●,×,●,×,×
01,수도권,S1,5,5호선,0030,거여,1,상대식,방화,개롱,●,●,●,×,×
01,수도권,S1,5,5호선,0030,거여,2,상대식,마천,마천,●,●,●,×,×
01,수도권,S1,5,5호선,0184,마천,1,상대식,방화,거여,●,●,●,×,×
01,수도권,S1,5,5호선,0184,마천,2,상대식,마천,마천,●,●,●,×,×
01,수도권,S1,6,6호선,0468,응암,1,섬식,응암,응암,●,●,●,×,×
01,수도권,S1,6,6호선,0468,응암,2,섬식,신내,역촌,●,●,●,×,×
01,수도권,S1,6,6호선,0416,역촌,1,1섬 1상대식,응암,응암,●,×,●,×,×
01,수도권,S1,6,6호선,0416,역촌,2,1섬 1상대식,신내,불광,●,×,●,×,×
01,수도권,S1,6,6호선,0255,불광,1,1섬 1상대식,응암,역촌,●,●,×,×,×
01,수도권,S1,6,6호선,0255,불광,2,1섬 1상대식,신내,독바위,●,●,×,×,×
01,수도권,S1,6,6호선,0151,독바위,1,1섬 1상대식,응암,불광,●,●,●,×,×
01,수도권,S1,6,6호선,0151,독바위,2,1섬 1상대식,신내,연신내,●,●,●,×,×
01,수도권,S1,6,6호선,0418,연신내,1,1섬 1상대식,응암,독바위,●,●,×,×,×
01,수도권,S1,6,6호선,0418,연신내,2,1섬 1상대식,신내,구산,●,●,×,×,×
01,수도권,S1,6,6호선,0074,구산,1,1섬 1상대식,응암,연신내,●,●,●,×,×
01,수도권,S1,6,6호선,0074,구산,2,1섬 1상대식,신내,새절,●,●,●,×,×
01,수도권,S1,6,6호선,0285,새절,1,1섬 1상대식,응암,구산,●,×,●,×,×
01,수도권,S1,6,6호선,0285,새절,2,1섬 1상대식,신내,증산,●,×,●,×,×
01,수도권,S1,6,6호선,0532,증산,1,상대식,응암,새절,●,×,●,×,×
01,수도권,S1,6,6호선,0532,증산,2,상대식,신내,디지털미디어시티,●,×,●,×,×
01,수도권,S1,6,6호선,0174,디지털미디어시티,1,상대식,응암,증산,●,×,●,×,×
01,수도권,S1,6,6호선,0174,디지털미디어시티,2,상대식,신내,월드컵경기장,●,×,●,×,×
