are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,plf_no,plf_tp_nm,run_dir_tmn_stin_nm,next_stin_nm,screen_door,safety_footboard,platform_crossable,braille_block,braille_sign
01,수도권,S1,6,6호선,0462,월드컵경기장,1,상대식,응암,디지털미디어시티,●,●,●,×,×
01,수도권,S1,6,6호선,0462,월드컵경기장,2,상대식,신내,마포구청,●,●,●,×,×
01,수도권,S1,6,6호선,0186,마포구청,1,상대식,응암,월드컵경기장,●,×,●,×,×
01,수도권,S1,6,6호선,0186,마포구청,2,상대식,신내,망원,●,×,●,×,×
01,수도권,S1,6,6호선,0189,망원,1,상대식,응암,마포구청,●,×,●,×,×
01,수도권,S1,6,6호선,0189,망원,2,상대식,신내,합정,●,×,●,×,×
01,수도권,S1,6,6호선,0591,합정,1,상대식,응암,망원,●,●,●,×,×
01,수도권,S1,6,6호선,0591,합정,2,상대식,신내,상수,●,●,●,×,×
01,수도권,S1,6,6호선,0278,상수,1,섬식,응암,합정,●,×,●,×,×
01,수도권,S1,6,6호선,0278,상수,2,섬식,신내,광흥창,●,×,●,×,×
01,수도권,S1,6,6호선,0067,광흥창,1,섬식,응암,상수,●,×,●,×,×
01,수도권,S1,6,6호선,0067,광흥창,2,섬식,신내,대흥,●,×,●,×,×
01,수도권,S1,6,6호선,0138,대흥,1,섬식,응암,광흥창,●,×,●,×,×
01,수도권,S1,6,6호선,0138,대흥,2,섬식,신내,공덕,●,×,●,×,×
01,수도권,S1,6,6호선,0054,공덕,1,상대식,응암,대흥,●,×,●,×,×
01,수도권,S1,6,6호선,0054,공덕,2,상대식,신내,효창공원앞,●,×,●,×,×
01,수도권,S1,6,6호선,0609,효창공원앞,1,섬식,응암,공덕,●,×,●,×,×
01,수도권,S1,6,6호선,0609,효창공원앞,2,섬식,신내,삼각지,●,×,●,×,×
01,수도권,S1,6,6호선,0263,삼각지,1,섬식,응암,효창공원앞,●,×,●,×,×
01,수도권,S1,6,6호선,0263,삼각지,2,섬식,신내,녹사평,●,×,●,×,×
01,수도권,S1,6,6호선,0117,녹사평,1,섬식,응암,삼각지,●,●,●,×,×
01,수도권,S1,6,6호선,0117,녹사평,2,섬식,신내,이태원,●,●,●,×,×
01,수도권,S1,6,6호선,0479,이태원,1,섬식,응암,녹사평,●,●,●,×,×
01,수도권,S1,6,6호선,0479,이태원,2,섬식,신내,한강진,●,●,●,×,×
01,수도권,S1,6,6호선,0584,한강진,1,상대식,응암,이태원,●,×,●,×,×
01,수도권,S1,6,6호선,0584,한강진,2,상대식,신내,버티고개,●,×,●,×,×
01,수도권,S1,6,6호선,0227,버티고개,1,상대식,응암,한강진,●,×,●,×,×
01,수도권,S1,6,6호선,0227,버티고개,2,상대식,신내,약수,●,×,●,×,×
01,수도권,S1,6,6호선,0397,약수,1,상대식,응암,버티고개,●,×,●,×,×
01,수도권,S1,6,6호선,0397,약수,2,상대식,신내,청구,●,×,●,×,×
01,수도권,S1,6,6호선,0549,청구,1,상대식,응암,약수,●,×,●,×,×
01,수도권,S1,6,6호선,0549,청구,2,상대식,신내,신당,●,×,●,×,×
01,수도권,S1,6,6호선,0356,신당,1,섬식,응암,청구,●,×,●,×,×
01,수도권,S1,6,6호선,0356,신당,2,섬식,신내,동묘앞,●,×,●,×,×
01,수도권,S1,6,6호선,0161,동묘앞,1,섬식,응암,신당,●,×,●,×,×
01,수도권,S1,6,6호선,0161,동묘앞,2,섬식,신내,창신,●,×,●,×,×
01,수도권,S1,6,6호선,0542,창신,1,섬식,응암,동묘앞,●,●,●,×,×
01,수도권,S1,6,6호선,0542,창신,2,섬식,신내,보문,●,●,●,×,×
01,수도권,S1,6,6호선,0234,보문,1,섬식,응암,창신,●,×,●,×,×
01,수도권,S1,6,6호선,0234,보문,2,섬식,신내,안암,●,×,●,×,×
01,수도권,S1,6,6호선,0389,안암,1,상대식,응암,보문,●,×,●,×,×
01,수도권,S1,6,6호선,0389,안암,2,상대식,신내,고려대,●,×,●,×,×
01,수도권,S1,6,6호선,0047,고려대,1,상대식,응암,안암,●,●,●,×,×
01,수도권,S1,6,6호선,0047,고려대,2,상대식,신내,월곡,●,●,●,×,×
01,수도권,S1,6,6호선,0460,월곡,1,상대식,응암,고려대,●,●,●,×,×
01,수도권,S1,6,6호선,0460,월곡,2,상대식,신내,상월곡,●,●,●,×,×
01,수도권,S1,6,6호선,0280,상월곡,1,1섬 1상대식,응암,월곡,●,×,●,×,×
01,수도권,S1,6,6호선,0280,상월곡,2,1섬 1상대식,신내,돌곶이,●,×,●,×,×
01,수도권,S1,6,6호선,0154,돌곶이,1,상대식,응암,상월곡,●,×,●,×,×
01,수도권,S1,6,6호선,0154,돌곶이,2,상대식,신내,석계,●,×,●,×,×
01,수도권,S1,6,6호선,0300,석계,1,섬식,응암,돌곶이,●,×,●,×,×
01,수도권,S1,6,6호선,0300,석계,2,섬식,신내,태릉입구,●,×,●,×,×
01,수도권,S1,6,6호선,0568,태릉입구,1,상대식,응암,석계,●,×,●,×,×
01,수도권,S1,6,6호선,0568,태릉입구,2,상대식,신내,화랑대,●,×,●,×,×
01,수도권,S1,6,6호선,0600,화랑대,1,상대식,응암,태릉입구,●,×,●,×,×
01,수도권,S1,6,6호선,0600,화랑대,2,상대식,신내,봉화산,●,×,●,×,×
01,수도권,S1,6,6호선,0243,봉화산,1,1섬 1상대식,응암,화랑대,●,×,●,×,×
01,수도권,S1,6,6호선,0243,봉화산,2,1섬 1상대식,신내,신내,●,×,●,×,×
01,수도권,S1,6,6호선,0353,신내,1,섬식,응암,봉화산,●,×,×,×,×
01,수도권,S1,6,6호선,0353,신내,2,섬식,신내,신내,●,×,×,×,×
01,수도권,S1,7,7호선,0503,장암,1,1섬 1상대식,장암,장암,●,×,●,×,×
01,수도권,S1,7,7호선,0503,장암,2,1섬 1상대식,,도봉산,●,×,●,×,×
01,수도권,S1,7,7호선,0146,도봉산,1,상대식,장암,장암,●,●,●,×,×
01,수도권,S1,7,7호선,0146,도봉산,2,상대식,,수락산,●,●,●,×,×
01,수도권,S1,7,7호선,0334,수락산,1,1섬 1상대식,장암,도봉산,●,●,●,×,×
01,수도권,S1,7,7호선,0334,수락산,2,1섬 1상대식,,마들,●,●,●,×,×
01,수도권,S1,7,7호선,0180,마들,1,섬식,장암,수락산,●,●,●,×,×
01,수도권,S1,7,7호선,0180,마들,2,섬식,,노원,●,●,●,×,×
01,수도권,S1,7,7호선,0115,노원,1,섬식,장암,마들,●,●,●,×,×
01,수도권,S1,7,7호선,0115,노원,2,섬식,,중계,●,●,●,×,×
01,수도권,S1,7,7호선,0524,중계,1,섬식,장암,노원,●,●,●,×,×
01,수도권,S1,7,7호선,0524,중계,2,섬식,,하계,●,●,●,×,×
01,수도권,S1,7,7호선,0581,하계,1,섬식,장암,중계,●,●,●,×,×
01,수도권,S1,7,7호선,0581,하계,2,섬식,,공릉,●,●,●,×,×
01,수도권,S1,7,7호선,0055,공릉,1,상대식,장암,하계,●,●,●,×,×
01,수도권,S1,7,7호선,0055,공릉,2,상대식,,태릉입구,●,●,●,×,×
01,수도권,S1,7,7호선,0568,태릉입구,1,상대식,장암,공릉,●,●,●,×,×
01,수도권,S1,7,7호선,0568,태릉입구,2,상대식,,먹골,●,●,●,×,×
01,수도권,S1,7,7호선,0195,먹골,1,상대식,장암,태릉입구,●,●,×,×,×
01,수도권,S1,7,7호선,0195,먹골,2,상대식,,중화,●,●,×,×,×
01,수도권,S1,7,7호선,0530,중화,1,상대식,장암,먹골,●,●,●,×,×
01,수도권,S1,7,7호선,0530,중화,2,상대식,,상봉,●,●,●,×,×
01,수도권,S1,7,7호선,0276,상봉,1,상대식,장암,중화,●,●,●,×,×
01,수도권,S1,7,7호선,0276,상봉,2,상대식,,면목,●,●,●,×,×
01,수도권,S1,7,7호선,0196,면목,1,상대식,장암,상봉,●,●,●,×,×
01,수도권,S1,7,7호선,0196,면목,2,상대식,,사가정,●,●,●,×,×
01,수도권,S1,7,7호선,0256,사가정,1,상대식,장암,면목,●,●,●,×,×
01,수도권,S1,7,7호선,0256,사가정,2,상대식,,용마산,●,●,●,×,×
01,수도권,S1,7,7호선,0445,용마산,1,상대식,장암,사가정,●,●,●,×,×
01,수도권,S1,7,7호선,0445,용마산,2,상대식,,중곡,●,●,●,×,×
01,수도권,S1,7,7호선,0525,중곡,1,상대식,장암,용마산,●,●,●,×,×
01,수도권,S1,7,7호선,0525,중곡,2,상대식,,군자,●,●,●,×,×
01,수도권,S1,7,7호선,0082,군자,1,상대식,장암,중곡,●,×,●,×,×
01,수도권,S1,7,7호선,0082,군자,2,상대식,,어린이대공원,●,×,●,×,×
01,수도권,S1,7,7호선,0408,어린이대공원,1,상대식,장암,군자,●,●,×,×,×
01,수도권,S1,7,7호선,0408,어린이대공원,2,상대식,,건대입구,●,●,×,×,×
01,수도권,S1,7,7호선,0031,건대입구,1,상대식,장암,어린이대공원,●,●,×,×,×
01,수도권,S1,7,7호선,0031,건대입구,2,상대식,,자양,●,●,×,×,×
01,수도권,S1,7,7호선,0176,자양,1,상대식,장암,건대입구,●,×,●,×,×
01,수도권,S1,7,7호선,0176,자양,2,상대식,,청담,●,×,●,×,×
01,수도권,S1,7,7호선,0550,청담,1,1섬 1상대식,장암,자양,●,×,●,×,×
01,수도권,S1,7,7호선,0550,청담,2,1섬 1상대식,,강남구청,●,×,●,×,×
01,수도권,S1,7,7호선,0018,강남구청,1,상대식,장암,청담,●,●,●,×,×
01,수도권,S1,7,7호선,0018,강남구청,2,상대식,,학동,●,●,●,×,×
01,수도권,S1,7,7호선,0582,학동,1,상대식,장암,강남구청,●,×,×,×,×
01,수도권,S1,7,7호선,0582,학동,2,상대식,,논현,●,×,×,×,×
01,수도권,S1,7,7호선,0120,논현,1,상대식,장암,학동,●,×,●,×,×
01,수도권,S1,7,7호선,0120,논현,2,상대식,,반포,●,×,●,×,×
01,수도권,S1,7,7호선,0215,반포,1,상대식,장암,논현,●,×,●,×,×
01,수도권,S1,7,7호선,0215,반포,2,상대식,,고속터미널,●,×,●,×,×
01,수도권,S1,7,7호선,0048,고속터미널,1,상대식,장암,반포,●,●,●,×,×
01,수도권,S1,7,7호선,0048,고속터미널,2,상대식,,내방,●,●,●,×,×
01,수도권,S1,7,7호선,0112,내방,1,상대식,장암,고속터미널,●,×,●,×,×
01,수도권,S1,7,7호선,0112,내방,2,상대식,,총신대입구,●,×,●,×,×
01,수도권,S1,7,7호선,0560,총신대입구,1,상대식,장암,내방,●,●,●,×,×
01,수도권,S1,7,7호선,0560,총신대입구,2,상대식,,남성,●,●,●,×,×
01,수도권,S1,7,7호선,0107,남성,1,상대식,장암,총신대입구,●,●,●,×,×
01,수도권,S1,7,7호선,0107,남성,2,상대식,,숭실대입구,●,●,●,×,×
01,수도권,S1,7,7호선,0344,숭실대입구,1,상대식,장암,남성,●,×,●,×,×
01,수도권,S1,7,7호선,0344,숭실대입구,2,상대식,,상도,●,×,●,×,×
01,수도권,S1,7,7호선,0273,상도,1,상대식,장암,숭실대입구,●,×,●,×,×
01,수도권,S1,7,7호선,0273,상도,2,상대식,,장승배기,●,×,●,×,×
01,수도권,S1,7,7호선,0502,장승배기,1,상대식,장암,상도,●,●,×,×,×
01,수도권,S1,7,7호선,0502,장승배기,2,상대식,,신대방삼거리,●,●,×,×,×
01,수도권,S1,7,7호선,0358,신대방삼거리,1,상대식,장암,장승배기,●,×,×,×,×
01,수도권,S1,7,7호선,0358,신대방삼거리,2,상대식,,보라매,●,×,×,×,×
01,수도권,S1,7,7호선,0232,보라매,1,섬식,장암,신대방삼거리,●,×,●,×,×
01,수도권,S1,7,7호선,0232,보라매,2,섬식,,신풍,●,×,●,×,×
01,수도권,S1,7,7호선,0378,신풍,1,상대식,장암,보라매,●,●,●,×,×
01,수도권,S1,7,7호선,0378,신풍,2,상대식,,대림,●,●,●,×,×
01,수도권,S1,7,7호선,0130,대림,1,상대식,장암,신풍,●,●,●,×,×
01,수도권,S1,7,7호선,0130,대림,2,상대식,,남구로,●,●,●,×,×
01,수도권,S1,7,7호선,0103,남구로,1,상대식,장암,대림,●,●,●,×,×
01,수도권,S1,7,7호선,0103,남구로,2,상대식,,가산디지털단지,●,●,●,×,×
01,수도권,S1,7,7호선,0004,가산디지털단지,1,상대식,장암,남구로,●,●,●,×,×
01,수도권,S1,7,7호선,0004,가산디지털단지,2,상대식,,철산,●,●,●,×,×
01,수도권,S1,7,7호선,0547,철산,1,상대식,장암,가산디지털단지,●,●,×,×,×
01,수도권,S1,7,7호선,0547,철산,2,상대식,,광명사거리,●,●,×,×,×
01,수도권,S1,7,7호선,0064,광명사거리,1,1섬 1상대식,장암,철산,●,×,●,×,×
01,수도권,S1,7,7호선,0064,광명사거리,2,1섬 1상대식,,천왕,●,×,●,×,×
01,수도권,S1,7,7호선,0545,천왕,1,상대식,장암,광명사거리,●,●,●,×,×
01,수도권,S1,7,7호선,0545,천왕,2,상대식,,온수,●,●,●,×,×
01,수도권,S1,7,7호선,0435,온수,1,1섬 1상대식,장암,천왕,●,×,●,×,×
01,수도권,S1,7,7호선,0435,온수,2,1섬 1상대식,,온수,●,×,●,×,×
01,수도권,IC,7,7호선,0101,까치울,1,섬식,,까치울,●,×,●,×,×
01,수도권,IC,7,7호선,0101,까치울,2,섬식,부평구청,부천종합운동장,●,×,●,×,×
01,수도권,IC,7,7호선,0248,부천종합운동장,1,섬식,,까치울,●,×,●,×,×
01,수도권,IC,7,7호선,0248,부천종합운동장,2,섬식,부평구청,춘의,●,×,●,×,×
01,수도권,IC,7,7호선,0561,춘의,1,섬식,,부천종합운동장,●,×,●,×,×
01,수도권,IC,7,7호선,0561,춘의,2,섬식,부평구청,신중동,●,×,●,×,×
01,수도권,IC,7,7호선,0374,신중동,1,섬식,,춘의,●,×,●,×,×
01,수도권,IC,7,7호선,0374,신중동,2,섬식,부평구청,부천시청,●,×,●,×,×
01,수도권,IC,7,7호선,0247,부천시청,1,섬식,,신중동,●,×,●,×,×
01,수도권,IC,7,7호선,0247,부천시청,2,섬식,부평구청,상동,●,×,●,×,×
01,수도권,IC,7,7호선,0274,상동,1,상대식,,부천시청,●,×,●,×,×
01,수도권,IC,7,7호선,0274,상동,2,상대식,부평구청,삼산체육관,●,×,●,×,×
01,수도권,IC,7,7호선,0265,삼산체육관,1,상대식,,상동,●,×,●,×,×
01,수도권,IC,7,7호선,0265,삼산체육관,2,상대식,부평구청,굴포천,●,×,●,×,×
01,수도권,IC,7,7호선,0085,굴포천,1,상대식,,삼산체육관,●,×,●,×,×
01,수도권,IC,7,7호선,0085,굴포천,2,상대식,부평구청,부평구청,●,×,●,×,×
01,수도권,IC,7,7호선,0250,부평구청,1,상대식,,굴포천,●,×,●,×,×
01,수도권,IC,7,7호선,0250,부평구청,2,상대식,부평구청,산곡,●,×,●,×,×
01,수도권,IC,7,7호선,1352,산곡,1,상대식,,부평구청,●,●,●,×,×
01,수도권,IC,7,7호선,1352,산곡,2,상대식,부평구청,석남,●,●,●,×,×
01,수도권,IC,7,7호선,0301,석남,1,상대식,,산곡,●,●,●,×,×
01,수도권,IC,7,7호선,0301,석남,2,상대식,부평구청,석남,●,●,●,×,×
01,수도권,NU,8,8호선,0230,별내,1,상대식,별내,별내,●,×,×,×,×
01,수도권,NU,8,8호선,0230,별내,2,상대식,,다산,●,×,×,×,×
01,수도권,NU,8,8호선,1376,다산,1,상대식,별내,별내,●,×,×,×,×
01,수도권,NU,8,8호선,1376,다산,2,상대식,,다산,●,×,×,×,×
01,수도권,GU,8,8호선,1375,동구릉,1,상대식,,동구릉,●,×,×,×,×
01,수도권,GU,8,8호선,1375,동구릉,2,상대식,,구리,●,×,×,×,×
01,수도권,GU,8,8호선,0072,구리,1,상대식,,동구릉,●,×,×,×,×
01,수도권,GU,8,8호선,0072,구리,2,상대식,,장자호수공원,●,×,×,×,×
01,수도권,GU,8,8호선,1374,장자호수공원,1,상대식,,구리,●,×,×,×,×
01,수도권,GU,8,8호선,1374,장자호수공원,2,상대식,,장자호수공원,●,×,×,×,×
01,수도권,S1,8,8호선,1373,암사역사공원,1,상대식,,암사역사공원,●,×,●,×,×
01,수도권,S1,8,8호선,1373,암사역사공원,2,상대식,모란,암사,●,×,●,×,×
01,수도권,S1,8,8호선,0391,암사,1,상대식,,암사역사공원,●,×,●,×,×
01,수도권,S1,8,8호선,0391,암사,2,상대식,모란,천호,●,×,●,×,×
01,수도권,S1,8,8호선,0546,천호,1,상대식,,암사,●,×,●,×,×
01,수도권,S1,8,8호선,0546,천호,2,상대식,모란,강동구청,●,×,●,×,×
01,수도권,S1,8,8호선,0021,강동구청,1,상대식,,천호,●,×,●,×,×
01,수도권,S1,8,8호선,0021,강동구청,2,상대식,모란,몽촌토성,●,×,●,×,×
01,수도권,S1,8,8호선,0204,몽촌토성,1,상대식,,강동구청,●,●,●,×,×
01,수도권,S1,8,8호선,0204,몽촌토성,2,상대식,모란,잠실,●,●,●,×,×
01,수도권,S1,8,8호선,0497,잠실,1,상대식,,몽촌토성,●,●,×,×,×
01,수도권,S1,8,8호선,0497,잠실,2,상대식,모란,석촌,●,●,×,×,×
01,수도권,S1,8,8호선,0305,석촌,1,상대식,,잠실,●,×,●,×,×
01,수도권,S1,8,8호선,0305,석촌,2,상대식,모란,송파,●,×,●,×,×
01,수도권,S1,8,8호선,0332,송파,1,상대식,,석촌,●,×,●,×,×
01,수도권,S1,8,8호선,0332,송파,2,상대식,모란,가락시장,●,×,●,×,×
01,수도권,S1,8,8호선,0003,가락시장,1,상대식,,송파,●,×,●,×,×
01,수도권,S1,8,8호선,0003,가락시장,2,상대식,모란,문정,●,×,●,×,×
01,수도권,S1,8,8호선,0208,문정,1,상대식,,가락시장,●,×,●,×,×
01,수도권,S1,8,8호선,0208,문정,2,상대식,모란,장지,●,×,●,×,×
01,수도권,S1,8,8호선,0504,장지,1,상대식,,문정,●,×,●,×,×
01,수도권,S1,8,8호선,0504,장지,2,상대식,모란,복정,●,×,●,×,×
01,수도권,S1,8,8호선,0238,복정,1,섬식,,장지,●,×,●,×,×
01,수도권,S1,8,8호선,0238,복정,2,섬식,모란,남위례,●,×,●,×,×
01,수도권,S1,8,8호선,1366,남위례,1,상대식,,복정,●,×,●,×,×
01,수도권,S1,8,8호선,1366,남위례,2,상대식,모란,산성,●,×,●,×,×
01,수도권,S1,8,8호선,0261,산성,1,상대식,,남위례,●,●,●,×,×
01,수도권,S1,8,8호선,0261,산성,2,상대식,모란,남한산성입구,●,●,●,×,×
01,수도권,S1,8,8호선,0111,남한산성입구,1,상대식,,산성,●,×,●,×,×
01,수도권,S1,8,8호선,0111,남한산성입구,2,상대식,모란,단대오거리,●,×,●,×,×
01,수도권,S1,8,8호선,0122,단대오거리,1,상대식,,남한산성입구,●,●,●,×,×
01,수도권,S1,8,8호선,0122,단대오거리,2,상대식,모란,신흥,●,●,●,×,×
01,수도권,S1,8,8호선,0379,신흥,1,상대식,,단대오거리,●,×,●,×,×
01,수도권,S1,8,8호선,0379,신흥,2,상대식,모란,수진,●,×,●,×,×
01,수도권,S1,8,8호선,0342,수진,1,상대식,,신흥,●,×,●,×,×
01,수도권,S1,8,8호선,0342,수진,2,상대식,모란,모란,●,×,●,×,×
01,수도권,S1,8,8호선,0201,모란,1,상대식,,수진,●,×,●,×,×
01,수도권,S1,8,8호선,0201,모란,2,상대식,모란,모란,●,×,●,×,×
01,수도권,S9,9,9호선,0028,개화,1,섬식,중앙보훈병원,개화,×,×,●,×,×
01,수도권,S9,9,9호선,0028,개화,2,섬식,개화,김포공항,×,×,●,×,×
01,수도권,S9,9,9호선,0099,김포공항,1,섬식,중앙보훈병원,개화,●,×,●,×,×
01,수도권,S9,9,9호선,0099,김포공항,2,섬식,개화,공항시장,●,×,●,×,×
01,수도권,S9,9,9호선,0056,공항시장,1,상대식,중앙보훈병원,김포공항,●,●,●,×,×
01,수도권,S9,9,9호선,0056,공항시장,2,상대식,개화,신방화,●,●,●,×,×
01,수도권,S9,9,9호선,0364,신방화,1,상대식,중앙보훈병원,공항시장,●,●,×,×,×
01,수도권,S9,9,9호선,0364,신방화,2,상대식,개화,마곡나루,●,●,×,×,×
01,수도권,S9,9,9호선,0178,마곡나루,1,쌍섬식 (2폼 4선식),중앙보훈병원,신방화,●,×,●,×,×
01,수도권,S9,9,9호선,0178,마곡나루,2,쌍섬식 (2폼 4선식),개화,양천향교,●,×,●,×,×
01,수도권,S9,9,9호선,0405,양천향교,1,상대식,중앙보훈병원,마곡나루,●,×,●,×,×
01,수도권,S9,9,9호선,0405,양천향교,2,상대식,개화,가양,●,×,●,×,×
01,수도권,S9,9,9호선,0005,가양,1,쌍섬식 (2폼 4선식),중앙보훈병원,양천향교,●,×,●,×,×
01,수도권,S9,9,9호선,0005,가양,2,쌍섬식 (2폼 4선식),개화,증미,●,×,●,×,×
01,수도권,S9,9,9호선,0531,증미,1,상대식,중앙보훈병원,가양,●,×,●,×,×
01,수도권,S9,9,9호선,0531,증미,2,상대식,개화,등촌,●,×,●,×,×
01,수도권,S9,9,9호선,0173,등촌,1,상대식,중앙보훈병원,증미,●,×,●,×,×
01,수도권,S9,9,9호선,0173,등촌,2,상대식,개화,염창,●,×,●,×,×
01,수도권,S9,9,9호선,0419,염창,1,상대식,중앙보훈병원,등촌,●,×,●,×,×
01,수도권,S9,9,9호선,0419,염창,2,상대식,개화,신목동,●,×,●,×,×
01,수도권,S9,9,9호선,0362,신목동,1,상대식,중앙보훈병원,염창,●,●,●,×,×
01,수도권,S9,9,9호선,0362,신목동,2,상대식,개화,선유도,●,×,●,×,×
01,수도권,S9,9,9호선,0308,선유도,1,상대식,중앙보훈병원,신목동,●,×,●,×,×
01,수도권,S9,9,9호선,0308,선유도,2,상대식,개화,당산,●,×,●,×,×
01,수도권,S9,9,9호선,0126,당산,1,섬식,중앙보훈병원,선유도,●,×,●,×,×
01,수도권,S9,9,9호선,0126,당산,2,섬식,개화,국회의사당,●,×,●,×,×
01,수도권,S9,9,9호선,0081,국회의사당,1,섬식,중앙보훈병원,당산,●,●,●,×,×
01,수도권,S9,9,9호선,0081,국회의사당,2,섬식,개화,여의도,●,●,●,×,×
01,수도권,S9,9,9호선,0412,여의도,1,상대식,중앙보훈병원,국회의사당,●,×,●,×,×
01,수도권,S9,9,9호선,0412,여의도,2,상대식,개화,샛강,●,×,●,×,×
01,수도권,S9,9,9호선,0286,샛강,1,상대식,중앙보훈병원,여의도,●,×,●,×,×
01,수도권,S9,9,9호선,0286,샛강,2,상대식,개화,노량진,●,×,●,×,×
01,수도권,S9,9,9호선,0114,노량진,1,상대식,중앙보훈병원,샛강,●,×,×,×,×
01,수도권,S9,9,9호선,0114,노량진,2,상대식,개화,노들,●,×,×,×,×
01,수도권,S9,9,9호선,0113,노들,1,상대식,중앙보훈병원,노량진,●,×,●,×,×
01,수도권,S9,9,9호선,0113,노들,2,상대식,개화,흑석,●,×,●,×,×
01,수도권,S9,9,9호선,0610,흑석,1,상대식,중앙보훈병원,노들,●,●,●,×,×
01,수도권,S9,9,9호선,0610,흑석,2,상대식,개화,동작,●,●,●,×,×
01,수도권,S9,9,9호선,0167,동작,1,쌍섬식 (2폼 4선식),중앙보훈병원,흑석,●,×,●,×,×
01,수도권,S9,9,9호선,0167,동작,2,쌍섬식 (2폼 4선식),개화,구반포,●,●,●,×,×
01,수도권,S9,9,9호선,0073,구반포,1,상대식,중앙보훈병원,동작,●,×,●,×,×
01,수도권,S9,9,9호선,0073,구반포,2,상대식,개화,신반포,●,×,●,×,×
01,수도권,S9,9,9호선,0363,신반포,1,상대식,중앙보훈병원,구반포,●,×,●,×,×
01,수도권,S9,9,9호선,0363,신반포,2,상대식,개화,고속터미널,●,×,●,×,×
01,수도권,S9,9,9호선,0048,고속터미널,1,상대식,중앙보훈병원,신반포,●,×,●,×,×
01,수도권,S9,9,9호선,0048,고속터미널,2,상대식,개화,사평,●,×,●,×,×
01,수도권,S9,9,9호선,0259,사평,1,상대식,중앙보훈병원,고속터미널,●,×,●,×,×
01,수도권,S9,9,9호선,0259,사평,2,상대식,개화,신논현,●,×,●,×,×
01,수도권,S9,9,9호선,0354,신논현,1,1섬 1상대식,중앙보훈병원,사평,●,×,●,×,×
01,수도권,S9,9,9호선,0354,신논현,2,1섬 1상대식,개화,언주,●,×,●,×,×
01,수도권,S9,9,9호선,0410,언주,1,상대식,중앙보훈병원,신논현,●,×,●,×,×
01,수도권,S9,9,9호선,0410,언주,2,상대식,개화,선정릉,●,×,●,×,×
01,수도권,S9,9,9호선,0309,선정릉,1,상대식,중앙보훈병원,언주,●,×,●,×,×
01,수도권,S9,9,9호선,0309,선정릉,2,상대식,개화,삼성중앙,●,×,●,×,×
01,수도권,S9,9,9호선,0267,삼성중앙,1,상대식,중앙보훈병원,선정릉,●,×,●,×,×
01,수도권,S9,9,9호선,0267,삼성중앙,2,상대식,개화,봉은사,●,×,●,×,×
01,수도권,S9,9,9호선,0241,봉은사,1,상대식,중앙보훈병원,삼성중앙,●,×,●,×,×
01,수도권,S9,9,9호선,0241,봉은사,2,상대식,개화,종합운동장,●,×,●,×,×
01,수도권,S9,9,9호선,0518,종합운동장,1,상대식,중앙보훈병원,봉은사,●,×,●,×,×
01,수도권,S9,9,9호선,0518,종합운동장,2,상대식,개화,봉은사,●,×,●,×,×
01,수도권,S9,9,9호선,1153,삼전,1,상대식,중앙보훈병원,종합운동장,●,●,●,×,×
01,수도권,S9,9,9호선,1153,삼전,2,상대식,개화,석촌고분,●,●,●,×,×
01,수도권,S9,9,9호선,1154,석촌고분,1,섬식,중앙보훈병원,삼전,●,●,●,×,×
01,수도권,S9,9,9호선,1154,석촌고분,2,섬식,개화,석촌,●,●,●,×,×
01,수도권,S9,9,9호선,0305,석촌,1,섬식,중앙보훈병원,석촌고분,●,●,●,×,×
01,수도권,S9,9,9호선,0305,석촌,2,섬식,개화,송파나루,●,●,●,×,×
01,수도권,S9,9,9호선,1155,송파나루,1,섬식,개화,석촌,●,●,●,×,×
01,수도권,S9,9,9호선,1155,송파나루,2,섬식,중앙보훈병원,한성백제,●,●,●,×,×
01,수도권,S9,9,9호선,1156,한성백제,1,섬식,개화,송파나루,●,●,●,×,×
01,수도권,S9,9,9호선,1156,한성백제,2,섬식,중앙보훈병원,올림픽공원,●,●,●,×,×
01,수도권,S9,9,9호선,0438,올림픽공원,1,섬식,개화,한성백제,●,●,●,×,×
01,수도권,S9,9,9호선,0438,올림픽공원,2,섬식,중앙보훈병원,둔촌오륜,●,●,●,×,×
01,수도권,S9,9,9호선,1157,둔촌오륜,1,섬식,개화,올림픽공원,●,●,●,×,×
01,수도권,S9,9,9호선,1157,둔촌오륜,2,섬식,중앙보훈병원,중앙보훈병원,●,●,●,×,×
01,수도권,S9,9,9호선,1158,중앙보훈병원,1,섬식,중앙보훈병원,둔촌오륜,●,×,●,×,×
01,수도권,S9,9,9호선,1158,중앙보훈병원,2,상대식,개화,중앙보훈병원,●,●,●,×,×
