are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,mv_path_dv_cd,mv_path_dv_nm,mg_no,step_no,step_text
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,3,4,4) 석수방면 휠체어리프트 탑승
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,3,5,5) (1F) 석수 방면 승강장으로 이동
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,3,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,4,1,1) (1F) 2번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,4,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,4,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,4,4,4) 안양 방면 엘리베이터(2호기) 탑승
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,4,5,5) (1F) 안양 방면 승강장으로 이동
01,수도권,KR,1,1호선,0059,관악,1,출입구-승강장,4,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,1,1,1) (1F) 1번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,1,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,1,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,1,4,4) 관악 방면 엘리베이터(3호기) 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,1,5,5) (1F) 관악 방면 승강장으로 이동
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,1,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,2,1,1) (1F) 1번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,2,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,2,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,2,4,4) 명학 방면 엘리베이터(4호기) 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,2,5,5) (1F) 명학 방면 승강장으로 이동
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,2,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,3,1,1) 3번 출입구 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,3,2,2) 3번 출입구 지상2층 엘리베이터 하차
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,3,3,3) 관악방면 지상2층 엘리베이터 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,3,4,4) 관악방면 지상1층 승강장 엘리베이터 하차
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,3,5,5) 관악방면 승강장 이동
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,4,1,1) 3번 출입구 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,4,2,2) 3번 출입구 지상2층 엘리베이터 하차
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,4,3,3) 명학방면 지상2층 엘리베이터 탑승
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,4,4,4) 명학방면 지상1층 승강장 엘리베이터 하차
01,수도권,KR,1,1호선,0390,안양,1,출입구-승강장,4,5,5) 명학방면 승강장 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,1,1,1) (1F) 1번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,1,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,1,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,1,4,4) 안양 방면 엘리베이터(1호기) 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,1,5,5) (1F) 안양 방면 승강장으로 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,1,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,2,1,1) (1F) 1번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,2,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,2,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,2,4,4) 금정 방면 엘리베이터(2호기) 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,2,5,5) (1F) 금정 방면 승강장으로 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,2,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,3,1,1) (1F) 2번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,3,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,3,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,3,4,4) 안양 방면 엘리베이터(1호기) 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,3,5,5) (1F) 안양 방면 승강장으로 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,3,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,4,1,1) (1F) 2번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,4,2,2) (2F) 대합실 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,4,3,3) 표 내는곳 통과
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,4,4,4) 금정 방면 엘리베이터(2호기) 탑승
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,4,5,5) (1F) 금정 방면 승강장으로 이동
01,수도권,KR,1,1호선,0200,명학,1,출입구-승강장,4,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,1,1,1) 2번 출입구 지상1층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,1,2,2) 2번 출입구 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,1,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,1,4,4) 명학방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,1,5,5) 명학방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,1,6,6) 명학방면 승강장
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,2,1,1) 4번/5번 출입구 사이 지상1층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,2,2,2) 4번/5번 출입구 사이 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,2,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,2,4,4) 명학방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,2,5,5) 명학방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,2,6,6) 명학방면 승강장
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,3,1,1) 7번/8번 출입구 사이 지상1층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,3,2,2) 7번/8번 출입구 사이 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,3,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,3,4,4) 명학방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,3,5,5) 명학방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,3,6,6) 명학방면 승강장
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,4,1,1) 2번 출입구 지상1층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,4,2,2) 2번 출입구 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,4,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,4,4,4) 군포방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,4,5,5) 군포방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,4,6,6) 군포방면 승강장
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,5,1,1) 4번/5번 출입구 사이 지상1층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,5,2,2) 4번/5번 출입구 사이 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,5,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,5,4,4) 군포방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,5,5,5) 군포방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,5,6,6) 군포방면 승강장
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,6,1,1) 7번/8번 출입구 사이 지상1층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,6,2,2) 7번/8번 출입구 사이 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,6,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,6,4,4) 군포방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,6,5,5) 군포방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0090,금정,1,출입구-승강장,6,6,6) 군포방면 승강장
01,수도권,KR,1,1호선,0090,금정,3,환승,1,1,1) 1호선 명학방면 하차 
01,수도권,KR,1,1호선,0090,금정,3,환승,1,2,2) 4호선 범계방면 인접(섬식) 승강장
01,수도권,KR,1,1호선,0090,금정,3,환승,2,1,1) 1호선 군포방면 하차
01,수도권,KR,1,1호선,0090,금정,3,환승,2,2,2) 4호선 산본방면 인접(섬식) 승강장
01,수도권,KR,1,1호선,0090,금정,3,환승,3,1,1) 1호선 명학방면 1호차/8호차 하차 
01,수도권,KR,1,1호선,0090,금정,3,환승,3,2,2) 엘리베이터 2층으로 이동
01,수도권,KR,1,1호선,0090,금정,3,환승,3,3,3) 환승통로
01,수도권,KR,1,1호선,0090,금정,3,환승,3,4,4) 3/4번 승강장 엘리베이터 1층 승강장으로 이동
01,수도권,KR,1,1호선,0090,금정,3,환승,3,5,5) 4호선 산본방명 승강장
01,수도권,KR,1,1호선,0090,금정,3,환승,4,1,1) 1호선 군포방면 3호차/10호차 하차 
01,수도권,KR,1,1호선,0090,금정,3,환승,4,2,2) 엘리베이터 2층으로 이동
01,수도권,KR,1,1호선,0090,금정,3,환승,4,3,3) 환승통로
01,수도권,KR,1,1호선,0090,금정,3,환승,4,4,4) 1/2번 승강장 엘리베이터 1층 승강장으로 이동
01,수도권,KR,1,1호선,0090,금정,3,환승,4,5,5) 4호선 범계방명 승강장
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,1,1,1) 1번 출입구 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,1,2,2) 지상 2층 대합실 방면 통로
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,1,3,3) 표 내는곳 통과 
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,1,4,4) 금정 방면 엘리베이터 탑승 
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,1,5,5) 금정 방면 승강장으로 이동
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,1,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,2,1,1) 1번 출입구 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,2,2,2) 지상 2층 대합실 방면 통로
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,2,3,3) 표 내는곳 통과 
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,2,4,4) 당정 방면 엘리베이터 탑승 
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,2,5,5) 당정 방면 승강장으로 이동
01,수도권,KR,1,1호선,0083,군포,1,출입구-승강장,2,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,1,1,1) 1/2번 출입구 사이 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,1,2,2) 지상 2층 대합실 방면 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,1,3,3) 표 내는곳 통과 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,1,4,4) 지상 2층 군포 방면 엘리베이터 탑승 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,1,5,5) 지상 1층 군포 방면 승강장으로 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,1,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,2,1,1) 3번 출입구 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,2,2,2) 지상 2층 대합실 방면 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,2,3,3) 표 내는곳 통과 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,2,4,4) 지상 2층 군포 방면 엘리베이터 탑승 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,2,5,5) 지상 1층 군포 방면 승강장으로 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,2,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,3,1,1) 1/2번 출입구 사이 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,3,2,2) 지상 2층 대합실 방면 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,3,3,3) 표 내는곳 통과 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,3,4,4) 지상 2층 의왕 방면 엘리베이터 탑승 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,3,5,5) 지상 1층 의왕 방면 승강장으로 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,3,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,4,1,1) 3번 출입구 지상1층 엘리베이터 탑승
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,4,2,2) 지상 2층 대합실 방면 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,4,3,3) 표 내는곳 통과 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,4,4,4) 지상 2층 의왕 방면 엘리베이터 탑승 
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,4,5,5) 지상 1층 의왕 방면 승강장으로 이동
01,수도권,KR,1,1호선,0127,당정,1,출입구-승강장,4,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,1,1,1) 1번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,1,2,2) 연결통로로 대합실 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,1,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,1,4,4) 성균관대 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,1,5,5) 성균관대 방면 승강장으로 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,1,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,2,1,1) 2번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,2,2,2) 대합실 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,2,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,2,4,4) 성균관대 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,2,5,5) 성균관대 방면 승강장으로 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,2,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,3,1,1) 1번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,3,2,2) 연결통로로 대합실 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,3,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,3,4,4) 당정 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,3,5,5) 당정 방면 승강장으로 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,3,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,4,1,1) 2번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,4,2,2) 대합실 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,4,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,4,4,4) 당정 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,4,5,5) 당정 방면 승강장으로 이동
01,수도권,KR,1,1호선,0469,의왕,1,출입구-승강장,4,6,6) 승차(휠체어칸)
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,1,1,1) 3번 출입구 지상1층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,1,2,2) 3번 출입구 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,1,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,1,4,4) 화서방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,1,5,5) 화서방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,1,6,6) 화서방면 승강장
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,2,1,1) 4번 출입구 지상1층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,2,2,2) 4번 출입구 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,2,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,2,4,4) 화서방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,2,5,5) 화서방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,2,6,6) 화서방면 승강장
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,3,1,1) 3번 출입구 지상1층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,3,2,2) 3번 출입구 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,3,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,3,4,4) 의왕방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,3,5,5) 의왕방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,3,6,6) 의왕방면 승강장
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,4,1,1) 4번 출입구 지상1층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,4,2,2) 4번 출입구 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,4,3,3) 개집표기 통과
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,4,4,4) 의왕방면 지상2층 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,4,5,5) 의왕방면 지상1층 승강장 엘리베이터
01,수도권,KR,1,1호선,0312,성균관대,1,출입구-승강장,4,6,6) 의왕방면 승강장
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,1,1) 3번/4번 출입구
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,2,2) 3번/4번 출입구 지상 1층 엘리베이터
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,3,3) 지상 2층 대합실 이동
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,4,4) 성균관대 방면 지상 2층 엘리베에터
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,5,5) 성균관대 방면 지상 1층
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,6,6) 개집표기 통과
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,1,7,7) 성균관대 방면 승강장
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,2,1,1) 5번/6번 출입구
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,2,2,2) 개집표기 통과 
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,2,3,3) 성균관대 방면 승강장
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,3,1,1) 3번/4번 출입구
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,3,2,2) 개집표기 통과
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,3,3,3) 수원방면 승강장
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,1,1) 5번/6번 출입구
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,2,2) 5번/6번 출입구 지상 1층 엘리베이터
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,3,3) 지상 2층 대합실 이동
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,4,4) 수원 방면 지상 2층 엘리베에터
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,5,5) 수원 방면 지상 1층
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,6,6) 개집표기 통과
01,수도권,KR,1,1호선,0601,화서,1,출입구-승강장,4,7,3) 수원 방면 승강장
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,1,1,1) (1F) 5번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,1,2,2) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,1,3,3) 표 내는 곳 통과
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,1,4,4) 1호선 화서 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,1,5,5) (1F) 화서 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,1,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,2,1,1) (1F) 5번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,2,2,2) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,2,3,3) 표 내는 곳 통과
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,2,4,4) 1호선 세류 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,2,5,5) (1F) 세류 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,2,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,3,1,1) (1F) 7번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,3,2,2) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,3,3,3) 표 내는 곳 통과
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,3,4,4) 1호선 화서 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,3,5,5) (1F) 화서 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,3,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,4,1,1) (1F) 7번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,4,2,2) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,4,3,3) 표 내는 곳 통과
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,4,4,4) 1호선 세류 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,4,5,5) (1F) 세류 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,4,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,5,1,1) (1F) 10번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,5,2,2) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,5,3,3) 표 내는 곳 통과
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,5,4,4) 1호선 화서 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,5,5,5) (1F) 화서 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,5,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,6,1,1) (1F) 10번 출입구 옆 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,6,2,2) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,6,3,3) 표 내는 곳 통과
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,6,4,4) 1호선 세류 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,6,5,5) (1F) 세류 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,1,출입구-승강장,6,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,3,환승,1,1,1) (1F) 1호선 화서 방면 승강장 하차
01,수도권,KR,1,1호선,0338,수원,3,환승,1,2,2) 대합실 방향 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,3,환승,1,3,3) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,3,환승,1,4,4) 수인분당선 매교 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,3,환승,1,5,5) (B4) 수인분당선 매교 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,3,환승,1,6,6) 승차 (휠체어칸)
01,수도권,KR,1,1호선,0338,수원,3,환승,2,1,1) (1F) 1호선 화서 방면 승강장 하차
01,수도권,KR,1,1호선,0338,수원,3,환승,2,2,2) 대합실 방향 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,3,환승,2,3,3) (B1) 대합실로 이동
01,수도권,KR,1,1호선,0338,수원,3,환승,2,4,4) 수인분당선 고색 방면 엘리베이터 탑승
01,수도권,KR,1,1호선,0338,수원,3,환승,2,5,5) (B4) 수인분당선 고색 방면 승강장으로 이동
01,수도권,KR,1,1호선,0338,수원,3,환승,2,6,6) 승차 (휠체어칸)
